mel_peak_name	sim_peak_name	mel_chr	mel_TSS_start	mel_TSS_end	mel_gene	mel_strand	mel_peak_start	mel_peak_end	mel_dist	sim_chr	sim_TSS_start	sim_TSS_end	sim_gene	sim_strand	sim_peak_start	sim_peak_end	sim_dist	mel_width	sim_width	per_diff
peak_9740	peak_12583	X	3872412	3872557	FBgn0028491	+	3868298	3869054	-3359	Scf_X	3464256	3464415	FBgn0188249	+	3460113	3460943	-3314	756	830	0.09331651954602774
peak_9741	peak_12584	X	3880747	3880988	FBgn0285910	+	3880588	3881309	0	Scf_X	3472362	3472593	FBgn0188250	+	3472199	3472912	0	721	713	0.011157601115760111
peak_9743	peak_12587	X	3948974	3949372	FBgn0029687	+	3949165	3949369	0	Scf_X	3538483	3539102	FBgn0188256	+	3538658	3538855	0	204	197	0.034912718204488775
peak_9747	peak_12593	X	3965271	3965327	FBgn0029688	-	3964631	3965441	0	Scf_X	3554227	3554797	FBgn0187939	-	3554104	3554919	0	810	815	0.006153846153846154
peak_9748	peak_12594	X	3968237	3968655	FBgn0029689	-	3968216	3968992	0	Scf_X	3557701	3558107	FBgn0189521	-	3557680	3558402	0	776	722	0.07209612817089453
peak_9751	peak_12596	X	4100641	4101031	FBgn0029693	-	4100762	4101173	0	Scf_X	3680876	3681243	FBgn0187936	-	3680991	3681378	0	411	387	0.06015037593984962
peak_9759	peak_12607	X	4131210	4131285	FBgn0066114	+	4131067	4131635	0	Scf_X	3711504	3711588	FBgn0188262	+	3711371	3711927	0	568	556	0.021352313167259787
peak_9764	peak_12613	X	4205899	4206093	FBgn0000635	-	4205858	4206265	0	Scf_X	3799320	3799512	FBgn0083435	-	3799273	3799695	0	407	422	0.03618817852834741
peak_9765	peak_12614	X	4247312	4247342	FBgn0262608	+	4240156	4240474	-6839	Scf_X	3839462	3839532	FBgn0188267	+	3832443	3832747	-6716	318	304	0.04501607717041801
peak_9766	peak_12619	X	4311703	4311799	FBgn0040906	-	4313174	4315634	-1376	Scf_X	3900320	3900435	FBgn0187929	-	3901705	3904157	-1271	2460	2452	0.003257328990228013
peak_9768	peak_12623	X	4322131	4322231	FBgn0040907	-	4321886	4322704	0	Scf_X	3909710	3909792	FBgn0187926	-	3909466	3910279	0	818	813	0.0061312078479460455
peak_9772	peak_12627	X	4366416	4366587	FBgn0029706	+	4366197	4366723	0	Scf_X	3955238	3955407	FBgn0188277	+	3955028	3955540	0	526	512	0.02697495183044316
peak_9773	peak_12628	X	4380757	4381471	FBgn0029707	+	4377890	4378223	-2535	Scf_X	3962074	3962209	FBgn0188278	+	3966112	3966444	3904	333	332	0.0030075187969924814
peak_9781	peak_12637	X	4548428	4548794	FBgn0029711	-	4548500	4548865	0	Scf_X	4134610	4134968	FBgn0187920	-	4134680	4135042	0	365	362	0.008253094910591471
peak_9782	peak_12638	X	4549069	4549073	FBgn0029712	+	4548986	4549129	0	Scf_X	4135110	4135242	FBgn0188284	+	4135155	4135298	0	143	143	0.0
peak_9784	peak_12640	X	4553982	4554197	FBgn0029715	-	4554116	4554338	0	Scf_X	4140129	4140520	FBgn0187918	-	4140263	4140481	0	222	218	0.01818181818181818
peak_9796	peak_12651	X	4679264	4679537	FBgn0262699	-	4684270	4684971	-4734	Scf_X	4264101	4264428	FBgn0187908	-	4269038	4269727	-4611	701	689	0.017266187050359712
peak_9800	peak_12655	X	4702283	4702300	FBgn0028325	+	4702215	4702832	0	Scf_X	4286693	4286914	FBgn0188291	+	4286588	4287207	0	617	619	0.003236245954692557
peak_9801	peak_12658	X	4708747	4709010	FBgn0029723	+	4705278	4705440	-3308	Scf_X	4292273	4292321	FBgn0196066	+	4289698	4289848	-2426	162	150	0.07692307692307693
peak_9806	peak_12662	X	4912380	4912511	FBgn0052772	+	4911632	4912626	0	Scf_X	4481436	4481562	FBgn0188302	+	4480693	4481676	0	994	983	0.01112797167425392
peak_9813	peak_12670	X	4939127	4939200	FBgn0004368	+	4938980	4939234	0	Scf_X	4498529	4498615	FBgn0188304	+	4498398	4498651	0	254	253	0.0039447731755424065
peak_9822	peak_12684	X	5082416	5083025	FBgn0052767	-	5082701	5083085	0	Scf_X	4631483	4632117	FBgn0187893	-	4632772	4633165	-656	384	393	0.023166023166023165
peak_9832	peak_12700	X	5329875	5330101	FBgn0026751	+	5329494	5329927	0	Scf_X	4874305	4874519	FBgn0188312	+	4873933	4874348	0	433	415	0.04245283018867924
peak_9835	peak_12702	X	5410566	5410849	FBgn0029762	-	5410779	5411195	0	Scf_X	4950621	4950877	FBgn0187889	-	4950796	4951177	0	416	381	0.08782936010037641
peak_9839	peak_12707	X	5420238	5420336	FBgn0263987	-	5420102	5421060	0	Scf_X	4960347	4960786	FBgn0187887	-	4959994	4960948	0	958	954	0.0041841004184100415
peak_9840	peak_12709	X	5427516	5427527	FBgn0029765	+	5428331	5429034	805	Scf_X	4966459	4966478	FBgn0269525	+	4967285	4967991	808	703	706	0.0042583392476933995
peak_9847	peak_12721	X	5622419	5622539	FBgn0004687	-	5620097	5621647	773	Scf_X	5151480	5151595	FBgn0187880	-	5149164	5150721	760	1550	1557	0.004505954296749276
peak_9851	peak_12726	X	5671661	5671812	FBgn0015794	-	5671480	5672082	0	Scf_X	5199971	5200125	FBgn0187872	-	5199790	5200430	0	602	640	0.061191626409017714
peak_9854	peak_12730	X	5689401	5689473	FBgn0029789	-	5689219	5689591	0	Scf_X	5217354	5217421	FBgn0187870	-	5217172	5217544	0	372	372	0.0
peak_9860	peak_12737	X	5713339	5713527	FBgn0053080	-	5715453	5716258	-1927	Scf_X	5241143	5241330	FBgn0187868	-	5243266	5244054	-1937	805	788	0.021343377275580666
peak_9863	peak_12742	X	5737424	5738031	FBgn0052758	-	5737169	5738279	0	Scf_X	5260099	5260710	FBgn0187865	-	5259844	5260972	0	1110	1128	0.0160857908847185
peak_9865	peak_12747	X	5747101	5747254	FBgn0261383	-	5745870	5746593	509	Scf_X	5269831	5270027	FBgn0187864	-	5268601	5269334	498	723	733	0.013736263736263736
peak_9871	peak_12755	X	5764552	5764914	FBgn0261610	+	5767829	5768423	2916	Scf_X	5287267	5287643	FBgn0188339	+	5290559	5291164	2917	594	605	0.01834862385321101
peak_9872	peak_12757	X	5770400	5770780	FBgn0029804	-	5770370	5771159	0	Scf_X	5293050	5293413	FBgn0187860	-	5293020	5293779	0	789	759	0.03875968992248062
peak_9880	peak_12766	X	5908134	5908491	FBgn0029822	+	5907993	5908393	0	Scf_X	5432111	5432534	FBgn0188354	+	5431980	5432381	0	400	401	0.0024968789013732834
peak_9885	peak_12775	X	5966278	5966565	FBgn0029830	+	5965339	5965942	-337	Scf_X	5485109	5485446	FBgn0188362	+	5484242	5484834	-276	603	592	0.018410041841004185
peak_9897	peak_12786	X	6091294	6091471	FBgn0026060	-	6091400	6091537	0	Scf_X	5615111	5615283	FBgn0187842	-	5615217	5615355	0	137	138	0.007272727272727273
peak_9899	peak_12788	X	6219956	6220417	FBgn0029849	+	6219823	6220442	0	Scf_X	5735328	5735655	FBgn0188373	+	5735071	5735689	0	619	618	0.0016168148746968471
peak_9901	peak_12791	X	6225935	6226174	FBgn0262730	+	6225465	6225958	0	Scf_X	5740592	5741177	FBgn0188374	+	5740468	5740961	0	493	493	0.0
peak_9904	peak_12796	X	6266591	6267228	FBgn0040918	-	6267134	6267346	0	Scf_X	5781482	5782117	FBgn0269297	-	5782028	5782237	0	212	209	0.014251781472684086
peak_9905	peak_12798	X	6267796	6267906	FBgn0028982	+	6267609	6268605	0	Scf_X	5782710	5782817	FBgn0188378	+	5782544	5783524	0	996	980	0.016194331983805668
peak_9906	peak_12799	X	6276639	6276724	FBgn0029854	-	6276468	6276833	0	Scf_X	5791613	5791687	FBgn0187829	-	5791456	5791802	0	365	346	0.053445850914205346
peak_9911	peak_12806	X	6301199	6301285	FBgn0043796	-	6300965	6301401	0	Scf_X	5811209	5811293	FBgn0270277	-	5810975	5811406	0	436	431	0.011534025374855825
peak_9918	peak_12815	X	6347102	6347504	FBgn0029867	+	6346908	6347421	0	Scf_X	5855248	5855546	FBgn0196077	+	5855065	5855558	0	513	493	0.039761431411530816
peak_9919	peak_12816	X	6350292	6350401	FBgn0029868	-	6350305	6350447	0	Scf_X	5858482	5858585	FBgn0195918	-	5858495	5858648	0	142	153	0.07457627118644068
peak_9928	peak_12827	X	6372816	6372915	FBgn0003139	-	6372808	6373187	0	Scf_X	5879075	5879172	FBgn0268081	-	5879067	5879454	0	379	387	0.020887728459530026
peak_9930	peak_12830	X	6524463	6524689	FBgn0029873	+	6524062	6524782	0	Scf_X	6021611	6021831	FBgn0188387	+	6021217	6021924	0	720	707	0.018220042046250877
peak_9931	peak_12831	X	6528947	6529115	FBgn0014031	+	6528788	6529165	0	Scf_X	6026024	6026270	FBgn0188388	+	6025938	6026320	0	377	382	0.013175230566534914
peak_9934	peak_12835	X	6533998	6534412	FBgn0000524	+	6533857	6534400	0	Scf_X	6031112	6031522	FBgn0188389	+	6030963	6031510	0	543	547	0.007339449541284404
peak_9939	peak_12842	X	6590775	6591005	FBgn0029878	+	6590635	6591233	0	Scf_X	6079298	6079522	FBgn0188393	+	6079156	6079740	0	598	584	0.023688663282571912
peak_9946	peak_12848	X	6654540	6654896	FBgn0028360	+	6655831	6656136	936	Scf_X	6139244	6139509	FBgn0188397	+	6140442	6140731	934	305	289	0.05387205387205387
peak_9949	peak_12851	X	6661646	6661801	FBgn0062413	+	6661617	6662292	0	Scf_X	6146231	6146381	FBgn0188399	+	6146197	6146888	0	675	691	0.02342606149341142
peak_9950	peak_12853	X	6683797	6683821	FBgn0029891	+	6683997	6684447	177	Scf_X	6169335	6169927	FBgn0196078	+	6169477	6169913	0	450	436	0.03160270880361174
peak_9959	peak_12864	X	6744195	6744238	FBgn0029897	-	6741219	6741444	2752	Scf_X	6230439	6230460	FBgn0268277	-	6227514	6227739	2701	225	225	0.0
peak_9967	peak_12877	X	6843046	6843921	FBgn0029911	-	6843857	6844022	0	Scf_X	6328638	6329004	FBgn0068696	-	6329456	6329624	-453	165	168	0.018018018018018018
peak_9968	peak_12878	X	6844340	6844606	FBgn0029912	+	6844258	6844418	0	Scf_X	6329958	6330218	FBgn0269289	+	6329870	6330031	0	160	161	0.006230529595015576
peak_9974	peak_12887	X	6868507	6868780	FBgn0263993	+	6867995	6868605	0	Scf_X	6353883	6354197	FBgn0188408	+	6353416	6354024	0	610	608	0.003284072249589491
peak_9975	peak_12891	X	6973175	6973393	FBgn0029925	-	6973133	6973586	0	Scf_X	6456596	6456814	FBgn0187802	-	6456554	6456976	0	453	422	0.07085714285714285
peak_9978	peak_12894	X	6981188	6981683	FBgn0004646	-	6981585	6982006	0	Scf_X	6464481	6464980	FBgn0187801	-	6464878	6465295	0	421	417	0.00954653937947494
peak_9980	peak_12895	X	6986485	6986578	FBgn0261284	+	6986320	6987399	0	Scf_X	6469776	6469866	FBgn0188412	+	6469608	6470687	0	1079	1079	0.0
peak_9982	peak_12897	X	6998671	6999128	FBgn0027108	+	6998205	6998969	0	Scf_X	6481777	6482239	FBgn0188413	+	6481348	6482080	0	764	732	0.0427807486631016
peak_9987	peak_12904	X	7065644	7066052	FBgn0029930	-	7066001	7066223	0	Scf_X	6540790	6541203	FBgn0187797	-	6541146	6541367	0	222	221	0.004514672686230248
peak_9991	peak_12911	X	7098000	7098053	FBgn0264270	-	7097014	7098294	0	Scf_X	6572982	6573063	FBgn0016343	-	6571998	6573275	0	1280	1277	0.0023464998044583495
peak_9993	peak_12914	X	7102075	7102300	FBgn0029935	-	7102683	7103783	-384	Scf_X	6576977	6577296	FBgn0187795	-	6577520	6578643	-225	1100	1123	0.0206927575348628
peak_9994	peak_12915	X	7104394	7104491	FBgn0029936	-	7104156	7104618	0	Scf_X	6579289	6579462	FBgn0187793	-	6579051	6579512	0	462	461	0.0021668472372697724
peak_9995	peak_12916	X	7104884	7105155	FBgn0029937	+	7104749	7105251	0	Scf_X	6579731	6580065	FBgn0188420	+	6579648	6580161	0	502	513	0.02167487684729064
peak_10003	peak_12924	X	7290788	7291298	FBgn0025549	-	7291179	7291451	0	Scf_X	6753635	6754099	FBgn0270312	-	6753986	6754256	0	272	270	0.007380073800738007
peak_10006	peak_12927	X	7307938	7308472	FBgn0024250	+	7307345	7308342	0	Scf_X	6770676	6771223	FBgn0188424	+	6770067	6771088	0	997	1021	0.023785926660059464
peak_10011	peak_12932	X	7323672	7323770	FBgn0029943	-	7323297	7323883	0	Scf_X	6786350	6786476	FBgn0083471	-	6785980	6786569	0	586	589	0.005106382978723404
peak_10035	peak_12963	X	7722118	7722222	FBgn0022786	+	7725010	7725403	2789	Scf_X	7179534	7179633	FBgn0188437	+	7182428	7182817	2796	393	389	0.010230179028132993
peak_10036	peak_12964	X	7728283	7728361	FBgn0027553	-	7728094	7728477	0	Scf_X	7185689	7185760	FBgn0270760	-	7185500	7185888	0	383	388	0.01297016861219196
peak_10037	peak_12965	X	7728754	7729190	FBgn0029957	+	7728678	7729085	0	Scf_X	7186174	7186594	FBgn0188438	+	7186093	7186489	0	407	396	0.0273972602739726
peak_10039	peak_12967	X	7734922	7735227	FBgn0029959	+	7735109	7735647	0	Scf_X	7192382	7192683	FBgn0188439	+	7192565	7193100	0	538	535	0.005591798695246971
peak_10041	peak_12971	X	7888670	7888785	FBgn0029969	-	7888506	7888863	0	Scf_X	7336768	7336879	FBgn0195909	-	7336604	7336945	0	357	341	0.045845272206303724
peak_10043	peak_12977	X	7901248	7901331	FBgn0261592	-	7901212	7901453	0	Scf_X	7347462	7347562	FBgn0187778	-	7347426	7347657	0	241	231	0.0423728813559322
peak_10047	peak_12981	X	7912088	7912863	FBgn0029976	+	7911999	7912624	0	Scf_X	7358442	7359245	FBgn0068694	+	7358391	7359013	0	625	622	0.0048115477145148355
peak_10048	peak_12982	X	7920408	7920675	FBgn0260858	+	7920360	7920873	0	Scf_X	7366817	7367080	FBgn0188454	+	7366767	7367279	0	513	512	0.001951219512195122
peak_10053	peak_12987	X	7935895	7936968	FBgn0260970	+	7935772	7936394	0	Scf_X	7382367	7383441	FBgn0188455	+	7382239	7382860	0	622	621	0.0016090104585679806
peak_10056	peak_12988	X	7944293	7944685	FBgn0027280	-	7944448	7945416	0	Scf_X	7390765	7391197	FBgn0269777	-	7390920	7391899	0	968	979	0.011299435028248588
peak_10060	peak_12997	X	8037485	8037517	FBgn0029990	-	8049373	8049582	-11857	Scf_X	7492631	7492653	FBgn0187770	-	7504409	7504616	-11757	209	207	0.009615384615384616
peak_10068	peak_13008	X	8091960	8092113	FBgn0029996	-	8091983	8092411	0	Scf_X	7546778	7546926	FBgn0085116	-	7546801	7547204	0	428	403	0.06016847172081829
peak_10069	peak_13009	X	8101068	8101454	FBgn0029997	-	8092539	8092958	8111	Scf_X	7554569	7554637	FBgn0187766	-	7547378	7547801	6769	419	423	0.009501187648456057
peak_10071	peak_13014	X	8115991	8116147	FBgn0040319	-	8115869	8116259	0	Scf_X	7572194	7572328	FBgn0187765	-	7572070	7572462	0	390	392	0.005115089514066497
peak_10072	peak_13016	X	8141635	8142279	FBgn0025800	-	8141486	8142393	0	Scf_X	7597707	7598334	FBgn0195970	-	7597558	7598396	0	907	838	0.07908309455587392
peak_10076	peak_13019	X	8177071	8177185	FBgn0030018	-	8176645	8177012	60	Scf_X	7631993	7632626	FBgn0269083	-	7632072	7632452	0	367	380	0.03480589022757698
peak_10084	peak_13030	X	8273411	8273547	FBgn0030030	+	8273290	8273498	0	Scf_X	7727487	7727603	FBgn0188474	+	7727338	7727554	0	208	216	0.03773584905660377
peak_10095	peak_13044	X	8436347	8437820	FBgn0030037	-	8437631	8438093	0	Scf_X	7890034	7892255	FBgn0085907	-	7891325	7891773	0	462	448	0.03076923076923077
peak_10100	peak_13054	X	8509676	8510241	FBgn0053181	+	8506734	8507139	-2538	Scf_X	7962930	7963268	FBgn0188487	+	7959740	7960142	-2789	405	402	0.007434944237918215
peak_10101	peak_13055	X	8517372	8517420	FBgn0264975	+	8517103	8517808	0	Scf_X	7970165	7970255	FBgn0188488	+	7969974	7970632	0	705	658	0.06896551724137931
peak_10104	peak_13059	X	8558698	8558781	FBgn0026679	-	8558983	8559317	-203	Scf_X	8011633	8011674	FBgn0190533	-	8012259	8012613	-586	334	354	0.05813953488372093
peak_10105	peak_13060	X	8560023	8560192	FBgn0030048	-	8559934	8560313	0	Scf_X	8013327	8013551	FBgn0269570	-	8013235	8013610	0	379	375	0.010610079575596816
peak_10106	peak_13061	X	8560894	8561259	FBgn0030049	+	8560487	8561268	0	Scf_X	8013623	8014119	FBgn0196091	+	8013786	8014577	0	781	791	0.01272264631043257
peak_10111	peak_13068	X	8588810	8589150	FBgn0030053	+	8588735	8589211	0	Scf_X	8042679	8043015	FBgn0269113	+	8042602	8043076	0	476	474	0.004210526315789474
peak_10112	peak_13069	X	8591694	8591729	FBgn0040929	-	8591241	8591836	0	Scf_X	8045771	8045822	FBgn0195899	-	8045321	8045905	0	595	584	0.018659881255301103
peak_10113	peak_13070	X	8592030	8592591	FBgn0025864	+	8591944	8592513	0	Scf_X	8046104	8046661	FBgn0068668	+	8046013	8046583	0	569	570	0.001755926251097454
peak_10116	peak_13074	X	8677062	8677206	FBgn0030055	+	8676802	8677602	0	Scf_X	8128000	8128136	FBgn0188490	+	8127736	8128541	0	800	805	0.006230529595015576
peak_10117	peak_13075	X	8681550	8681828	FBgn0030056	+	8681217	8681899	0	Scf_X	8132468	8132742	FBgn0188491	+	8132130	8132813	0	682	683	0.0014652014652014652
peak_10123	peak_13082	X	8709651	8709808	FBgn0041629	+	8709265	8709876	0	Scf_X	8157253	8157402	FBgn0188494	+	8156861	8157470	0	611	609	0.003278688524590164
peak_10137	peak_13098	X	8891561	8891807	FBgn0011661	-	8891299	8892041	0	Scf_X	8333828	8334072	FBgn0187731	-	8333583	8334281	0	742	698	0.06111111111111111
peak_10141	peak_13104	X	8900060	8900264	FBgn0030066	-	8897499	8897811	2250	Scf_X	8342273	8342510	FBgn0268766	-	8339709	8340018	2256	312	309	0.00966183574879227
peak_10149	peak_13116	X	9042643	9042791	FBgn0259734	+	9042210	9042943	0	Scf_X	8473194	8473357	FBgn0188502	+	8472777	8473502	0	733	725	0.010973936899862825
peak_10152	peak_13123	X	9103444	9103739	FBgn0030087	-	9103221	9103823	0	Scf_X	8532466	8532767	FBgn0270418	-	8532244	8532846	0	602	602	0.0
peak_10155	peak_13125	X	9109549	9109694	FBgn0030089	+	9109417	9109821	0	Scf_X	8538804	8538945	FBgn0188509	+	8538674	8539070	0	404	396	0.02
peak_10166	peak_13134	X	9193897	9194035	FBgn0030100	+	9193840	9193993	0	Scf_X	8622297	8622493	FBgn0188517	+	8622291	8622450	0	153	159	0.038461538461538464
peak_10168	peak_13137	X	9214875	9214895	FBgn0030103	+	9214642	9215200	0	Scf_X	8642472	8642535	FBgn0188519	+	8642290	8642852	0	558	562	0.007142857142857143
peak_10171	peak_13143	X	9232113	9232378	FBgn0030109	-	9232157	9232507	0	Scf_X	8660276	8660530	FBgn0187712	-	8660321	8660665	0	350	344	0.01729106628242075
peak_10172	peak_13144	X	9243204	9243467	FBgn0260789	-	9243408	9243612	0	Scf_X	8671737	8672009	FBgn0270881	-	8671944	8672145	0	204	201	0.014814814814814815
peak_10173	peak_13145	X	9243816	9243875	FBgn0260771	+	9243709	9243860	0	Scf_X	8672322	8672417	FBgn0196095	+	8672251	8672402	0	151	151	0.0
peak_10176	peak_13148	X	9256167	9256296	FBgn0028292	+	9255104	9255318	-850	Scf_X	8684806	8684928	FBgn0188528	+	8683757	8683973	-834	214	216	0.009302325581395349
peak_10196	peak_13170	X	9553515	9553661	FBgn0028327	-	9553135	9554255	0	Scf_X	8980246	8980694	FBgn0188539	-	8979860	8980989	0	1120	1129	0.008003557136505114
peak_10197	peak_13171	X	9554622	9554709	FBgn0030136	+	9554487	9554704	0	Scf_X	8981374	8981460	FBgn0187691	+	8981228	8981455	0	217	227	0.04504504504504504
peak_10202	peak_13178	X	9585674	9586497	FBgn0001186	+	9585529	9586066	0	Scf_X	9012926	9013458	FBgn0196098	+	9012776	9013306	0	537	530	0.013120899718837863
peak_10203	peak_13180	X	9601029	9601139	FBgn0030141	+	9600857	9601099	0	Scf_X	9028462	9028571	FBgn0270058	+	9028300	9028531	0	242	231	0.046511627906976744
peak_10204	peak_13182	X	9608750	9608884	FBgn0027084	-	9608389	9608690	61	Scf_X	9036077	9036200	FBgn0187693	-	9035717	9036017	61	301	300	0.0033277870216306157
peak_10218	peak_13198	X	9778741	9778809	FBgn0030151	+	9778605	9779206	0	Scf_X	9205266	9205346	FBgn0196100	+	9205142	9205745	0	601	603	0.0033222591362126247
peak_10219	peak_13200	X	9875813	9876672	FBgn0030156	-	9876418	9876856	0	Scf_X	9294136	9294961	FBgn0195888	-	9294719	9295145	0	438	426	0.027777777777777776
peak_10228	peak_13210	X	10212969	10213074	FBgn0028342	+	10211319	10212462	-508	Scf_X	9585210	9585319	FBgn0196023	+	9583565	9584693	-518	1143	1128	0.013210039630118891
peak_10229	peak_13211	X	10220109	10220548	FBgn0085437	+	10224736	10225010	4189	Scf_X	9592408	9592840	FBgn0196024	+	9596946	9597214	4107	274	268	0.02214022140221402
peak_10230	peak_13212	X	10265074	10265263	FBgn0040942	-	10265129	10265441	0	Scf_X	9639216	9639398	FBgn0195975	-	9639272	9639586	0	312	314	0.006389776357827476
peak_10236	peak_13224	X	10329762	10329872	FBgn0011770	-	10329520	10330077	0	Scf_X	9693931	9694049	FBgn0183756	-	9693692	9694220	0	557	528	0.053456221198156684
peak_10239	peak_13228	X	10366211	10366273	FBgn0028331	-	10365783	10366425	0	Scf_X	9721458	9721544	FBgn0187680	-	9721030	9721685	0	642	655	0.020046260601387818
peak_10240	peak_13229	X	10368051	10368355	FBgn0028480	+	10367970	10368151	0	Scf_X	9723329	9723619	FBgn0188552	+	9723243	9723424	0	181	181	0.0
peak_10243	peak_13232	X	10385959	10386511	FBgn0000711	+	10385821	10386043	0	Scf_X	9741644	9741876	FBgn0188553	+	9741096	9741309	-336	222	213	0.041379310344827586
peak_10247	peak_13236	X	10460735	10460848	FBgn0083167	+	10460580	10461217	0	Scf_X	9814657	9814766	FBgn0196103	+	9814484	9815132	0	637	648	0.017120622568093387
peak_10248	peak_13239	X	10473327	10473587	FBgn0261710	-	10472641	10472922	406	Scf_X	9828272	9828883	FBgn0195883	-	9826839	9827125	1148	281	286	0.01763668430335097
peak_10251	peak_13243	X	10478837	10478969	FBgn0030208	+	10478698	10478943	0	Scf_X	9833159	9833283	FBgn0188555	+	9833012	9833268	0	245	256	0.043912175648702596
peak_10252	peak_13245	X	10486246	10486632	FBgn0052687	-	10486234	10487123	0	Scf_X	9840589	9840960	FBgn0187671	-	9840577	9841445	0	889	868	0.02390438247011952
peak_10260	peak_13262	X	10627110	10627112	FBgn0030222	-	10627010	10627306	0	Scf_X	9973311	9973328	FBgn0187665	-	9973211	9973507	0	296	296	0.0
peak_10262	peak_13265	X	10657679	10657688	FBgn0030223	+	10657084	10658114	0	Scf_X	10004123	10004271	FBgn0188561	+	10003663	10004697	0	1030	1034	0.003875968992248062
peak_10272	peak_13274	X	10764169	10764237	FBgn0052675	-	10763824	10764577	0	Scf_X	10104913	10105013	FBgn0195877	-	10104582	10105331	0	753	749	0.005326231691078562
peak_10275	peak_13277	X	10772767	10772998	FBgn0030234	+	10772178	10772723	-45	Scf_X	10113126	10113513	FBgn0188565	+	10112769	10113290	0	545	521	0.0450281425891182
peak_10277	peak_13279	X	10784350	10784458	FBgn0003360	-	10784376	10785007	0	Scf_X	10124755	10124858	FBgn0187655	-	10124781	10125412	0	631	631	0.0
peak_10281	peak_13284	X	10821596	10821817	FBgn0285926	-	10806614	10807128	14469	Scf_X	10161658	10162112	FBgn0068656	-	10146816	10147349	14310	514	533	0.03629417382999045
peak_10283	peak_13288	X	10847437	10847499	FBgn0030239	+	10847352	10847500	0	Scf_X	10187349	10187532	FBgn0196104	+	10187378	10187533	0	148	155	0.0462046204620462
peak_10289	peak_13293	X	10877553	10877798	FBgn0030245	-	10877306	10877911	0	Scf_X	10217934	10218333	FBgn0187654	-	10217687	10218292	0	605	605	0.0
peak_10291	peak_13298	X	10899191	10899243	FBgn0030246	-	10899162	10899606	0	Scf_X	10239652	10239758	FBgn0269430	-	10239623	10240057	0	444	434	0.022779043280182234
peak_10294	peak_13299	X	10930839	10931371	FBgn0263705	+	10930613	10930960	0	Scf_X	10271394	10271941	FBgn0188572	+	10271184	10271535	0	347	351	0.011461318051575931
peak_10296	peak_13304	X	11123598	11124726	FBgn0030266	-	11124513	11124781	0	Scf_X	10454392	10455530	FBgn0187646	-	10455319	10455586	0	268	267	0.003738317757009346
peak_10301	peak_13308	X	11136866	11137118	FBgn0030268	-	11136948	11137322	0	Scf_X	10467661	10467809	FBgn0187645	-	10467742	10468117	0	374	375	0.0026702269692923898
peak_10304	peak_13312	X	11148485	11148580	FBgn0020255	-	11148283	11148752	0	Scf_X	10479983	10480214	FBgn0195873	-	10479777	10480243	0	469	466	0.006417112299465241
peak_10307	peak_13314	X	11154420	11154665	FBgn0030276	+	11154258	11155276	0	Scf_X	10486104	10486475	FBgn0270319	+	10486081	10487115	0	1018	1034	0.015594541910331383
peak_10314	peak_13319	X	11339872	11340451	FBgn0085377	+	11340441	11341094	0	Scf_X	10647313	10647913	FBgn0188588	+	10647903	10648540	0	653	637	0.024806201550387597
peak_10316	peak_13321	X	11349997	11350095	FBgn0030292	+	11349896	11350070	0	Scf_X	10657508	10657617	FBgn0188591	+	10657416	10657583	0	174	167	0.04105571847507331
peak_10318	peak_13324	X	11367462	11368098	FBgn0004864	-	11367987	11368200	0	Scf_X	10675402	10676066	FBgn0068592	-	10675960	10676173	0	213	213	0.0
peak_10319	peak_13325	X	11368444	11368535	FBgn0027359	+	11368332	11368488	0	Scf_X	10676354	10676476	FBgn0268205	+	10676282	10676429	0	156	147	0.0594059405940594
peak_10321	peak_13328	X	11423956	11424103	FBgn0001145	+	11423465	11423991	0	Scf_X	10734184	10734326	FBgn0188597	+	10733687	10734210	0	526	523	0.005719733079122974
peak_10325	peak_13331	X	11442538	11442708	FBgn0030300	+	11442169	11442721	0	Scf_X	10752668	10752935	FBgn0188598	+	10752386	10752948	0	552	562	0.017953321364452424
peak_10328	peak_13334	X	11453795	11454338	FBgn0262740	-	11454033	11454575	0	Scf_X	10764158	10764741	FBgn0187634	-	10764406	10764937	0	542	531	0.02050326188257223
peak_10331	peak_13338	X	11485249	11485392	FBgn0030306	+	11485133	11485292	0	Scf_X	10796224	10796369	FBgn0270065	+	10796119	10796276	0	159	157	0.012658227848101266
peak_10333	peak_13339	X	11493134	11493385	FBgn0052666	+	11492727	11493281	0	Scf_X	10800552	10801312	FBgn0268253	+	10800163	10800707	0	554	544	0.018214936247723135
peak_10335	peak_13343	X	11556409	11556438	FBgn0030309	-	11558568	11558835	-2131	Scf_X	10840910	10841026	FBgn0185623	-	10840940	10841209	0	267	269	0.007462686567164179
peak_10345	peak_13355	X	11622014	11622185	FBgn0004370	+	11621804	11622237	0	Scf_X	10911056	10911381	FBgn0068643	+	10909145	10909571	-1486	433	426	0.01629802095459837
peak_10347	peak_13358	X	11678969	11679289	FBgn0014133	+	11678859	11679203	0	Scf_X	10955313	10955615	FBgn0188612	+	10955187	10955530	0	344	343	0.002911208151382824
peak_10353	peak_13367	X	11709447	11709951	FBgn0030327	-	11709839	11710106	0	Scf_X	10986665	10987177	FBgn0187626	-	10987064	10987335	0	267	271	0.01486988847583643
peak_10356	peak_13370	X	11716967	11717073	FBgn0030329	+	11715810	11716209	-759	Scf_X	10994226	10994353	FBgn0188615	+	10993097	10993492	-735	399	395	0.010075566750629723
