peak_0	peak_5	FBgn0051973	2858	FBgn0051973	-13850	FBgn0051973	3760	FBgn0051973	-9545	True
peak_8975	peak_10508	FBgn0039623	0	FBgn0039623	0	FBgn0039622	0	FBgn0039622	0	True
peak_8975	peak_10508	FBgn0039623	0	FBgn0039623	0	FBgn0039622	0	FBgn0039623	0	True
peak_8975	peak_10508	FBgn0039623	0	FBgn0039623	0	FBgn0039623	0	FBgn0039622	0	True
peak_8975	peak_10508	FBgn0039623	0	FBgn0039623	0	FBgn0039623	0	FBgn0039623	0	True
peak_8976	peak_10509	FBgn0039625	0	FBgn0039625	0	FBgn0039625	0	FBgn0039625	0	True
peak_8977	peak_10510	FBgn0027873	0	FBgn0027873	0	FBgn0027873	0	FBgn0027873	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0039626	0	FBgn0039626	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0039626	0	FBgn0039626	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0039626	0	FBgn0003093	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0039626	0	FBgn0003093	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0003093	0	FBgn0039626	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0003093	0	FBgn0039626	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0003093	0	FBgn0003093	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0039626	0	FBgn0003093	0	FBgn0003093	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0039626	0	FBgn0039626	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0039626	0	FBgn0039626	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0039626	0	FBgn0003093	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0039626	0	FBgn0003093	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0003093	0	FBgn0039626	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0003093	0	FBgn0039626	0	FBgn0003093	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0003093	0	FBgn0003093	0	FBgn0039626	0	True
peak_8978	peak_10511	FBgn0003093	0	FBgn0003093	0	FBgn0003093	0	FBgn0003093	0	True
peak_8979	peak_10513	FBgn0039632	0	FBgn0039632	0	FBgn0039632	0	FBgn0039632	0	True
peak_8980	peak_10514	FBgn0039634	44160	FBgn0039632	-1659	FBgn0039634	42820	FBgn0039632	-1128	True
peak_8981	peak_10515	FBgn0039634	42911	FBgn0039632	-2661	FBgn0039634	41928	FBgn0039632	-2175	True
peak_8982	peak_10516	FBgn0039634	42304	FBgn0039632	-3395	FBgn0039634	41156	FBgn0039632	-2908	True
peak_8983	peak_10518	FBgn0039634	34512	FBgn0039632	-10897	FBgn0039634	33719	FBgn0039632	-10211	True
peak_8984	peak_10519	FBgn0039634	598	FBgn0039632	-44841	FBgn0039634	845	FBgn0039632	-42406	True
peak_8985	peak_10520	FBgn0039634	0	FBgn0039634	0	FBgn0039635	0	FBgn0039635	0	True
peak_8985	peak_10520	FBgn0039634	0	FBgn0039635	0	FBgn0039635	0	FBgn0039635	0	True
peak_8985	peak_10520	FBgn0039635	0	FBgn0039634	0	FBgn0039635	0	FBgn0039635	0	True
peak_8985	peak_10520	FBgn0039635	0	FBgn0039635	0	FBgn0039635	0	FBgn0039635	0	True
peak_8986	peak_10521	FBgn0039636	0	FBgn0039636	0	FBgn0039636	0	FBgn0039636	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0039638	0	FBgn0039638	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0039638	0	FBgn0039638	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0039638	0	FBgn0028671	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0039638	0	FBgn0028671	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0028671	0	FBgn0039638	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0028671	0	FBgn0039638	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0028671	0	FBgn0028671	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0039638	0	FBgn0028671	0	FBgn0028671	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0039638	0	FBgn0039638	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0039638	0	FBgn0039638	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0039638	0	FBgn0028671	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0039638	0	FBgn0028671	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0028671	0	FBgn0039638	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0028671	0	FBgn0039638	0	FBgn0028671	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0028671	0	FBgn0028671	0	FBgn0039638	0	True
peak_8989	peak_10526	FBgn0028671	0	FBgn0028671	0	FBgn0028671	0	FBgn0028671	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039639	0	FBgn0039639	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039639	0	FBgn0039639	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039639	0	FBgn0039640	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039639	0	FBgn0039640	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039640	0	FBgn0039639	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039640	0	FBgn0039639	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039640	0	FBgn0039640	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039639	0	FBgn0039640	0	FBgn0039640	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039639	0	FBgn0039639	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039639	0	FBgn0039639	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039639	0	FBgn0039640	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039639	0	FBgn0039640	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039640	0	FBgn0039639	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039640	0	FBgn0039639	0	FBgn0039640	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039640	0	FBgn0039640	0	FBgn0039639	0	True
peak_8990	peak_10527	FBgn0039640	0	FBgn0039640	0	FBgn0039640	0	FBgn0039640	0	True
peak_8991	peak_10528	FBgn0039641	0	FBgn0039641	0	FBgn0039641	0	FBgn0039641	0	True
peak_8992	peak_10529	FBgn0039642	0	FBgn0039642	0	FBgn0039642	0	FBgn0039642	0	True
peak_8993	peak_10530	FBgn0041588	0	FBgn0041588	0	FBgn0041588	0	FBgn0041588	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0041186	0	FBgn0041186	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0041186	0	FBgn0041186	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0041186	0	FBgn0028692	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0041186	0	FBgn0028692	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0028692	0	FBgn0041186	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0028692	0	FBgn0041186	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0028692	0	FBgn0028692	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0041186	0	FBgn0028692	0	FBgn0028692	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0041186	0	FBgn0041186	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0041186	0	FBgn0041186	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0041186	0	FBgn0028692	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0041186	0	FBgn0028692	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0028692	0	FBgn0041186	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0028692	0	FBgn0041186	0	FBgn0028692	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0028692	0	FBgn0028692	0	FBgn0041186	0	True
peak_8994	peak_10531	FBgn0028692	0	FBgn0028692	0	FBgn0028692	0	FBgn0028692	0	True
peak_8995	peak_10532	FBgn0028692	0	FBgn0028692	0	FBgn0028692	0	FBgn0028692	0	True
peak_8999	peak_10535	FBgn0014427	0	FBgn0014427	0	FBgn0014427	0	FBgn0014427	0	True
peak_9000	peak_10537	FBgn0029176	12050	FBgn0039651	-2523	FBgn0029176	11675	FBgn0039651	-2527	True
peak_9003	peak_10541	FBgn0029176	797	FBgn0039651	-13820	FBgn0029176	880	FBgn0039651	-13420	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0062442	0	FBgn0062442	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0062442	0	FBgn0062442	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0062442	0	FBgn0039654	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0062442	0	FBgn0039654	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0039654	0	FBgn0062442	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0039654	0	FBgn0062442	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0039654	0	FBgn0039654	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0062442	0	FBgn0039654	0	FBgn0039654	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0062442	0	FBgn0062442	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0062442	0	FBgn0062442	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0062442	0	FBgn0039654	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0062442	0	FBgn0039654	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0039654	0	FBgn0062442	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0039654	0	FBgn0062442	0	FBgn0039654	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0039654	0	FBgn0039654	0	FBgn0062442	0	True
peak_9005	peak_10543	FBgn0039654	0	FBgn0039654	0	FBgn0039654	0	FBgn0039654	0	True
peak_9007	peak_10544	FBgn0028476	0	FBgn0028476	0	FBgn0028476	0	FBgn0028476	0	True
peak_9010	peak_10545	FBgn0003525	0	FBgn0003525	0	FBgn0003525	66	FBgn0263236	-1072	True
peak_9011	peak_10546	FBgn0267106	53292	FBgn0039659	-17858	FBgn0267106	54575	FBgn0039659	-17675	True
peak_9012	peak_10547	FBgn0267106	52680	FBgn0039659	-19189	FBgn0267106	54057	FBgn0039659	-18569	True
peak_9015	peak_10549	FBgn0004369	1901	FBgn0267106	-5652	FBgn0004369	7260	FBgn0267106	-5605	True
peak_9018	peak_10551	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	True
peak_9020	peak_10555	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	True
peak_9020	peak_10555	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	True
peak_9020	peak_10555	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	FBgn0004369	0	True
peak_9020	peak_10555	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0039663	0	FBgn0004369	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0039663	0	FBgn0004369	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0039663	0	FBgn0039663	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0004369	0	FBgn0039663	0	FBgn0039663	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0004369	0	FBgn0039663	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0004369	0	FBgn0039663	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0039663	0	FBgn0004369	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0039663	0	FBgn0004369	0	FBgn0039663	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0039663	0	FBgn0039663	0	FBgn0004369	0	True
peak_9021	peak_10556	FBgn0039663	0	FBgn0039663	0	FBgn0039663	0	FBgn0039663	0	True
peak_9022	peak_10557	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	True
peak_9022	peak_10557	FBgn0004369	0	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	True
peak_9022	peak_10557	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	FBgn0004369	0	True
peak_9022	peak_10557	FBgn0004369	0	FBgn0004369	0	FBgn0039663	0	FBgn0039663	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0039664	0	FBgn0039664	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0039664	0	FBgn0039664	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0039664	0	FBgn0040623	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0039664	0	FBgn0040623	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0040623	0	FBgn0039664	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0040623	0	FBgn0039664	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0040623	0	FBgn0040623	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0039664	0	FBgn0040623	0	FBgn0040623	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0039664	0	FBgn0039664	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0039664	0	FBgn0039664	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0039664	0	FBgn0040623	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0039664	0	FBgn0040623	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0040623	0	FBgn0039664	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0040623	0	FBgn0039664	0	FBgn0040623	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0040623	0	FBgn0040623	0	FBgn0039664	0	True
peak_9024	peak_10560	FBgn0040623	0	FBgn0040623	0	FBgn0040623	0	FBgn0040623	0	True
peak_9025	peak_10561	FBgn0039665	0	FBgn0039665	0	FBgn0039665	0	FBgn0039665	0	True
peak_9027	peak_10564	FBgn0039668	0	FBgn0039668	0	FBgn0039668	0	FBgn0039668	0	True
peak_9028	peak_10565	FBgn0039669	11688	FBgn0039668	-87	FBgn0039669	11591	FBgn0039668	-89	True
peak_9030	peak_10566	FBgn0000492	35826	FBgn0039669	-3865	FBgn0000492	35520	FBgn0039669	-3830	True
peak_9031	peak_10567	FBgn0000492	35219	FBgn0039669	-4192	FBgn0000492	34925	FBgn0039669	-4194	True
peak_9032	peak_10569	FBgn0000492	19815	FBgn0039669	-19169	FBgn0000492	19782	FBgn0039669	-19061	True
peak_9033	peak_10571	FBgn0000492	0	FBgn0000492	0	FBgn0000492	0	FBgn0000492	0	True
peak_9034	peak_10572	FBgn0000492	4950	FBgn0000492	-334	FBgn0000492	5141	FBgn0000492	-400	True
peak_9036	peak_10573	FBgn0000492	2337	FBgn0000492	-3453	FBgn0000492	2342	FBgn0000492	-3482	True
peak_9037	peak_10576	FBgn0039670	20223	FBgn0000492	-96	FBgn0039670	20908	FBgn0000492	-93	True
peak_9038	peak_10577	FBgn0086361	0	FBgn0086361	0	FBgn0086361	0	FBgn0086361	0	True
peak_9039	peak_10578	FBgn0039674	0	FBgn0039674	0	FBgn0039674	0	FBgn0039674	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0025457	0	FBgn0025457	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0025457	0	FBgn0025457	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0025457	0	FBgn0039680	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0025457	0	FBgn0039680	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0039680	0	FBgn0025457	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0039680	0	FBgn0025457	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0039680	0	FBgn0039680	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0025457	0	FBgn0039680	0	FBgn0039680	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0025457	0	FBgn0025457	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0025457	0	FBgn0025457	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0025457	0	FBgn0039680	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0025457	0	FBgn0039680	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0039680	0	FBgn0025457	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0039680	0	FBgn0025457	0	FBgn0039680	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0039680	0	FBgn0039680	0	FBgn0025457	0	True
peak_9040	peak_10580	FBgn0039680	0	FBgn0039680	0	FBgn0039680	0	FBgn0039680	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0039681	0	FBgn0039681	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0039681	0	FBgn0039681	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0039681	0	FBgn0013972	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0039681	0	FBgn0013972	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0013972	0	FBgn0039681	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0013972	0	FBgn0039681	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0013972	0	FBgn0013972	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0039681	0	FBgn0013972	0	FBgn0013972	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0039681	0	FBgn0039681	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0039681	0	FBgn0039681	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0039681	0	FBgn0013972	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0039681	0	FBgn0013972	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0013972	0	FBgn0039681	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0013972	0	FBgn0039681	0	FBgn0013972	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0013972	0	FBgn0013972	0	FBgn0039681	0	True
peak_9041	peak_10581	FBgn0013972	0	FBgn0013972	0	FBgn0013972	0	FBgn0013972	0	True
peak_9042	peak_10582	FBgn0024841	0	FBgn0024841	0	FBgn0085325	0	FBgn0085325	0	True
peak_9042	peak_10582	FBgn0024841	0	FBgn0024841	0	FBgn0085325	0	FBgn0024841	0	True
peak_9042	peak_10582	FBgn0024841	0	FBgn0024841	0	FBgn0024841	0	FBgn0085325	0	True
peak_9042	peak_10582	FBgn0024841	0	FBgn0024841	0	FBgn0024841	0	FBgn0024841	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0039687	0	FBgn0039687	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0039687	0	FBgn0039687	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0039687	0	FBgn0042213	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0039687	0	FBgn0042213	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0042213	0	FBgn0039687	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0042213	0	FBgn0039687	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0042213	0	FBgn0042213	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0039687	0	FBgn0042213	0	FBgn0042213	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0039687	0	FBgn0039687	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0039687	0	FBgn0039687	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0039687	0	FBgn0042213	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0039687	0	FBgn0042213	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0042213	0	FBgn0039687	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0042213	0	FBgn0039687	0	FBgn0042213	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0042213	0	FBgn0042213	0	FBgn0039687	0	True
peak_9043	peak_10583	FBgn0042213	0	FBgn0042213	0	FBgn0042213	0	FBgn0042213	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0027583	0	FBgn0027583	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0027583	0	FBgn0027583	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0027583	0	FBgn0039689	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0027583	0	FBgn0039689	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0039689	0	FBgn0027583	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0039689	0	FBgn0027583	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0039689	0	FBgn0039689	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0027583	0	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0027583	0	FBgn0027583	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0027583	0	FBgn0027583	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0027583	0	FBgn0039689	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0027583	0	FBgn0039689	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0039689	0	FBgn0027583	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0039689	0	FBgn0027583	0	FBgn0039689	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	FBgn0027583	0	True
peak_9045	peak_10586	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039689	0	FBgn0039690	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039689	0	FBgn0039690	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039690	0	FBgn0039689	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039690	0	FBgn0039689	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039690	0	FBgn0039690	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039689	0	FBgn0039690	0	FBgn0039690	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039689	0	FBgn0039689	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039689	0	FBgn0039689	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039689	0	FBgn0039690	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039689	0	FBgn0039690	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039690	0	FBgn0039689	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039690	0	FBgn0039689	0	FBgn0039690	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039690	0	FBgn0039690	0	FBgn0039689	0	True
peak_9046	peak_10587	FBgn0039690	0	FBgn0039690	0	FBgn0039690	0	FBgn0039690	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0027518	0	FBgn0027518	0	FBgn0027518	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0027518	0	FBgn0027518	0	FBgn0039691	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0027518	0	FBgn0039691	0	FBgn0027518	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0027518	0	FBgn0039691	0	FBgn0039691	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0039691	0	FBgn0027518	0	FBgn0027518	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0039691	0	FBgn0027518	0	FBgn0039691	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0039691	0	FBgn0039691	0	FBgn0027518	0	True
peak_9047	peak_10588	FBgn0027518	0	FBgn0039691	0	FBgn0039691	0	FBgn0039691	0	True
peak_9047	peak_10588	FBgn0039691	0	FBgn0027518	0	FBgn0027518	0	FBgn0027518	0	True
peak_9047	peak_10588	FBgn0039691	0	FBgn0027518	0	FBgn0027518	0	FBgn0039691	0	True
