gene	JC	K2P
FBgn0000008	 10.24 10.29
FBgn0261111	 14.33 14.53
FBgn0261113	  2.03  2.03
FBgn0261119	 12.63 12.73
FBgn0261238	 14.76 14.77
FBgn0261239	  7.35  7.35
FBgn0261243	-nan	-nan
FBgn0261244	  7.76  7.76
FBgn0261245	  4.11  4.13
FBgn0261258	  5.28  5.28
FBgn0261260	  2.03  2.03
FBgn0261261	 19.07 19.25
FBgn0261262	  4.15  4.18
FBgn0261266	  7.43  7.49
FBgn0261268	  4.62  4.64
FBgn0261269	  4.11  4.11
FBgn0261270	  4.11  4.11
FBgn0261274	  9.90  10.00
FBgn0261276	 13.18 13.19
FBgn0261283	  9.24  9.25
FBgn0261284	  1.05  1.05
FBgn0261285	 13.52 13.56
FBgn0261286	  6.90  6.90
FBgn0261289	  3.06  3.07
FBgn0261290	 10.73 10.80
FBgn0261291	 11.90 11.91
FBgn0261292	 13.67 13.72
FBgn0261293	 14.44 14.47
FBgn0261294	  8.46  8.48
FBgn0261341	  3.13  3.16
FBgn0261356	  1.03  1.03
FBgn0261363	  3.62  3.63
FBgn0261373	 11.90 11.90
FBgn0261380	 14.33 14.38
FBgn0261383	  7.51  7.52
FBgn0261385	 13.08 13.09
FBgn0261393	  3.37  3.38
FBgn0261394	 12.03 12.04
FBgn0261395	  7.51  7.71
FBgn0261397	  5.17  5.19
FBgn0261401	  2.05  2.05
FBgn0261429	 15.29 15.56
FBgn0261434	  2.07  2.08
FBgn0261436	  7.70  7.71
FBgn0261437	 12.03 12.03
FBgn0261439	  7.35  7.54
FBgn0261445	  7.59  7.61
FBgn0261446	  4.15  4.15
FBgn0261456	  2.11  2.11
FBgn0261461	  2.18  2.18
FBgn0261479	  4.11  4.11
FBgn0261501	 11.41 11.43
FBgn0261502	-nan	-nan
FBgn0261503	  -0.00  -0.00
FBgn0261506	 18.85 18.85
FBgn0261509	  3.16  3.19
FBgn0261514	  6.25  6.26
FBgn0261522	 15.85 15.85
FBgn0261523	  5.17  5.18
FBgn0261526	  5.34  5.36
FBgn0261529	 15.50 15.56
FBgn0261530	 12.48 12.48
FBgn0261531	 10.24 10.34
FBgn0261534	  3.09  3.09
FBgn0261535	  6.25  6.25
FBgn0261545	  3.06  3.09
FBgn0261547	 12.63 12.73
FBgn0261549	  5.40  5.40
FBgn0261552	  5.17  5.22
FBgn0261553	  8.41  8.41
FBgn0261554	  5.52  5.52
FBgn0261555	  4.11  4.11
FBgn0261556	  6.25  6.26
FBgn0261560	  4.20  4.22
FBgn0261561	  -0.00  -0.00
FBgn0261562	 10.24 10.29
FBgn0261563	  6.39  6.40
FBgn0261564	  6.32  6.40
FBgn0261565	  7.35  7.41
FBgn0261567	 19.50 19.51
FBgn0261568	  3.16  3.17
FBgn0261570	  2.03  2.04
FBgn0261571	  -0.00  -0.00
FBgn0261573	  7.35  7.36
FBgn0261574	  3.06  3.06
FBgn0261581	  6.22  6.22
FBgn0261582	  6.39  6.40
FBgn0261583	-nan	-nan
FBgn0261584	  6.53  6.56
FBgn0261586	  4.11  4.11
FBgn0261587	  4.11  4.11
FBgn0261588	  -0.00  -0.00
FBgn0261602	  4.11  4.11
FBgn0261608	 14.28 14.28
FBgn0261609	  5.23  5.23
FBgn0261610	 16.74 16.75
FBgn0261611	  -0.00  -0.00
FBgn0261612	  -0.00  -0.00
FBgn0261614	  1.01  1.01
FBgn0261615	 11.90 11.92
FBgn0261616	  9.59  9.60
FBgn0261617	  4.11  4.13
FBgn0261618	  6.25  6.29
FBgn0261625	  3.09  3.10
FBgn0261627	 15.85 15.99
FBgn0261628	  9.69  9.70
FBgn0261630	  6.25  6.26
FBgn0261631	  3.06  3.06
FBgn0261632	  9.18  9.18
FBgn0261633	  5.28  5.30
FBgn0261634	  6.32  6.33
FBgn0261635	  1.01  1.01
FBgn0261636	-nan	-nan
FBgn0261638	  1.01  1.01
FBgn0261641	  9.24  9.25
FBgn0261647	  4.11  4.13
FBgn0261648	  3.06  3.09
FBgn0261649	  6.25  6.29
FBgn0261673	  4.15  4.16
FBgn0261674	  9.59  9.59
FBgn0261675	  5.17  5.18
FBgn0261700	  1.01  1.01
FBgn0261702	  3.53  3.54
FBgn0261703	 10.19 10.34
FBgn0261705	  1.02  1.02
FBgn0261707	  1.15  1.15
FBgn0261709	  -0.00  -0.00
FBgn0261710	 12.03 12.06
FBgn0261714	  2.03  2.03
FBgn0261722	 11.21 11.22
FBgn0261723	  1.02  1.02
FBgn0261786	 18.85 19.02
FBgn0261787	  5.23  5.25
FBgn0261788	  5.23  5.24
FBgn0261789	 11.27 11.33
FBgn0261791	  7.43  7.49
FBgn0261792	 12.32 12.50
FBgn0261793	  4.20  4.20
FBgn0261794	  4.15  4.16
FBgn0261797	  6.46  6.47
FBgn0261799	  -0.00  -0.00
FBgn0261800	  8.46  8.48
FBgn0261801	  3.06  3.07
FBgn0261803	  -0.00  -0.00
FBgn0261804	  -0.00  -0.00
FBgn0261805	  3.06  3.06
FBgn0261806	 14.02 14.29
FBgn0261807	  2.03  2.03
FBgn0261811	  3.06  3.09
FBgn0261813	  2.05  2.05
FBgn0261814	  -0.00  -0.00
FBgn0261816	 12.89 12.89
FBgn0261817	 11.90 12.01
FBgn0261823	  5.23  5.23
FBgn0261832	  5.71  5.76
FBgn0261833	 13.99 14.19
FBgn0261836	  3.06  3.06
FBgn0261847	 13.08 13.12
FBgn0261850	-nan	-nan
FBgn0261854	 13.08 13.17
FBgn0261857	  9.06  9.07
FBgn0261860	  3.13  3.13
FBgn0261861	  2.03  2.04
FBgn0261862	  4.11  4.11
FBgn0261871	  2.03  2.03
FBgn0261872	  7.35  7.37
FBgn0261873	  6.25  6.26
FBgn0261885	  8.55  8.60
FBgn0261924	  7.51  7.51
FBgn0261927	  1.01  1.01
FBgn0261929	  2.09  2.11
FBgn0261930	  -0.00  -0.00
FBgn0261931	  6.67  6.68
FBgn0261932	  5.17  5.18
FBgn0261933	  5.23  5.23
FBgn0261934	 13.08 13.17
FBgn0261938	  5.17  5.18
FBgn0261952	 21.48 21.57
FBgn0261953	  -0.00  -0.00
FBgn0261954	  -0.00  -0.00
FBgn0261955	  6.32  6.33
FBgn0261963	  5.17  5.18
FBgn0261976	  5.17  5.22
FBgn0261983	  6.60  6.64
FBgn0261984	  7.35  7.35
FBgn0261986	  6.25  6.26
FBgn0261987	  6.32  6.32
FBgn0261988	  6.25  6.26
FBgn0261989	  2.23  2.23
FBgn0261990	  -0.00  -0.00
FBgn0261994	  1.01  1.01
FBgn0261996	  6.25  6.25
FBgn0261999	  1.01  1.01
FBgn0262000	 15.67 15.80
FBgn0262001	  2.03  2.03
FBgn0262003	  7.35  7.36
FBgn0262004	  2.23  2.25
FBgn0262005	  7.35  7.47
FBgn0262006	  5.17  5.19
FBgn0262007	  2.03  2.04
FBgn0262008	  4.11  4.11
FBgn0262009	  1.01  1.01
FBgn0262018	  -0.00  -0.00
FBgn0262020	  5.17  5.22
FBgn0262021	  2.05  2.06
FBgn0262022	  6.25  6.25
FBgn0262024	 15.50 15.56
FBgn0262025	  7.43  7.49
FBgn0262028	  1.01  1.01
FBgn0262029	  3.16  3.17
FBgn0262030	  8.74  8.74
FBgn0262033	  4.11  4.13
FBgn0262057	  4.29  4.29
FBgn0262081	  7.43  7.48
FBgn0262097	 13.67 13.69
FBgn0262098	  3.30  3.31
FBgn0262100	  9.69  9.73
FBgn0262102	  4.33  4.35
FBgn0262104	  6.28  6.32
FBgn0262105	  4.38  4.39
FBgn0262106	  4.80  4.81
FBgn0262107	  1.01  1.01
FBgn0262108	 14.28 14.28
FBgn0262111	  3.06  3.07
FBgn0262112	  2.11  2.11
FBgn0262114	  7.35  7.35
FBgn0262117	 13.86 13.87
FBgn0262124	-nan	-nan
FBgn0262125	-nan	-nan
FBgn0262127	  6.25  6.33
FBgn0262141	  8.21  8.24
FBgn0262146	  6.25  6.26
FBgn0262148	  9.46  9.48
FBgn0262149	  2.05  2.05
FBgn0262150	  7.35  7.35
FBgn0262160	  1.01  1.01
FBgn0262166	  4.69  4.77
FBgn0262167	 21.58 21.63
FBgn0262169	  5.40  5.40
FBgn0262170	  6.39  6.40
FBgn0262172	 26.09 26.20
FBgn0262178	  2.07  2.07
FBgn0262182	  5.23  5.32
FBgn0262215	 15.66 15.66
FBgn0262223	  1.02  1.02
FBgn0262256	  3.00  3.00
FBgn0262263	  8.64  8.75
FBgn0262266	  6.90  7.00
FBgn0262269	  3.13  3.13
FBgn0262302	  3.57  3.58
FBgn0262330	  7.35  7.35
FBgn0262333	  4.20  4.22
FBgn0262334	  9.59  9.59
FBgn0262338	 11.47 11.48
FBgn0262351	  7.93  7.96
FBgn0262352	  1.04  1.04
FBgn0262353	  6.60  6.64
FBgn0262354	  5.23  5.23
FBgn0262356	-nan	-nan
FBgn0262358	  6.67  6.76
FBgn0262359	  9.59  9.59
FBgn0262360	 15.05 15.11
FBgn0262361	  4.15  4.18
FBgn0262362	  9.69  9.70
FBgn0262364	 10.48 10.49
FBgn0262366	-nan	-nan
FBgn0262374	  4.58  4.58
FBgn0262376	  1.02  1.02
FBgn0262378	  3.09  3.13
FBgn0262383	  5.31  5.35
FBgn0262388	  6.75  6.79
FBgn0262390	 16.88 17.21
FBgn0262396	  1.08  1.09
FBgn0262400	  1.01  1.01
FBgn0262401	  8.46  8.48
FBgn0262415	  -0.00  -0.00
FBgn0262428	 10.48 10.49
FBgn0262433	  1.31  1.32
FBgn0262437	 14.93 14.94
FBgn0262440	  4.38  4.39
FBgn0262441	  6.32  6.33
FBgn0262445	  6.98  7.03
FBgn0262446	  3.85  3.86
FBgn0262467	 10.57 10.58
FBgn0262473	  6.25  6.25
FBgn0262475	 14.93 14.94
FBgn0262476	  5.17  5.18
FBgn0262477	  4.15  4.15
FBgn0262479	  1.06  1.06
FBgn0262480	  1.01  1.01
FBgn0262483	  2.03  2.04
FBgn0262484	  7.59  7.59
FBgn0262486	  2.51  2.51
FBgn0262487	 10.85 10.92
FBgn0262508	  5.46  5.46
FBgn0262509	  5.40  5.40
FBgn0262510	 10.73 10.78
FBgn0262512	 10.85 10.98
FBgn0262513	 12.19 12.33
FBgn0262514	  9.69  9.70
FBgn0262515	  9.59  9.63
FBgn0262517	  1.01  1.01
FBgn0262518	  4.11  4.13
FBgn0262519	  3.09  3.10
FBgn0262524	  5.28  5.28
FBgn0262527	  3.06  3.09
FBgn0262529	  2.26  2.26
FBgn0262530	  7.35  7.35
FBgn0262531	  8.55  8.60
FBgn0262534	  9.18  9.28
FBgn0262535	 17.35 17.48
FBgn0262536	  8.95  9.04
FBgn0262541	  3.09  3.09
FBgn0262542	  -0.00  -0.00
FBgn0262544	 13.51 13.51
FBgn0262546	 11.47 11.72
FBgn0262547	  6.25  6.25
FBgn0262559	  7.67  7.68
FBgn0262562	  2.03  2.04
FBgn0262563	  5.17  5.19
FBgn0262564	  5.17  5.19
FBgn0262567	  8.62  8.62
FBgn0262568	 14.21 14.37
FBgn0262569	  4.33  4.36
FBgn0262571	  4.24  4.24
FBgn0262572	 10.73 10.80
FBgn0262574	  1.13  1.13
FBgn0262576	  -0.00  -0.00
FBgn0262577	  5.17  5.18
FBgn0262580	 10.73 10.80
FBgn0262581	 11.90 11.90
FBgn0262583	  6.25  6.29
FBgn0262587	  -0.00  -0.00
FBgn0262592	  5.40  5.45
FBgn0262593	  3.16  3.16
FBgn0262594	  6.25  6.25
FBgn0262598	 13.18 13.20
FBgn0262599	  7.43  7.44
FBgn0262601	 13.18 13.25
FBgn0262604	  8.93  8.93
FBgn0262605	  5.34  5.36
FBgn0262606	  6.70  6.70
FBgn0262607	 16.22 16.25
FBgn0262608	  -0.00  -0.00
FBgn0262609	  3.06  3.06
FBgn0262611	  6.25  6.26
FBgn0262612	  7.35  7.35
FBgn0262616	 11.34 11.37
FBgn0262617	  2.21  2.21
FBgn0262619	 14.76 14.80
FBgn0262622	  2.03  2.03
FBgn0262623	 10.48 10.48
FBgn0262624	  6.25  6.25
FBgn0262636	  1.02  1.02
FBgn0262647	 11.74 11.75
FBgn0262679	  7.60  7.60
FBgn0262680	 13.18 13.20
FBgn0262685	  7.35  7.35
FBgn0262686	  9.10  9.12
FBgn0262687	  -0.00  -0.00
FBgn0262690	  9.57  9.71
FBgn0262699	 11.90 12.01
FBgn0262714	  6.60  6.64
FBgn0262716	  2.03  2.03
FBgn0262717	  1.01  1.01
FBgn0262719	  1.01  1.01
FBgn0262728	 22.95 23.66
FBgn0262730	  1.01  1.01
FBgn0262732	  7.43  7.49
FBgn0262733	  6.32  6.32
FBgn0262734	 10.85 10.92
FBgn0262736	  7.43  7.43
FBgn0262737	  5.28  5.33
FBgn0262738	  4.11  4.11
FBgn0262739	  1.01  1.01
FBgn0262743	  5.23  5.24
FBgn0262782	  8.72  8.89
FBgn0262786	  4.11  4.13
FBgn0262787	 13.67 13.68
FBgn0262788	  3.16  3.16
FBgn0262794	  1.01  1.01
FBgn0262801	  5.58  5.58
FBgn0262810	  3.06  3.06
FBgn0262811	 10.73 10.75
FBgn0262812	  8.62  8.65
FBgn0262813	  9.59  9.63
FBgn0262814	  2.05  2.05
FBgn0262816	 12.16 12.18
FBgn0262817	  -0.00  -0.00
FBgn0262819	  9.46  9.48
FBgn0262820	  4.15  4.18
FBgn0262821	  7.67  7.70
FBgn0262822	  2.28  2.28
FBgn0262827	 12.03 12.03
FBgn0262838	  7.51  7.53
FBgn0262839	  6.25  6.25
FBgn0262840	  4.11  4.11
FBgn0262842	  2.14  2.14
FBgn0262843	  3.09  3.09
FBgn0262852	  8.46  8.48
FBgn0262855	  1.01  1.01
FBgn0262858	  3.49  3.49
FBgn0262867	  7.84  7.87
FBgn0262869	  3.13  3.13
FBgn0262870	  -0.00  -0.00
FBgn0262871	  5.23  5.24
FBgn0262872	  -0.00  -0.00
FBgn0262875	  7.43  7.45
FBgn0262876	  -0.00  -0.00
FBgn0262877	  -0.00  -0.00
FBgn0262880	  4.29  4.31
FBgn0262881	 14.68 14.73
FBgn0262882	  5.46  5.46
FBgn0262883	 15.47 15.49
FBgn0262885	 13.67 14.38
FBgn0262887	-nan	-nan
FBgn0262888	  3.06  3.06
FBgn0262889	 10.85 10.88
FBgn0262890	  1.02  1.02
FBgn0262891	  5.28  5.30
FBgn0262892	  1.01  1.01
FBgn0262893	  1.01  1.01
FBgn0262895	  -0.00  -0.00
FBgn0262896	  2.03  2.03
FBgn0262899	  8.83  8.93
FBgn0262902	 10.73 10.73
FBgn0262903	 18.85 18.98
FBgn0262904	  1.01  1.01
FBgn0262937	  7.35  7.35
FBgn0262943	  9.93  9.96
FBgn0262944	  -0.00  -0.00
FBgn0262947	 14.39 14.42
FBgn0262951	  2.03  2.04
FBgn0262954	 12.89 12.96
FBgn0262955	  8.46  8.51
FBgn0262960	  5.71  5.76
FBgn0262962	  4.11  4.17
FBgn0262963	  5.84  5.84
FBgn0262967	 12.03 12.16
FBgn0262969	 14.47 14.50
FBgn0262972	  -0.00  -0.00
FBgn0262975	  5.71  5.71
FBgn0262976	  2.03  2.03
FBgn0262979	  2.03  2.03
FBgn0262980	 10.90 11.05
FBgn0262981	 10.13 10.14
FBgn0262984	  6.25  6.29
FBgn0262985	  2.07  2.07
FBgn0262986	  8.46  8.51
FBgn0262987	 11.09 11.12
FBgn0262988	  4.11  4.11
FBgn0262989	  8.31  8.31
FBgn0262990	 15.64 15.66
FBgn0262992	  4.11  4.13
FBgn0262994	  8.72  8.76
FBgn0262995	  1.44  1.44
FBgn0262996	  6.25  6.29
FBgn0262998	-nan	-nan
FBgn0262999	  8.64  8.66
FBgn0263000	  8.46  8.46
FBgn0263001	-nan	-nan
FBgn0263004	  7.35  7.35
FBgn0263005	  5.23  5.32
FBgn0263006	  2.03  2.04
FBgn0263019	  2.03  2.03
FBgn0263020	  1.04  1.04
FBgn0263021	  6.25  6.29
FBgn0263022	  7.93  7.94
FBgn0263024	 10.97 10.97
FBgn0263026	  1.01  1.01
FBgn0263027	  4.24  4.27
FBgn0263037	  4.11  4.13
FBgn0263038	  2.03  2.04
FBgn0263040	 10.01 10.03
FBgn0263049	  2.03  2.04
FBgn0263072	  2.03  2.03
FBgn0263076	  1.01  1.01
FBgn0263077	  2.07  2.07
FBgn0263079	  1.01  1.01
FBgn0263080	  3.30  3.33
FBgn0263081	  9.80  9.81
FBgn0263082	  8.64  8.75
FBgn0263083	  2.03  2.03
FBgn0263084	  4.15  4.17
FBgn0263085	  2.03  2.03
FBgn0263086	 11.74 11.75
FBgn0263088	  8.02  8.04
FBgn0263089	  7.80  7.81
FBgn0263090	  4.20  4.20
FBgn0263092	-nan	-nan
FBgn0263093	 17.47 17.55
FBgn0263095	  7.32  7.34
FBgn0263102	  8.46  8.46
FBgn0263106	  3.06  3.06
FBgn0263108	 13.02 13.03
FBgn0263109	  1.04  1.04
FBgn0263110	  4.15  4.15
FBgn0263113	  6.25  6.25
FBgn0263114	  2.03  2.03
FBgn0263116	  -0.00  -0.00
FBgn0263117	  -0.00  -0.00
FBgn0263118	  1.21  1.22
FBgn0263130	  3.09  3.13
FBgn0263131	  2.03  2.04
FBgn0263132	  3.45  3.49
FBgn0263133	 12.03 12.03
FBgn0263143	  6.25  6.26
FBgn0263144	  6.46  6.46
FBgn0263197	  8.46  8.48
FBgn0263198	 15.50 15.62
FBgn0263199	  5.91  5.91
FBgn0263200	  2.07  2.08
FBgn0263206	  5.34  5.36
FBgn0263216	  3.49  3.50
FBgn0263217	  1.01  1.01
FBgn0263220	  1.01  1.01
FBgn0263233	  4.29  4.35
FBgn0263234	 14.33 14.53
FBgn0263235	  5.17  5.18
FBgn0263236	  5.17  5.22
FBgn0263237	 20.20 20.27
FBgn0263239	  -0.00  -0.00
FBgn0263240	  1.03  1.03
FBgn0263241	  4.43  4.50
FBgn0263246	  3.09  3.10
FBgn0263247	 11.90 11.95
FBgn0263249	  9.80  9.84
FBgn0263256	  1.01  1.01
FBgn0263257	  2.03  2.03
FBgn0263258	  1.01  1.01
FBgn0263260	  9.80  9.84
FBgn0263270	  4.11  4.11
FBgn0263314	  6.25  6.25
FBgn0263316	  6.25  6.25
FBgn0263320	  3.45  3.45
FBgn0263321	  3.13  3.16
FBgn0263322	  1.01  1.01
FBgn0263323	  9.93  9.94
FBgn0263325	  2.07  2.08
FBgn0263326	 16.74 16.74
FBgn0263327	  -0.00  -0.00
FBgn0263328	  5.28  5.28
FBgn0263329	 11.47 11.49
FBgn0263330	  7.41  7.41
FBgn0263331	  4.11  4.13
FBgn0263332	  8.34  8.34
FBgn0263333	  4.86  4.86
FBgn0263334	  5.24  5.25
FBgn0263335	  3.09  3.10
FBgn0263336	  2.48  2.50
FBgn0263337	  5.17  5.22
FBgn0263338	  2.07  2.07
FBgn0263339	  6.53  6.56
FBgn0263340	  1.04  1.04
FBgn0263341	  3.06  3.07
FBgn0263342	 10.97 11.00
FBgn0263343	  2.18  2.18
FBgn0263351	  8.93  8.94
FBgn0263353	  4.33  4.34
FBgn0263355	  -0.00  -0.00
FBgn0263376	  6.53  6.56
FBgn0263378	  2.03  2.03
FBgn0263379	  -0.00  -0.00
FBgn0263380	  1.05  1.05
FBgn0263381	  2.14  2.15
FBgn0263383	  9.24  9.26
FBgn0263384	 19.31 19.39
FBgn0263385	  8.46  8.46
FBgn0263386	  3.06  3.06
FBgn0263388	  2.11  2.11
FBgn0263390	  3.06  3.07
FBgn0263391	 12.03 12.57
FBgn0263392	  6.25  6.26
FBgn0263395	  5.17  5.19
FBgn0263396	 10.73 10.74
FBgn0263397	  -0.00  -0.00
FBgn0263398	 14.16 14.21
FBgn0263399	 12.43 12.45
FBgn0263400	  2.07  2.08
FBgn0263401	  5.17  5.20
FBgn0263402	 10.73 10.73
FBgn0263403	  1.01  1.01
FBgn0263404	  6.86  6.93
FBgn0263405	 11.34 11.44
FBgn0263407	  1.01  1.01
FBgn0263408	  1.01  1.01
FBgn0263409	  2.03  2.03
FBgn0263410	  4.48  4.48
FBgn0263413	  4.15  4.16
FBgn0263414	  6.82  6.83
FBgn0263441	  1.02  1.02
FBgn0263442	  6.61  6.77
FBgn0263443	  2.03  2.03
FBgn0263444	  8.46  8.46
FBgn0263446	  -0.00  -0.00
FBgn0263447	 19.73 19.97
FBgn0263448	  3.16  3.17
FBgn0263449	  3.23  3.23
FBgn0263452	  8.83  8.95
FBgn0263453	  6.25  6.26
FBgn0263454	 11.27 11.27
FBgn0263455	  4.38  4.45
FBgn0263456	  7.15  7.19
FBgn0263457	  5.40  5.41
FBgn0263459	  3.06  3.09
FBgn0263492	  3.06  3.09
FBgn0263493	  -0.00  -0.00
FBgn0263494	  2.03  2.04
FBgn0263495	  4.80  4.80
FBgn0263496	  2.03  2.03
FBgn0263498	  1.01  1.01
FBgn0263500	  1.01  1.01
FBgn0263501	  6.25  6.33
FBgn0263502	  1.01  1.01
FBgn0263503	  -0.00  -0.00
FBgn0263504	  3.49  3.50
FBgn0263505	  -0.00  -0.00
FBgn0263506	 20.97 20.99
FBgn0263507	  7.43  7.44
FBgn0263509	 14.58 14.61
FBgn0263510	  -0.00  -0.00
FBgn0263511	  3.06  3.07
FBgn0263512	  -0.00  -0.00
FBgn0263517	  -0.00  -0.00
FBgn0263528	  4.11  4.13
FBgn0263539	  4.11  4.11
FBgn0263543	  2.07  2.07
FBgn0263548	  5.52  5.53
FBgn0263552	  4.48  4.48
FBgn0263553	  7.35  7.41
FBgn0263556	  4.11  4.11
FBgn0263562	  1.04  1.04
FBgn0263572	  2.09  2.09
FBgn0263581	  3.95  3.96
FBgn0263582	  1.01  1.01
FBgn0263584	 11.90 11.91
FBgn0263585	 13.49 13.83
FBgn0263586	  8.46  8.63
FBgn0263587	 20.66 20.98
FBgn0263588	  5.94  5.95
FBgn0263589	 14.93 15.19
FBgn0263590	  5.40  5.45
FBgn0263594	  3.06  3.06
FBgn0263595	  1.13  1.13
FBgn0263597	 14.68 14.68
FBgn0263598	  2.07  2.07
FBgn0263599	  5.28  5.28
FBgn0263600	  5.28  5.30
FBgn0263601	  9.90  9.95
FBgn0263602	  9.69  9.70
FBgn0263603	-nan	-nan
FBgn0263605	 10.13 10.13
FBgn0263606	  7.67  7.68
FBgn0263611	  1.01  1.01
FBgn0263612	 24.41 24.41
FBgn0263613	 11.34 11.35
FBgn0263615	  5.28  5.33
FBgn0263616	  1.01  1.01
FBgn0263617	  1.01  1.01
FBgn0263618	  7.70  7.70
FBgn0263619	  2.03  2.04
FBgn0263620	  1.04  1.04
FBgn0263621	  3.06  3.09
FBgn0263623	 10.85 10.85
FBgn0263624	  3.41  3.42
FBgn0263625	  5.17  5.19
FBgn0263627	  9.90  9.95
FBgn0263647	  8.83  8.95
FBgn0263649	  4.11  4.13
FBgn0263650	  7.35  7.35
FBgn0263651	  2.07  2.08
FBgn0263652	 22.17 22.21
FBgn0263653	  -0.00  -0.00
FBgn0263655	 22.34 22.43
FBgn0263657	  8.55  8.57
FBgn0263658	  -0.00  -0.00
FBgn0263659	  4.11  4.13
FBgn0263660	  1.01  1.01
FBgn0263661	 11.88 11.88
FBgn0263662	  2.03  2.04
FBgn0263663	  1.01  1.01
FBgn0263664	  5.17  5.22
FBgn0263665	-nan	-nan
FBgn0263667	 13.31 13.35
FBgn0263697	  6.53  6.54
FBgn0263705	  3.06  3.09
FBgn0263706	  3.06  3.07
FBgn0263707	  8.74  8.75
FBgn0263708	 12.16 12.16
FBgn0263709	  2.03  2.04
FBgn0263741	  4.20  4.21
FBgn0263742	  4.11  4.11
FBgn0263743	  8.46  8.48
FBgn0263746	  6.44  6.44
FBgn0263748	  4.53  4.53
FBgn0263760	  3.16  3.16
FBgn0263764	  4.11  4.11
FBgn0263765	  4.80  4.80
FBgn0263766	  2.07  2.08
FBgn0263769	  1.04  1.04
FBgn0263770	 12.03 12.14
FBgn0263772	  1.02  1.02
FBgn0263773	  -0.00  -0.00
FBgn0263774	 15.50 15.50
FBgn0263776	  2.07  2.07
FBgn0263780	  9.90  9.91
FBgn0263782	 14.44 14.47
FBgn0263802	  3.57  3.58
FBgn0263830	 11.90 11.90
FBgn0263831	 20.44 20.60
FBgn0263832	 12.16 12.16
FBgn0263838	  -0.00  -0.00
FBgn0263839	  9.59  9.59
FBgn0263841	  1.09  1.10
FBgn0263843	  4.11  4.11
FBgn0263845	 11.18 11.19
FBgn0263846	  1.01  1.01
FBgn0263850	  4.11  4.17
FBgn0263852	  6.25  6.25
FBgn0263855	  6.25  6.29
FBgn0263866	  2.03  2.04
FBgn0263868	  -0.00  -0.00
FBgn0263871	  3.09  3.09
FBgn0263872	  4.29  4.35
FBgn0263873	  2.03  2.03
FBgn0263874	 18.85 18.86
FBgn0263911	-nan	-nan
FBgn0263916	  6.32  6.36
FBgn0263929	 14.76 14.77
FBgn0263930	  5.34  5.39
FBgn0263934	  1.01  1.01
FBgn0263967	  1.01  1.01
FBgn0263968	  4.15  4.16
FBgn0263970	  2.03  2.03
FBgn0263971	  9.69  9.73
FBgn0263973	  2.68  2.68
FBgn0263974	 11.90 11.90
FBgn0263975	-nan	-nan
FBgn0263976	  3.30  3.33
FBgn0263977	-nan	-nan
FBgn0263979	  8.12  8.13
FBgn0263980	  1.01  1.01
FBgn0263981	  4.20  4.26
FBgn0263987	 17.52 17.57
FBgn0263988	 12.72 12.94
FBgn0263992	  6.20  6.34
FBgn0263993	  5.11  5.14
FBgn0263994	  3.06  3.06
FBgn0263995	  1.01  1.01
FBgn0263999	-nan	-nan
FBgn0264000	  5.17  5.22
FBgn0264001	  -0.00  -0.00
FBgn0264002	  2.05  2.06
FBgn0264005	  -0.00  -0.00
FBgn0264006	  2.03  2.04
FBgn0264075	  9.03  9.05
FBgn0264078	  9.69  9.70
FBgn0264081	 13.13 13.24
FBgn0264083	  -0.00  -0.00
FBgn0264084	  7.67  7.68
FBgn0264085	 10.48 10.59
FBgn0264087	  1.01  1.01
FBgn0264089	  4.11  4.13
FBgn0264090	  3.06  3.09
FBgn0264253	  9.35  9.38
FBgn0264260	  7.86  7.86
FBgn0264261	 13.22 13.23
FBgn0264262	-nan	-nan
FBgn0264263	  1.02  1.02
FBgn0264264	  7.06  7.08
FBgn0264265	 11.88 11.92
FBgn0264266	  3.19  3.19
FBgn0264267	  2.03  2.04
FBgn0264268	  -0.00  -0.00
FBgn0264270	 11.90 11.90
FBgn0264271	  3.16  3.17
FBgn0264272	  1.01  1.01
FBgn0264273	  3.62  3.62
FBgn0264291	 15.67 15.75
FBgn0264294	  6.25  6.29
FBgn0264296	  9.03  9.04
FBgn0264307	  8.21  8.24
FBgn0264308	  1.05  1.05
FBgn0264310	-nan	-nan
FBgn0264325	  5.17  5.22
FBgn0264326	  5.34  5.39
FBgn0264327	  1.01  1.01
FBgn0264337	  3.09  3.13
FBgn0264338	  1.01  1.01
FBgn0264339	  1.01  1.01
FBgn0264341	 18.85 18.89
FBgn0264342	 10.97 11.04
FBgn0264343	  9.59  9.60
FBgn0264345	 11.51 11.60
FBgn0264346	 18.85 18.90
FBgn0264347	  5.64  5.65
FBgn0264349	  2.03  2.04
FBgn0264350	  -0.00  -0.00
FBgn0264351	  1.12  1.12
FBgn0264352	  -0.00  -0.00
FBgn0264353	  4.43  4.43
FBgn0264357	 13.08 13.12
FBgn0264359	  1.03  1.03
FBgn0264360	  4.29  4.29
FBgn0264361	  1.02  1.02
FBgn0264363	  6.25  6.33
FBgn0264365	  5.23  5.32
FBgn0264366	  1.06  1.06
FBgn0264367	  2.03  2.04
FBgn0264368	 10.19 10.44
FBgn0264369	  3.06  3.06
FBgn0264370	  -0.00  -0.00
FBgn0264371	  -0.00  -0.00
FBgn0264372	  8.72  8.73
FBgn0264374	 12.80 12.84
FBgn0264377	  4.15  4.16
FBgn0264378	  1.04  1.04
