gene	N	S	dN	dS	w
FBgn0040056	1566.2	422.8	0.0339	0.1408	0.2409
FBgn0040060	636.7	173.3	0.0415	0.0775	0.5358
FBgn0040063	456.1	122.9	0.082	0.1879	0.4362
FBgn0040064	873.8	320.2	0.0035	0.0848	0.0413
FBgn0040066	902.6	180.4	0.0002	0.1534	0.001
FBgn0040068	2489.8	507.2	0.0041	0.1338	0.0305
FBgn0040070	253.2	64.8	0.0083	0.092	0.0905
FBgn0040071	1995.1	746.9	0.0046	0.0825	0.0552
FBgn0040074	392.7	180.3	0.0237	0.1187	0.2
FBgn0040075	1143.0	300.0	0.0001	0.1263	0.001
FBgn0040076	364.1	127.9	0.0339	0.2197	0.1541
FBgn0040077	352.7	97.3	0.0029	0.069	0.0414
FBgn0040078	1013.6	354.4	0.001	0.1403	0.0071
FBgn0040079	1452.9	398.1	0.014	0.1183	0.1182
FBgn0040080	1464.2	509.8	0.0028	0.1588	0.0176
FBgn0040087	1841.5	651.5	0.0039	0.1136	0.034
FBgn0040089	1368.6	287.4	0.0157	0.1315	0.1191
FBgn0040091	1143.6	443.4	0.0116	0.1036	0.1124
FBgn0040092	726.2	239.8	0.0158	0.1192	0.1323
FBgn0040093	778.4	205.6	0.0136	0.1056	0.1285
FBgn0040096	402.9	128.1	0.0207	0.1016	0.2034
FBgn0040097	511.3	157.7	0.0606	0.1213	0.4993
FBgn0040098	557.9	147.1	0.0829	0.2019	0.4105
FBgn0040102	842.3	231.7	0.0496	0.2451	0.2025
FBgn0040104	624.2	221.8	0.125	0.1136	1.1004
FBgn0040106	557.8	189.2	0.0494	0.1451	0.3403
FBgn0040107	603.6	203.4	0.0356	0.1748	0.2037
FBgn0040153	777.2	230.8	0.0066	0.1442	0.0459
FBgn0040206	1018.7	391.3	0.003	0.0766	0.0388
FBgn0040207	1877.2	576.8	0.0027	0.0889	0.0303
FBgn0040208	1330.3	400.7	0.0053	0.0965	0.0554
FBgn0040211	943.7	373.3	0.0085	0.1569	0.0544
FBgn0040212	1872.6	542.4	0.013	0.1366	0.0954
FBgn0040227	1375.4	304.6	0.0015	0.1571	0.0094
FBgn0040228	436.7	130.3	0.0023	0.1456	0.016
FBgn0040230	1439.7	429.3	0.0007	0.1083	0.0067
FBgn0040234	3122.3	1035.7	0.0062	0.1669	0.0371
FBgn0040235	619.8	157.2	0.0065	0.1101	0.0595
FBgn0040236	3921.8	1304.2	0.0079	0.1252	0.063
FBgn0040238	1739.7	612.3	0.0046	0.1112	0.0417
FBgn0040239	190.7	46.3	0.0108	0.0435	0.2491
FBgn0040250	1154.9	432.1	0.0483	0.1526	0.3166
FBgn0040251	1162.1	391.9	0.0353	0.138	0.2556
FBgn0040252	1186.2	391.8	0.0309	0.1556	0.1986
FBgn0040257	1153.0	410.0	0.0259	0.1443	0.1795
FBgn0040259	1189.7	394.3	0.0151	0.1099	0.1378
FBgn0040260	1266.5	362.5	0.0096	0.1688	0.0571
FBgn0040261	1223.6	393.4	0.04	0.1205	0.3317
FBgn0040268	2642.5	909.5	0.0182	0.1601	0.1138
FBgn0040271	2499.9	842.1	0.009	0.1081	0.0828
FBgn0040273	2407.8	826.2	0.0029	0.0978	0.03
FBgn0040279	639.7	164.3	0.0032	0.135	0.0234
FBgn0040281	1179.8	290.2	0.0001	0.0939	0.001
FBgn0040283	2857.3	856.7	0.0011	0.1244	0.0085
FBgn0040285	822.6	206.4	0.0049	0.0916	0.054
FBgn0040290	3482.1	1254.9	0.0158	0.1352	0.1168
FBgn0040291	301.1	64.9	0.0067	0.0542	0.1234
FBgn0040294	1804.0	710.0	0.0107	0.0743	0.1439
FBgn0040296	355.3	91.7	0.0001	0.0916	0.001
FBgn0040297	2938.4	928.6	0.0119	0.0939	0.1267
FBgn0040298	1230.1	368.9	0.005	0.1118	0.0444
FBgn0040299	4775.4	1590.6	0.0091	0.1258	0.0724
FBgn0040305	2285.3	726.7	0.0116	0.0814	0.1422
FBgn0040308	548.0	178.0	0.0002	0.1573	0.001
FBgn0040309	504.9	77.1	0.0002	0.194	0.001
FBgn0040318	1145.3	393.7	0.0026	0.08	0.0329
FBgn0040319	1682.7	468.3	0.0054	0.1435	0.0378
FBgn0040321	1102.9	367.1	0.0133	0.0987	0.1346
FBgn0040322	1043.2	339.8	0.0137	0.1374	0.0996
FBgn0040323	1090.4	385.6	0.0094	0.1327	0.0707
FBgn0040324	1540.6	415.4	0.0211	0.0787	0.2683
FBgn0040333	1859.1	363.9	0.0291	0.2965	0.098
FBgn0040334	769.5	142.5	0.0134	0.1277	0.1048
FBgn0040336	902.1	207.9	0.0067	0.2179	0.0308
FBgn0040337	893.8	273.2	0.0114	0.1205	0.0948
FBgn0040338	255.8	65.2	0.0773	0.0736	1.0508
FBgn0040339	356.2	72.8	0.0028	0.2199	0.0129
FBgn0040340	958.9	142.1	0.0011	0.2333	0.0045
FBgn0040341	554.6	207.4	0.0279	0.1613	0.1729
FBgn0040342	1112.2	219.8	0.0332	0.2664	0.1247
FBgn0040343	167.2	81.8	0.035	0.0419	0.8358
FBgn0040344	2314.8	673.2	0.004	0.0853	0.0464
FBgn0040345	853.5	232.5	0.013	0.1687	0.0772
FBgn0040346	928.3	217.7	0.0165	0.1646	0.1
FBgn0040347	975.5	302.5	0.0192	0.1277	0.1504
FBgn0040348	1601.9	531.1	0.0148	0.1034	0.1428
FBgn0040349	572.0	181.0	0.0001	0.0579	0.001
FBgn0040350	1244.3	426.7	0.019	0.1158	0.1638
FBgn0040351	903.1	257.9	0.0378	0.0943	0.4007
FBgn0040352	598.6	172.4	0.031	0.1846	0.1681
FBgn0040353	743.5	246.5	0.0292	0.2072	0.141
FBgn0040354	786.9	176.1	0.0208	0.1769	0.1176
FBgn0040355	390.8	119.2	0.0811	0.3538	0.2293
FBgn0040356	566.2	216.8	0.0478	0.117	0.409
FBgn0040357	449.4	195.6	0.0449	0.1021	0.4395
FBgn0040358	1256.1	435.9	0.013	0.113	0.1147
FBgn0040359	1351.6	337.4	0.0113	0.0814	0.1386
FBgn0040360	742.2	283.8	0.0224	0.1118	0.2006
FBgn0040361	583.9	226.1	0.0245	0.1222	0.2005
FBgn0040362	454.5	148.5	0.0137	0.1508	0.0911
FBgn0040363	1303.5	460.5	0.0233	0.1234	0.1888
FBgn0040364	725.7	210.3	0.0084	0.1633	0.0517
FBgn0040366	750.2	236.8	0.0274	0.1126	0.2435
FBgn0040367	1091.1	414.9	0.0132	0.0964	0.1365
FBgn0040368	941.3	288.7	0.1009	0.091	1.1077
FBgn0040370	643.2	274.8	0.0016	0.0836	0.0189
FBgn0040371	416.4	168.6	0.0001	0.0718	0.001
FBgn0040372	3685.9	1279.1	0.0187	0.086	0.2173
FBgn0040373	894.8	269.2	0.0621	0.1563	0.3975
FBgn0040375	605.2	114.8	0.0017	0.1636	0.0102
FBgn0040376	577.5	106.5	0.0158	0.2775	0.057
FBgn0040377	597.5	149.5	0.0017	0.1916	0.0089
FBgn0040382	950.2	456.8	0.0152	0.0744	0.2048
FBgn0040383	728.1	189.9	0.007	0.162	0.0431
FBgn0040384	962.3	198.7	0.0032	0.1161	0.0274
FBgn0040385	820.3	238.7	0.014	0.1286	0.1086
FBgn0040388	2485.8	826.2	0.0078	0.1053	0.074
FBgn0040389	375.4	107.6	0.0084	0.1101	0.076
FBgn0040391	1120.6	352.4	0.0214	0.1682	0.1274
FBgn0040392	572.0	172.0	0.0426	0.2603	0.1636
FBgn0040394	1316.7	360.3	0.0092	0.1696	0.0545
FBgn0040395	1175.9	231.1	0.0034	0.1275	0.0271
FBgn0040396	329.3	75.7	0.0091	0.1933	0.0471
FBgn0040397	1472.3	312.7	0.0002	0.1634	0.001
FBgn0040398	768.8	182.2	0.0107	0.1403	0.0762
FBgn0040465	859.9	184.1	0.019	0.1296	0.1469
FBgn0040466	500.6	177.4	0.0369	0.1087	0.3394
FBgn0040467	424.9	103.1	0.0389	0.1736	0.2241
FBgn0040475	1329.7	365.3	0.0001	0.1042	0.001
FBgn0040477	519.4	155.6	0.0441	0.1706	0.2587
FBgn0040491	670.5	226.5	0.0001	0.0797	0.001
FBgn0040493	1471.6	490.4	0.0339	0.1546	0.2194
FBgn0040496	930.9	416.1	0.0455	0.1351	0.337
FBgn0040502	450.8	95.2	0.0206	0.2169	0.0949
FBgn0040503	514.1	181.9	0.072	0.1121	0.6428
FBgn0040505	3776.7	1326.3	0.0016	0.1355	0.0119
FBgn0040507	2931.4	554.6	0.0045	0.1793	0.0251
FBgn0040512	451.2	70.8	0.0001	0.1053	0.001
FBgn0040513	494.6	108.4	0.002	0.2115	0.0096
FBgn0040514	239.8	102.2	0.0479	0.0879	0.5451
FBgn0040519	275.7	81.3	0.0225	0.0786	0.286
FBgn0040524	348.1	98.9	0.0234	0.0659	0.3544
FBgn0040529	223.5	43.5	0.0685	0.2584	0.2652
FBgn0040531	151.4	49.6	0.0862	0.1377	0.6261
FBgn0040532	226.7	55.3	0.0045	0.1621	0.0276
FBgn0040534	189.8	65.2	0.0002	0.1604	0.001
FBgn0040551	162.7	47.3	0.0001	0.1226	0.001
FBgn0040565	155.4	42.6	0.0625	0.0948	0.6593
FBgn0040571	182.4	21.6	0.0	0.0408	0.001
FBgn0040575	164.6	36.4	0.0187	0.1284	0.1456
FBgn0040582	225.6	68.4	0.0138	0.0884	0.1558
FBgn0040588	279.4	80.6	0.0184	0.0393	0.4674
FBgn0040600	213.5	35.5	0.0001	0.1197	0.001
FBgn0040601	1880.8	567.2	0.0054	0.1418	0.0382
FBgn0040602	301.3	100.7	0.0371	0.1138	0.3257
FBgn0040606	145.9	40.1	0.007	0.232	0.03
FBgn0040607	242.1	75.9	0.0533	0.1903	0.2799
FBgn0040608	214.4	58.6	0.0242	0.1122	0.216
FBgn0040609	226.5	67.5	0.0045	0.1709	0.0262
FBgn0040623	248.6	45.4	0.0002	0.1968	0.001
FBgn0040628	654.6	203.4	0.0611	0.1972	0.31
FBgn0040629	680.2	225.8	0.009	0.1376	0.0657
FBgn0040634	199.5	55.5	0.0151	0.1463	0.1031
FBgn0040636	148.8	52.2	0.0213	0.06	0.3556
FBgn0040648	227.2	60.8	0.0863	0.1472	0.5866
FBgn0040649	129.9	44.1	0.041	0.0225	1.8254
FBgn0040650	221.2	63.8	0.0139	0.051	0.2731
FBgn0040651	165.1	23.9	0.0268	0.2866	0.0936
FBgn0040658	346.1	157.9	0.0088	0.0398	0.2213
FBgn0040660	262.6	58.4	0.0002	0.1753	0.001
FBgn0040666	299.2	60.8	0.0067	0.1513	0.0445
FBgn0040670	212.8	72.2	0.176	0.1634	1.0771
FBgn0040674	160.4	46.6	0.0451	0.1868	0.2412
FBgn0040682	167.4	84.6	0.0246	0.0913	0.2697
FBgn0040684	219.1	68.9	0.0443	0.076	0.5823
FBgn0040687	217.7	73.3	0.014	0.1245	0.1124
FBgn0040694	275.3	99.7	0.0376	0.1215	0.3092
FBgn0040696	603.5	161.5	0.015	0.1285	0.1168
FBgn0040697	1110.4	233.6	0.0002	0.1755	0.001
FBgn0040699	215.1	102.9	0.0288	0.0876	0.3284
FBgn0040705	217.4	67.6	0.019	0.1976	0.0962
FBgn0040715	185.3	45.7	0.0164	0.0976	0.1685
FBgn0040719	288.9	56.1	0.0362	0.2311	0.1567
FBgn0040726	832.9	268.1	0.0086	0.0673	0.1272
FBgn0040730	187.9	67.1	0.0001	0.0516	0.001
FBgn0040732	311.6	69.4	0.0131	0.1448	0.0903
FBgn0040735	166.8	61.2	0.0562	0.156	0.3604
FBgn0040743	270.1	59.9	0.0154	0.068	0.227
FBgn0040751	196.1	40.9	0.0051	0.1692	0.0302
FBgn0040752	4149.9	1445.1	0.0029	0.1068	0.0273
FBgn0040754	161.5	51.5	0.0061	0.108	0.0569
FBgn0040759	219.4	50.6	0.0097	0.2175	0.0447
FBgn0040763	224.9	57.1	0.0001	0.0917	0.001
FBgn0040764	158.4	51.6	0.0063	0.1321	0.0475
FBgn0040765	1402.0	293.0	0.005	0.1002	0.0501
FBgn0040773	151.9	46.1	0.0001	0.1122	0.001
FBgn0040777	970.2	325.8	0.001	0.118	0.0088
FBgn0040780	380.6	135.4	0.0298	0.1646	0.1811
FBgn0040786	155.2	48.8	0.0409	0.1846	0.2218
FBgn0040793	213.0	57.0	0.0048	0.037	0.1293
FBgn0040794	204.7	92.3	0.0206	0.0786	0.2623
FBgn0040795	208.3	73.7	0.0251	0.2106	0.1191
FBgn0040796	204.1	56.9	0.0252	0.2135	0.1179
FBgn0040798	195.3	95.7	0.0277	0.1594	0.1736
FBgn0040805	415.1	196.9	0.005	0.0432	0.115
FBgn0040812	168.9	59.1	0.0629	0.1542	0.4081
FBgn0040814	177.3	68.7	0.1221	0.235	0.5193
FBgn0040816	140.0	58.0	0.0	0.0165	0.001
FBgn0040817	289.2	64.8	0.0035	0.0327	0.1069
FBgn0040823	853.0	314.0	0.0037	0.0531	0.0692
FBgn0040827	168.6	38.4	0.0001	0.1081	0.001
FBgn0040828	194.3	87.7	0.0001	0.0966	0.001
FBgn0040832	179.0	67.0	0.0058	0.0615	0.0951
FBgn0040837	399.2	158.8	0.0339	0.0801	0.4226
FBgn0040842	141.7	47.3	0.0072	0.1003	0.0718
FBgn0040843	145.5	40.5	0.014	0.0521	0.2688
FBgn0040849	805.9	277.1	0.0126	0.139	0.0904
FBgn0040850	163.9	43.1	0.0065	0.0681	0.0947
FBgn0040871	153.0	69.0	0.0001	0.11	0.001
FBgn0040877	167.7	33.3	0.0001	0.0665	0.001
FBgn0040892	230.4	48.6	0.074	0.197	0.3757
FBgn0040899	185.1	24.9	0.0111	0.1264	0.0877
FBgn0040906	220.4	61.6	0.0232	0.1095	0.2121
FBgn0040907	151.9	40.1	0.0066	0.4025	0.0164
FBgn0040918	910.5	289.5	0.0068	0.0779	0.0868
FBgn0040922	134.6	75.4	0.0498	0.3549	0.1404
FBgn0040929	255.2	74.8	0.0001	0.1372	0.001
FBgn0040931	190.7	40.3	0.0054	0.0994	0.0543
FBgn0040942	184.6	46.4	0.0054	0.126	0.0431
FBgn0040949	218.7	72.3	0.0281	0.0758	0.3702
FBgn0040950	895.2	508.8	0.0399	0.1426	0.2799
FBgn0040963	319.6	118.4	0.0098	0.1709	0.0575
FBgn0040964	514.1	151.9	0.0178	0.1733	0.1029
FBgn0040967	295.5	85.5	0.0401	0.2356	0.1703
FBgn0040972	207.2	80.8	0.0615	0.1651	0.3725
FBgn0040985	222.0	33.0	0.0002	0.1983	0.001
FBgn0040989	156.3	59.7	0.0195	0.1129	0.1731
FBgn0040993	194.6	36.4	0.0001	0.0901	0.001
FBgn0040996	200.3	66.7	0.0197	0.1098	0.1793
FBgn0041004	613.6	205.4	0.0167	0.1375	0.1212
FBgn0041087	798.1	251.9	0.0219	0.1186	0.1846
FBgn0041092	4231.0	1505.0	0.0043	0.0939	0.0461
FBgn0041094	643.5	196.5	0.0064	0.0627	0.1018
FBgn0041096	3812.4	1200.6	0.0289	0.1902	0.152
FBgn0041097	3085.9	922.1	0.0101	0.1214	0.0836
FBgn0041100	1136.1	309.9	0.0026	0.1197	0.022
FBgn0041103	574.7	160.3	0.0464	0.1074	0.4323
FBgn0041105	1693.5	622.5	0.0158	0.0927	0.1704
FBgn0041111	3757.7	1240.3	0.0105	0.0808	0.1303
FBgn0041147	1739.6	591.4	0.0046	0.1074	0.0433
FBgn0041150	1913.7	624.3	0.0037	0.1086	0.0345
FBgn0041156	1081.7	490.3	0.0028	0.1054	0.0263
FBgn0041160	783.8	233.2	0.0051	0.0607	0.0842
FBgn0041164	2653.0	884.0	0.0383	0.1102	0.3472
FBgn0041171	2938.5	1039.5	0.0087	0.0782	0.1114
FBgn0041174	419.2	114.8	0.0048	0.132	0.0363
FBgn0041180	3498.6	995.4	0.017	0.1056	0.1611
FBgn0041181	3261.0	1146.0	0.0072	0.1161	0.0617
FBgn0041182	3146.3	1104.7	0.0395	0.1629	0.2425
FBgn0041183	3018.4	1043.6	0.0797	0.1177	0.6769
FBgn0041184	1781.7	420.3	0.0286	0.149	0.1918
FBgn0041186	692.7	135.3	0.0196	0.2122	0.0922
FBgn0041188	2342.9	861.1	0.0123	0.0862	0.143
FBgn0041191	439.3	106.7	0.0001	0.1454	0.001
FBgn0041194	1215.7	425.3	0.0042	0.1329	0.0315
FBgn0041195	1983.7	707.3	0.0321	0.1577	0.2035
FBgn0041205	880.6	286.4	0.0489	0.1254	0.3897
FBgn0041210	2670.5	953.5	0.0259	0.1492	0.1734
FBgn0041224	935.5	339.5	0.028	0.1695	0.1652
FBgn0041225	932.9	279.1	0.0266	0.1169	0.2276
FBgn0041229	928.4	307.6	0.023	0.1458	0.1577
FBgn0041231	887.6	279.4	0.02	0.1493	0.1341
FBgn0041232	799.8	313.2	0.0405	0.0946	0.4279
FBgn0041233	886.8	310.2	0.0274	0.1696	0.1617
FBgn0041234	892.4	325.6	0.0509	0.1651	0.3081
FBgn0041235	912.1	278.9	0.0217	0.1319	0.1646
FBgn0041237	896.3	339.7	0.0393	0.1466	0.2683
FBgn0041238	886.5	337.5	0.0341	0.1354	0.2519
FBgn0041239	862.8	322.2	0.0275	0.1106	0.2483
FBgn0041240	936.0	312.0	0.0208	0.2222	0.0938
FBgn0041241	908.0	334.0	0.0276	0.1096	0.2519
FBgn0041242	857.5	225.5	0.0329	0.2191	0.1503
FBgn0041243	1015.8	343.2	0.0061	0.125	0.0487
FBgn0041245	802.9	304.1	0.0365	0.1292	0.2822
FBgn0041246	1029.9	353.1	0.0109	0.1773	0.0617
FBgn0041247	1027.4	322.6	0.002	0.1434	0.0137
FBgn0041248	804.0	318.0	0.039	0.1273	0.306
FBgn0041250	1072.6	268.4	0.001	0.1504	0.0064
FBgn0041252	496.0	107.0	0.0189	0.0554	0.3409
FBgn0041337	1228.6	385.4	0.0126	0.1769	0.071
FBgn0041342	1283.4	288.6	0.0024	0.1312	0.0181
FBgn0041582	1886.5	501.5	0.0224	0.1636	0.1368
FBgn0041585	1119.0	402.0	0.0036	0.0948	0.0378
FBgn0041588	1346.8	342.2	0.0099	0.1501	0.0658
FBgn0041604	1749.5	542.5	0.0029	0.1269	0.0227
FBgn0041605	344.5	78.5	0.1053	0.204	0.5164
FBgn0041621	841.0	311.0	0.0171	0.1445	0.1183
FBgn0041622	881.7	297.3	0.0405	0.136	0.2978
FBgn0041624	873.5	344.5	0.0342	0.1388	0.2464
FBgn0041627	1590.5	506.5	0.0279	0.1362	0.2045
FBgn0041629	1475.8	390.2	0.0027	0.1484	0.0185
FBgn0041630	1493.0	373.0	0.0082	0.1704	0.0478
FBgn0041702	589.4	121.6	0.0404	0.1026	0.3942
FBgn0041706	945.7	221.3	0.0097	0.1268	0.0763
FBgn0041707	665.4	147.6	0.0232	0.1958	0.1184
FBgn0041709	1021.3	157.7	0.004	0.1727	0.0233
FBgn0041710	999.9	281.1	0.0284	0.2123	0.1336
FBgn0041711	1156.2	433.8	0.0036	0.1112	0.032
FBgn0041712	1034.6	261.4	0.0139	0.1657	0.0838
FBgn0041713	1048.2	265.8	0.0088	0.1559	0.0562
FBgn0041723	3300.9	986.1	0.0034	0.1236	0.0272
FBgn0041775	1564.7	400.3	0.0059	0.129	0.0455
FBgn0041780	915.4	326.6	0.0394	0.1043	0.3779
FBgn0041781	1520.4	501.6	0.002	0.0831	0.0238
FBgn0041789	1391.3	345.7	0.0351	0.1635	0.2147
FBgn0042083	1303.3	430.7	0.011	0.1517	0.0725
FBgn0042085	3633.8	1430.2	0.0126	0.1124	0.1124
FBgn0042092	609.9	149.1	0.0133	0.1451	0.0914
FBgn0042094	507.4	140.6	0.008	0.1933	0.0414
FBgn0042101	928.9	301.1	0.0177	0.1583	0.112
FBgn0042102	964.5	334.5	0.017	0.1215	0.1401
FBgn0042103	950.7	363.3	0.0226	0.1238	0.1827
FBgn0042104	917.2	321.8	0.0181	0.1763	0.1024
FBgn0042105	891.4	335.6	0.0183	0.1172	0.1562
FBgn0042106	766.8	256.2	0.065	0.124	0.5239
FBgn0042110	871.9	307.1	0.047	0.1408	0.3338
FBgn0042111	677.9	150.1	0.0167	0.1719	0.0973
FBgn0042112	293.7	90.3	0.0104	0.0833	0.1252
FBgn0042119	243.3	74.7	0.0083	0.0918	0.09
FBgn0042126	1175.3	444.7	0.0239	0.107	0.2232
FBgn0042129	426.1	170.9	0.017	0.171	0.0993
FBgn0042131	837.2	317.8	0.017	0.0755	0.2251
FBgn0042132	817.6	265.4	0.0163	0.111	0.1464
FBgn0042133	694.8	205.2	0.0324	0.1191	0.2721
FBgn0042134	2170.7	703.3	0.0137	0.1126	0.1215
FBgn0042135	1246.6	373.4	0.0025	0.069	0.0357
FBgn0042138	545.9	150.1	0.0019	0.0788	0.0237
FBgn0042179	1283.8	465.2	0.0567	0.1185	0.4781
FBgn0042180	795.5	209.5	0.0051	0.1392	0.0363
FBgn0042185	1000.6	361.4	0.0132	0.0825	0.1606
FBgn0042186	542.5	201.5	0.0783	0.1141	0.6869
FBgn0042198	195.8	65.2	0.0561	0.057	0.9838
FBgn0042199	262.1	34.9	0.0079	0.082	0.0963
FBgn0042201	179.0	91.0	0.0113	0.0832	0.1356
FBgn0042205	946.7	280.3	0.025	0.1313	0.1904
FBgn0042213	274.2	82.8	0.0148	0.2277	0.065
FBgn0042627	5571.4	1655.6	0.0069	0.116	0.0598
FBgn0042630	1295.9	417.1	0.0008	0.1106	0.007
FBgn0042641	870.5	248.5	0.0071	0.1175	0.0607
FBgn0042693	1642.8	481.2	0.1591	0.412	0.3861
FBgn0042696	1716.5	575.5	0.0184	0.087	0.212
FBgn0042710	1137.0	321.0	0.0162	0.1828	0.0884
FBgn0042711	1088.1	306.9	0.0093	0.1624	0.057
FBgn0042712	1606.9	403.1	0.0038	0.1569	0.0241
FBgn0043001	308.5	111.5	0.0099	0.2006	0.0494
FBgn0043002	280.2	103.8	0.011	0.1279	0.0859
FBgn0043005	1335.0	462.0	0.0109	0.1169	0.0931
FBgn0043010	616.6	148.4	0.0017	0.1313	0.0126
FBgn0043012	338.6	87.4	0.0001	0.1283	0.001
FBgn0043025	1256.2	426.8	0.0201	0.1047	0.1922
FBgn0043043	833.9	249.1	0.0098	0.1173	0.0838
FBgn0043070	1127.0	328.0	0.0027	0.0635	0.0426
FBgn0043362	7699.8	2767.2	0.003	0.1537	0.0197
FBgn0043364	971.2	312.8	0.0052	0.1004	0.0514
FBgn0043455	505.6	190.4	0.0181	0.061	0.2964
FBgn0043456	1389.0	420.0	0.0102	0.0567	0.1793
FBgn0043457	858.9	206.1	0.0106	0.0781	0.1363
FBgn0043458	1855.7	523.3	0.0044	0.0643	0.0687
FBgn0043470	631.3	184.7	0.0153	0.1126	0.1359
FBgn0043530	257.9	93.1	0.024	0.1998	0.12
FBgn0043532	308.0	112.0	0.0571	0.1377	0.4145
FBgn0043533	301.6	73.4	0.0586	0.1601	0.3663
FBgn0043539	256.5	82.5	0.0732	0.1914	0.3827
FBgn0043550	798.1	263.9	0.0263	0.1735	0.1514
FBgn0043575	470.5	81.5	0.0066	0.2186	0.03
FBgn0043577	391.9	139.1	0.1978	0.4938	0.4006
FBgn0043578	452.0	118.0	0.014	0.1595	0.0878
FBgn0043783	902.5	207.5	0.0011	0.1793	0.0063
FBgn0043791	1213.4	424.6	0.0033	0.103	0.0325
FBgn0043792	1182.8	335.2	0.0034	0.1315	0.0259
FBgn0043796	1228.5	430.5	0.0158	0.144	0.11
FBgn0043799	1075.5	355.5	0.021	0.0935	0.2244
FBgn0043806	652.0	206.0	0.0229	0.1466	0.156
FBgn0043825	1043.9	318.1	0.2867	1.5789	0.1816
FBgn0043841	990.1	302.9	0.0162	0.0984	0.1643
FBgn0043854	2684.8	834.2	0.0125	0.1609	0.0774
FBgn0043865	2118.7	752.3	0.0784	0.1765	0.4445
FBgn0043884	8779.5	3175.5	0.0131	0.0946	0.1386
FBgn0043900	1608.5	704.5	0.0146	0.0892	0.1635
FBgn0043903	3142.2	691.8	0.0151	0.1791	0.0846
FBgn0044011	929.6	291.4	0.0178	0.163	0.1091
FBgn0044020	251.1	87.9	0.0041	0.0628	0.0645
FBgn0044028	1577.0	436.0	0.0051	0.1271	0.0404
FBgn0044030	299.9	84.1	0.0033	0.1247	0.0268
FBgn0044046	388.9	88.1	0.008	0.1116	0.0719
FBgn0044047	257.0	64.0	0.0205	0.1979	0.1034
FBgn0044048	254.6	69.4	0.012	0.1408	0.0851
FBgn0044049	305.0	97.0	0.01	0.1762	0.0568
FBgn0044050	270.2	89.8	0.0076	0.1196	0.0639
FBgn0044051	353.1	108.9	0.0326	0.1088	0.2991
FBgn0044323	1726.4	520.6	0.0006	0.0876	0.0067
FBgn0044324	1948.8	823.2	0.0137	0.0928	0.1474
FBgn0044328	1192.1	334.9	0.006	0.1105	0.0541
FBgn0044419	389.7	129.3	0.0133	0.0721	0.1838
FBgn0044452	4419.1	1295.9	0.0102	0.1564	0.065
FBgn0044511	202.3	58.7	0.0001	0.1324	0.001
FBgn0044809	320.4	120.6	0.0064	0.0724	0.0878
FBgn0044810	331.4	94.6	0.0705	0.1278	0.5516
FBgn0044812	282.8	104.2	0.0475	0.1661	0.2861
FBgn0044823	234.9	20.1	0.0002	0.2399	0.001
FBgn0044826	1316.5	384.5	0.0023	0.0936	0.0246
FBgn0044871	523.1	172.9	0.0001	0.0708	0.001
FBgn0045035	6242.9	2055.1	0.0128	0.109	0.1177
FBgn0045038	314.4	99.6	0.0191	0.0328	0.5817
FBgn0045063	1542.2	476.8	0.006	0.1493	0.0399
FBgn0045064	727.7	172.3	0.0042	0.1797	0.0233
FBgn0045073	1308.3	401.7	0.0008	0.0658	0.0117
FBgn0045442	1077.2	383.8	0.0449	0.1508	0.298
FBgn0045443	1175.1	420.9	0.0355	0.1081	0.3283
FBgn0045468	846.0	297.0	0.0523	0.1513	0.3458
FBgn0045469	837.1	353.9	0.0399	0.1273	0.3131
FBgn0045470	829.7	331.3	0.0288	0.139	0.2075
FBgn0045471	754.4	283.6	0.0631	0.1429	0.4413
FBgn0045473	872.5	318.5	0.0423	0.1154	0.3668
FBgn0045474	963.9	383.1	0.0225	0.0777	0.2895
FBgn0045476	1040.6	339.4	0.0079	0.1411	0.0558
FBgn0045478	927.9	290.1	0.0022	0.1463	0.015
FBgn0045479	1024.6	343.4	0.0069	0.1805	0.0384
FBgn0045482	833.3	264.7	0.0414	0.2466	0.168
FBgn0045483	837.9	263.1	0.0376	0.1655	0.2271
FBgn0045486	848.0	325.0	0.0469	0.1407	0.3332
FBgn0045487	839.1	333.9	0.0927	0.1778	0.5213
FBgn0045495	1076.8	333.2	0.0076	0.1582	0.0478
FBgn0045501	851.9	330.1	0.0321	0.1723	0.1864
FBgn0045502	939.3	284.7	0.0086	0.1289	0.0668
FBgn0045759	1537.6	490.4	0.016	0.1809	0.0883
FBgn0045770	1139.3	465.7	0.0036	0.1721	0.0208
FBgn0045823	516.9	266.1	0.0393	0.0581	0.6753
FBgn0045827	175.6	64.4	0.0001	0.0816	0.001
FBgn0045842	2014.5	655.5	0.0483	0.107	0.4513
FBgn0045843	854.3	231.7	0.0095	0.1059	0.0895
FBgn0045852	2557.0	758.0	0.0212	0.1153	0.1835
FBgn0045862	1747.4	664.6	0.0111	0.0802	0.1383
FBgn0045866	481.9	136.1	0.0064	0.0295	0.2168
FBgn0045980	1931.1	591.9	0.0074	0.1454	0.0511
FBgn0046113	2208.8	611.2	0.0078	0.1516	0.0514
FBgn0046114	682.0	173.0	0.0121	0.116	0.1041
FBgn0046222	1862.5	552.5	0.0071	0.1082	0.0656
FBgn0046225	1181.9	321.1	0.0069	0.1996	0.0347
FBgn0046247	367.0	137.0	0.0	0.0222	0.001
FBgn0046253	2055.8	680.2	0.0276	0.1587	0.1737
