gene	YN00_dN	YN00_dS	YN00_w	NG86_dN	NG86_dS	NG86_w
FBgn0259682	0.027	0.0861	0.3141	0.0251	0.1057	0.2378
FBgn0259685	0.0027	0.1497	0.0181	0.0033	0.1458	0.0225
FBgn0259699	0.0133	0.1793	0.0741	0.0134	0.1721	0.0777
FBgn0259700	0.0159	0.1109	0.143	0.016	0.1082	0.1481
FBgn0259701	0.108	0.1489	0.7252	0.1057	0.1555	0.6794
FBgn0259702	0.0272	0.1876	0.1448	0.0275	0.1848	0.1487
FBgn0259703	0.0429	0.097	0.4422	0.0401	0.1199	0.3346
FBgn0259704	0.0407	0.1544	0.2637	0.0421	0.1431	0.2938
FBgn0259705	0.0289	0.0649	0.4454	0.0268	0.0798	0.3363
FBgn0259707	0.0	0.0654	0.0	0.0021	0.0463	0.0443
FBgn0259712	0.0083	0.188	0.0443	0.0097	0.1401	0.0694
FBgn0259713	0.0126	0.1865	0.0678	0.013	0.1615	0.0803
FBgn0259714	0.0058	0.0752	0.0765	0.0057	0.0773	0.0735
FBgn0259715	0.0075	0.2642	0.0283	0.0082	0.1996	0.0413
FBgn0259716	0.0516	0.1543	0.3342	0.0508	0.1598	0.318
FBgn0259717	0.0162	0.1051	0.1537	0.0148	0.1348	0.11
FBgn0259718	-0.0	0.112	0.0	0.0	0.1315	-1.0
FBgn0259720	-0.0	0.082	0.0	0.0	0.0972	-1.0
FBgn0259721	-0.0	0.0162	0.0	0.0	0.0191	-1.0
FBgn0259722	0.0133	0.1188	0.1123	0.0182	0.0785	0.2318
FBgn0259725	0.028	0.1264	0.2214	0.0267	0.1428	0.1871
FBgn0259726	-0.0	0.1097	0.0	0.0	0.1234	-1.0
FBgn0259727	0.022	0.2247	0.0979	0.0224	0.195	0.1148
FBgn0259729	0.0071	0.1704	0.0416	0.0075	0.1321	0.0568
FBgn0259734	0.0145	0.1397	0.1034	0.0148	0.1327	0.1118
FBgn0259735	0.0078	0.0937	0.0836	0.0079	0.0959	0.0829
FBgn0259736	0.0138	0.1014	0.136	0.0136	0.1071	0.1271
FBgn0259737	0.0238	0.1325	0.1798	0.024	0.1392	0.1723
FBgn0259740	0.1476	0.0952	1.5502	0.1319	0.1268	1.0403
FBgn0259742	0.0622	0.0948	0.6568	0.0567	0.1248	0.4543
FBgn0259745	0.0026	0.105	0.025	0.0026	0.1039	0.0253
FBgn0259748	0.0364	0.1499	0.2429	0.0365	0.1522	0.2398
FBgn0259749	0.0049	0.0895	0.0551	0.0051	0.079	0.0642
FBgn0259785	0.0075	0.1167	0.0641	0.0075	0.1139	0.0661
FBgn0259791	0.009	0.1318	0.0681	0.0091	0.1249	0.0726
FBgn0259794	0.0223	0.143	0.1559	0.0228	0.1304	0.1746
FBgn0259795	0.0099	0.1512	0.0656	0.0102	0.1312	0.0781
FBgn0259818	0.0187	0.1002	0.1861	0.0184	0.1069	0.1717
FBgn0259821	0.023	0.0918	0.2511	0.0221	0.105	0.2102
FBgn0259824	0.0014	0.1143	0.012	0.0014	0.1076	0.0129
FBgn0259831	0.0124	0.0721	0.1718	0.0127	0.064	0.1989
FBgn0259832	-0.0	0.1185	0.0	0.0	0.1613	-1.0
FBgn0259834	0.0155	0.123	0.1257	0.0155	0.1229	0.1264
FBgn0259876	0.021	0.1213	0.1733	0.0216	0.1139	0.1893
FBgn0259878	0.0077	0.034	0.225	0.0075	0.0362	0.2069
FBgn0259896	0.0664	0.1032	0.6438	0.0639	0.116	0.5507
FBgn0259916	0.0059	0.0699	0.0848	0.0051	0.1017	0.0498
FBgn0259917	0.0411	0.1554	0.2642	0.0396	0.1726	0.2294
FBgn0259918	0.0102	0.3092	0.033	0.0109	0.2177	0.0501
FBgn0259922	0.0509	0.1061	0.4794	0.0485	0.122	0.3973
FBgn0259923	0.0018	0.2123	0.0085	0.002	0.1145	0.0177
FBgn0259926	0.0233	0.1599	0.1455	0.0216	0.1895	0.1139
FBgn0259927	0.0199	0.1021	0.195	0.0206	0.0972	0.2124
FBgn0259932	0.0129	0.063	0.2047	0.0141	0.0667	0.2112
FBgn0259933	-0.0	0.0808	0.0	0.0	0.0917	-1.0
FBgn0259935	0.0057	0.0528	0.1074	0.0055	0.0584	0.0939
FBgn0259937	0.0024	0.1099	0.0221	0.0026	0.0856	0.0301
FBgn0259938	0.0291	0.2267	0.1285	0.0317	0.1801	0.1761
FBgn0259949	0.0338	0.2237	0.1511	0.0334	0.2323	0.1436
FBgn0259950	0.0366	0.1121	0.3263	0.0362	0.1116	0.3241
FBgn0259951	0.0795	0.1693	0.4696	0.0793	0.1686	0.4704
FBgn0259952	0.0378	0.1762	0.2146	0.0377	0.1805	0.2089
FBgn0259953	0.0443	0.1754	0.2528	0.0437	0.1832	0.2385
FBgn0259955	0.0321	0.0698	0.4602	0.0293	0.0947	0.3092
FBgn0259956	0.2066	0.2539	0.8138	0.2018	0.2692	0.7495
FBgn0259957	0.0511	0.1395	0.3666	0.049	0.158	0.3101
FBgn0259958	0.1222	0.0837	1.4606	0.12	0.089	1.3482
FBgn0259959	0.0219	0.2564	0.0854	0.0207	0.3041	0.068
FBgn0259961	0.0416	0.1156	0.3596	0.0414	0.1098	0.3773
FBgn0259962	0.0731	0.1758	0.4155	0.0709	0.1988	0.3565
FBgn0259964	0.1062	0.2157	0.4922	0.0966	0.2744	0.3519
FBgn0259965	0.0354	0.2035	0.1739	0.0374	0.1513	0.247
FBgn0259966	0.0712	0.102	0.6985	0.0684	0.1123	0.609
FBgn0259967	0.0799	0.1043	0.7664	0.0761	0.1215	0.6266
FBgn0259968	0.0428	0.1382	0.3094	0.0439	0.1308	0.3354
FBgn0259969	0.0438	0.079	0.5543	0.0442	0.0763	0.5789
FBgn0259970	0.1834	0.1613	1.1365	0.1828	0.1572	1.1631
FBgn0259972	0.0477	0.1281	0.3723	0.0482	0.1227	0.3926
FBgn0259974	0.0533	0.1245	0.4282	0.0503	0.1488	0.3378
FBgn0259975	0.0105	0.126	0.0835	0.0103	0.1318	0.0784
FBgn0259977	0.0037	0.1116	0.0328	0.0037	0.101	0.0371
FBgn0259978	0.0208	0.0881	0.2364	0.0202	0.0996	0.2025
FBgn0259982	0.0201	0.3291	0.0611	0.0211	0.2412	0.0875
FBgn0259984	0.004	0.0572	0.0705	0.0039	0.0631	0.0619
FBgn0259985	-0.0	0.1257	0.0	0.0	0.1338	-1.0
FBgn0259986	0.0114	0.1432	0.0794	0.0117	0.1297	0.0901
FBgn0259990	0.0285	0.2426	0.1173	0.03	0.215	0.1397
FBgn0259991	0.0045	0.1174	0.0379	0.0042	0.1407	0.0298
FBgn0259992	0.0177	0.0912	0.1937	0.0173	0.0961	0.1798
FBgn0259994	0.0026	0.0804	0.0321	0.0027	0.0669	0.0405
FBgn0259998	0.0211	0.0862	0.2451	0.0228	0.0644	0.3534
FBgn0260000	0.0184	0.0582	0.3156	0.0198	0.0432	0.4593
FBgn0260003	0.0097	0.1092	0.0884	0.0098	0.1128	0.0871
FBgn0260004	0.0059	0.1228	0.048	0.0059	0.1478	0.0399
FBgn0260005	0.0017	0.1517	0.0112	0.0018	0.1275	0.0139
FBgn0260006	0.0052	0.1153	0.0452	0.0054	0.1034	0.0518
FBgn0260007	0.0341	0.0938	0.3639	0.0326	0.1107	0.2949
FBgn0260011	0.0133	0.1631	0.0815	0.0128	0.182	0.0705
FBgn0260012	0.0014	0.1172	0.0121	0.0014	0.1114	0.0129
FBgn0260026	0.0494	0.0986	0.5004	0.0423	0.144	0.294
FBgn0260027	0.0426	0.184	0.2314	0.0394	0.2271	0.1734
FBgn0260049	0.0007	0.1123	0.0063	0.0007	0.1051	0.0069
FBgn0260222	0.0044	0.0374	0.118	0.0045	0.0361	0.1235
FBgn0260223	-0.0	0.0581	0.0	0.0	0.0643	-1.0
FBgn0260228	-0.0	0.0649	0.0	0.0	0.0873	-1.0
FBgn0260229	0.0103	0.0865	0.1186	0.01	0.0927	0.1079
FBgn0260230	0.0505	0.1451	0.3479	0.0497	0.1529	0.3252
FBgn0260231	0.0184	0.1159	0.1586	0.0195	0.0898	0.2173
FBgn0260233	0.0108	0.0687	0.1579	0.0101	0.0822	0.1227
FBgn0260234	0.0309	0.2029	0.1523	0.0311	0.194	0.1601
FBgn0260237	0.0122	0.0676	0.1803	0.0117	0.0748	0.1569
FBgn0260238	0.0816	0.2195	0.3718	0.086	0.1687	0.51
FBgn0260243	0.0375	0.0841	0.4462	0.0364	0.0925	0.3939
FBgn0260386	0.0089	0.1611	0.0552	0.0099	0.1444	0.0684
FBgn0260388	0.0166	0.1226	0.1357	0.0171	0.1134	0.1506
FBgn0260390	0.0122	0.1668	0.0729	0.0114	0.2037	0.0558
FBgn0260392	-0.0	0.0984	0.0	0.0	0.0934	-1.0
FBgn0260393	0.0246	0.1554	0.1584	0.0271	0.0959	0.2825
FBgn0260396	0.0169	0.1085	0.156	0.0151	0.1393	0.1087
FBgn0260397	0.0054	0.1103	0.0492	0.0054	0.1077	0.0506
FBgn0260398	0.0261	0.1248	0.2089	0.0258	0.1287	0.2001
FBgn0260399	0.0036	0.1439	0.0248	0.0036	0.1361	0.0265
FBgn0260400	-0.0	0.1086	0.0	0.0	0.1087	-1.0
FBgn0260401	0.0439	0.1418	0.3098	0.0452	0.1484	0.3048
FBgn0260407	0.0189	0.1648	0.1145	0.0187	0.1669	0.112
FBgn0260428	0.1113	0.1719	0.6475	0.1077	0.188	0.5726
FBgn0260430	0.0402	0.1002	0.4014	0.0382	0.1181	0.3233
FBgn0260431	0.0881	0.0848	1.04	0.0815	0.1063	0.7667
FBgn0260436	0.0172	0.0899	0.1911	0.0164	0.1017	0.1618
FBgn0260439	-0.0	0.0833	0.0	0.0	0.0945	-1.0
FBgn0260440	0.008	0.1682	0.0478	0.0085	0.1331	0.0639
FBgn0260442	0.0032	0.1194	0.0269	0.0031	0.1274	0.0246
FBgn0260444	0.0222	0.1384	0.1607	0.0232	0.137	0.1696
FBgn0260446	0.0026	0.0796	0.0328	0.0029	0.0753	0.0383
FBgn0260450	0.0047	0.2231	0.0211	0.0051	0.1392	0.037
FBgn0260451	0.0163	0.0644	0.2528	0.0172	0.0533	0.3217
FBgn0260452	0.0432	0.0884	0.4886	0.0391	0.1181	0.3314
FBgn0260455	0.0451	0.1272	0.3547	0.0405	0.1687	0.2402
FBgn0260456	0.0098	0.1403	0.0699	0.0097	0.1496	0.065
FBgn0260458	0.0154	0.1307	0.1179	0.0157	0.133	0.1183
FBgn0260459	0.0233	0.1403	0.1662	0.0233	0.1441	0.162
FBgn0260461	0.0079	0.1091	0.0726	0.0087	0.1199	0.0722
FBgn0260462	0.0049	0.1469	0.0333	0.005	0.1315	0.0381
FBgn0260464	0.0217	0.1262	0.1717	0.0217	0.1339	0.162
FBgn0260466	0.0442	0.0802	0.5506	0.0427	0.088	0.4854
FBgn0260467	0.0166	0.0803	0.2071	0.0161	0.088	0.1834
FBgn0260468	0.0026	0.1702	0.0155	0.0027	0.1436	0.019
FBgn0260470	0.0129	0.1099	0.1174	0.0135	0.0929	0.1451
FBgn0260480	0.0526	0.1504	0.3497	0.0493	0.179	0.2755
FBgn0260486	0.0039	0.0962	0.041	0.004	0.1235	0.0322
FBgn0260487	0.015	0.1418	0.1058	0.0161	0.1254	0.1288
FBgn0260499	-0.0	-0.0	99.0	0.0	0.0	-1.0
FBgn0260632	0.0097	0.1075	0.0906	0.0095	0.1195	0.0793
FBgn0260634	0.0206	0.0915	0.2255	0.0201	0.1001	0.2004
FBgn0260635	0.0228	0.09	0.2531	0.0228	0.0893	0.2549
FBgn0260639	0.0053	0.165	0.032	0.0065	0.1334	0.0484
FBgn0260642	-0.0	0.0806	0.0	0.0	0.0813	-1.0
FBgn0260643	0.0436	0.1495	0.2913	0.0421	0.1649	0.2555
FBgn0260644	0.0412	0.1341	0.3069	0.0393	0.1477	0.2662
FBgn0260646	0.0105	0.0563	0.1861	0.0097	0.0713	0.1356
FBgn0260648	0.0216	0.2279	0.0946	0.0227	0.1981	0.1144
FBgn0260653	0.0007	0.128	0.0055	0.0008	0.0694	0.0114
FBgn0260655	0.0057	0.0998	0.057	0.0053	0.1203	0.0443
FBgn0260657	-0.0	0.0401	0.0	0.0	0.0486	-1.0
FBgn0260658	0.0127	0.1154	0.1105	0.0129	0.1074	0.1205
FBgn0260659	0.0018	0.0663	0.0276	0.0022	0.07	0.0313
FBgn0260660	0.0097	0.0576	0.1685	0.0096	0.0598	0.1598
FBgn0260741	0.0279	0.1334	0.2094	0.0276	0.1368	0.2018
FBgn0260742	0.0148	0.1385	0.1068	0.0146	0.1526	0.0957
FBgn0260743	0.0027	0.1008	0.0266	0.0028	0.0869	0.0321
FBgn0260744	0.0144	0.0716	0.2005	0.0129	0.0948	0.1357
FBgn0260745	0.0029	0.1317	0.0217	0.003	0.107	0.0281
FBgn0260746	0.0085	0.1632	0.0523	0.0084	0.168	0.05
FBgn0260747	0.0247	0.0517	0.4781	0.0265	0.0448	0.5923
FBgn0260748	0.0093	0.1063	0.0873	0.0096	0.1065	0.0898
FBgn0260749	0.0063	0.0721	0.0872	0.0061	0.08	0.076
FBgn0260750	0.0103	0.1121	0.0916	0.0096	0.1366	0.0703
FBgn0260753	0.0238	0.1227	0.1939	0.0246	0.1241	0.1979
FBgn0260755	0.0024	0.1628	0.0147	0.0023	0.1718	0.0137
FBgn0260756	0.0081	0.1422	0.0567	0.0083	0.1256	0.0662
FBgn0260758	0.0609	0.0836	0.7291	0.0638	0.0697	0.9152
FBgn0260759	0.0191	0.1265	0.1511	0.0202	0.1535	0.1317
FBgn0260760	0.0037	0.1233	0.03	0.0051	0.1416	0.0363
FBgn0260761	0.0423	0.0836	0.5065	0.0369	0.1255	0.2941
FBgn0260762	0.0161	0.0968	0.1663	0.0137	0.1512	0.0908
FBgn0260763	0.018	0.1415	0.127	0.0175	0.1514	0.1155
FBgn0260764	0.0256	0.1712	0.1498	0.0253	0.1742	0.1452
FBgn0260766	0.0478	0.0897	0.5324	0.0462	0.0999	0.4622
FBgn0260767	0.0764	0.1417	0.5391	0.0819	0.1127	0.7268
FBgn0260771	0.024	0.154	0.1556	0.0235	0.1666	0.1411
FBgn0260775	0.012	0.1373	0.0871	0.0123	0.1239	0.099
FBgn0260776	0.0422	0.132	0.3199	0.0417	0.1348	0.3092
FBgn0260777	0.0415	0.1097	0.3782	0.0387	0.1361	0.2842
FBgn0260779	0.0367	0.1722	0.2134	0.0385	0.171	0.2254
FBgn0260780	0.0239	0.1125	0.2124	0.0239	0.1129	0.2118
FBgn0260789	0.0358	0.0937	0.3821	0.0344	0.106	0.3245
FBgn0260793	0.0078	0.0987	0.0786	0.0074	0.1118	0.0663
FBgn0260794	0.013	0.1061	0.1224	0.0126	0.1159	0.1085
FBgn0260795	0.0062	0.1178	0.0525	0.0061	0.1242	0.0488
FBgn0260798	0.0212	0.1814	0.117	0.0239	0.1199	0.1994
FBgn0260799	0.0066	0.0769	0.0856	0.0068	0.0665	0.1025
FBgn0260812	0.0025	0.072	0.035	0.0025	0.0718	0.0351
FBgn0260817	0.0118	0.1766	0.0671	0.0121	0.1602	0.0756
FBgn0260855	0.002	0.1577	0.0124	0.0021	0.1273	0.0161
FBgn0260856	0.0021	0.1289	0.016	0.0021	0.1297	0.0158
FBgn0260857	0.0104	0.3413	0.0306	0.0112	0.2257	0.0498
FBgn0260858	-0.0	0.0754	0.0	0.0	0.0738	-1.0
FBgn0260859	-0.0	0.0899	0.0	0.0	0.072	-1.0
FBgn0260860	-0.0	0.1188	0.0	0.0	0.1029	-1.0
FBgn0260861	0.0039	0.0748	0.052	0.004	0.067	0.0597
FBgn0260862	0.0061	0.1061	0.0573	0.0058	0.1216	0.0476
FBgn0260866	0.0029	0.1393	0.0207	0.0038	0.0863	0.0443
FBgn0260874	0.02	0.1236	0.162	0.0206	0.1249	0.1652
FBgn0260932	0.0761	0.1257	0.605	0.073	0.1423	0.5131
FBgn0260933	0.0046	0.1468	0.0311	0.0046	0.1363	0.034
FBgn0260935	0.0024	0.1287	0.0183	0.0023	0.1378	0.0167
FBgn0260936	0.0167	0.1063	0.1568	0.017	0.0989	0.1721
FBgn0260938	0.0166	0.0692	0.2395	0.0168	0.0734	0.2289
FBgn0260940	0.0017	0.1869	0.009	0.0017	0.1718	0.0099
FBgn0260941	0.0023	0.0607	0.0376	0.0027	0.0522	0.0509
FBgn0260942	0.0036	0.2799	0.0129	0.004	0.1457	0.0276
FBgn0260943	0.2628	0.4839	0.543	0.2675	0.4455	0.6005
FBgn0260945	0.001	0.0787	0.0132	0.001	0.0772	0.0135
FBgn0260959	0.0236	0.1135	0.2076	0.023	0.1227	0.1875
FBgn0260960	0.0013	0.0746	0.0169	0.0014	0.0533	0.0256
FBgn0260962	0.003	0.1351	0.0224	0.0031	0.1232	0.0251
FBgn0260964	0.0068	0.1372	0.0495	0.007	0.1254	0.0555
FBgn0260965	0.0422	0.1011	0.4176	0.0412	0.1096	0.3761
FBgn0260967	0.0675	0.1114	0.6059	0.0605	0.1573	0.3846
FBgn0260968	0.1538	0.0911	1.6885	0.1416	0.1107	1.2792
FBgn0260969	0.1293	0.2082	0.6211	0.1255	0.2175	0.5773
FBgn0260970	0.0077	0.1148	0.0672	0.0078	0.11	0.0707
FBgn0260971	0.0088	0.1565	0.0563	0.0092	0.133	0.0691
FBgn0260972	0.0065	0.0852	0.0763	0.0065	0.0834	0.0783
FBgn0260985	0.0026	0.1761	0.0146	0.0026	0.1569	0.0168
FBgn0260986	0.0226	0.1581	0.1432	0.0246	0.1375	0.1788
FBgn0260987	0.0107	0.13	0.082	0.0109	0.1174	0.093
FBgn0260990	0.0014	0.1052	0.0136	0.0015	0.084	0.0181
FBgn0260991	0.0094	0.1386	0.0678	0.0098	0.1277	0.0766
FBgn0260996	0.0565	0.1242	0.455	0.0563	0.1284	0.4384
FBgn0261004	0.0103	0.1129	0.0917	0.0095	0.1443	0.0661
FBgn0261015	0.0122	0.0644	0.1887	0.0114	0.077	0.1485
FBgn0261016	0.0294	0.0915	0.3218	0.0286	0.1031	0.2773
FBgn0261020	0.0072	0.0994	0.0727	0.0068	0.1181	0.0575
FBgn0261041	0.0021	0.0663	0.0318	0.0024	0.0659	0.0372
FBgn0261046	0.0014	0.0762	0.0187	0.0015	0.0649	0.0229
FBgn0261049	0.0016	0.1744	0.009	0.0015	0.1888	0.0081
FBgn0261053	0.0052	0.11	0.0468	0.0052	0.1056	0.0492
FBgn0261054	0.0626	0.1339	0.4677	0.0619	0.1362	0.4542
FBgn0261055	0.1175	0.1115	1.0543	0.114	0.121	0.9425
FBgn0261058	0.0585	0.1608	0.3641	0.057	0.1796	0.3177
FBgn0261059	0.0292	0.1955	0.1491	0.0266	0.2526	0.1054
FBgn0261061	0.3436	2.1676	0.1585	0.3699	-1.0	-1.0
FBgn0261064	0.0079	0.1705	0.0461	0.0078	0.1714	0.0454
FBgn0261065	0.0013	0.1353	0.0094	0.0013	0.1329	0.0096
FBgn0261067	-0.0	0.1468	0.0	0.0	0.1873	-1.0
FBgn0261068	-0.0	0.0917	0.0	0.0	0.0905	-1.0
FBgn0261085	0.0174	0.1264	0.1378	0.0172	0.1287	0.134
FBgn0261086	0.006	0.1437	0.0417	0.0062	0.127	0.0487
FBgn0261089	0.0036	0.1544	0.0234	0.0036	0.1542	0.0233
FBgn0261090	0.0023	0.0713	0.032	0.0022	0.0767	0.029
FBgn0261108	0.0067	0.1113	0.06	0.0068	0.1018	0.0671
FBgn0261109	0.0027	0.0747	0.0361	0.0027	0.0765	0.0349
FBgn0261111	0.0019	0.1409	0.0133	0.0019	0.1301	0.0146
FBgn0261112	0.0033	0.1118	0.0298	0.0033	0.1132	0.0293
FBgn0261113	0.0231	0.0595	0.3878	0.0231	0.0592	0.3895
FBgn0261119	0.0009	0.1073	0.0082	0.0009	0.1062	0.0083
FBgn0261238	0.0437	0.0941	0.4642	0.0416	0.1083	0.384
FBgn0261239	0.01	0.085	0.1173	0.0099	0.0859	0.1154
FBgn0261243	0.0038	0.0776	0.0495	0.0037	0.0888	0.0413
FBgn0261244	0.006	0.0783	0.0765	0.0061	0.0726	0.0841
FBgn0261245	0.0025	0.199	0.0125	0.0026	0.1731	0.0148
FBgn0261258	0.0127	0.107	0.1184	0.0116	0.1423	0.0814
FBgn0261260	0.0037	0.1701	0.0217	0.0039	0.1476	0.0261
FBgn0261261	0.0061	0.1768	0.0348	0.0066	0.1398	0.0471
FBgn0261262	0.0038	0.0421	0.091	0.0037	0.046	0.0806
FBgn0261266	0.0555	0.1896	0.293	0.0592	0.1609	0.3681
FBgn0261267	0.0383	0.3113	0.123	0.0404	0.2295	0.1761
FBgn0261268	0.0046	0.0563	0.0814	0.0047	0.0522	0.0894
FBgn0261269	0.0082	0.1496	0.0546	0.0079	0.1766	0.0449
FBgn0261270	-0.0	0.1546	0.0	0.0	0.1545	-1.0
FBgn0261274	0.0057	0.1917	0.03	0.0054	0.2367	0.0226
FBgn0261276	0.0031	0.1165	0.0269	0.0031	0.1146	0.0273
FBgn0261277	0.0235	0.1371	0.1715	0.0264	0.0796	0.3316
FBgn0261278	0.0017	0.0869	0.0197	0.0017	0.0848	0.0203
FBgn0261279	0.0159	0.108	0.1477	0.0153	0.1222	0.1249
FBgn0261283	0.0105	0.1377	0.0765	0.0111	0.1245	0.0896
FBgn0261284	0.0028	0.099	0.0281	0.0029	0.085	0.0339
FBgn0261285	-0.0	0.0743	0.0	0.0	0.0677	-1.0
FBgn0261286	0.0206	0.1118	0.1847	0.0199	0.1245	0.1601
FBgn0261287	0.0181	0.0555	0.3251	0.0204	0.0495	0.4124
FBgn0261289	0.0623	0.1231	0.5064	0.0585	0.1479	0.3953
FBgn0261290	0.0481	0.1598	0.301	0.0485	0.1553	0.3122
FBgn0261291	0.0781	0.1472	0.5305	0.0759	0.1593	0.4762
FBgn0261294	0.0492	0.1223	0.4024	0.046	0.1467	0.3135
FBgn0261341	0.0007	0.1168	0.0064	0.0008	0.0754	0.0108
FBgn0261353	-0.0	0.1766	0.0	0.0	0.1419	-1.0
FBgn0261356	0.006	0.126	0.0473	0.0058	0.1351	0.043
FBgn0261357	0.0208	0.0868	0.2397	0.0195	0.104	0.1876
FBgn0261358	0.0259	0.1071	0.2423	0.024	0.131	0.1833
FBgn0261363	0.0111	0.2341	0.0474	0.0125	0.1402	0.089
FBgn0261373	0.0164	0.0891	0.1839	0.0155	0.1132	0.1372
FBgn0261380	0.0178	0.0968	0.1836	0.0163	0.1207	0.1354
FBgn0261381	0.0083	0.156	0.0534	0.0088	0.1526	0.0579
FBgn0261385	0.0102	0.0969	0.1047	0.0102	0.0976	0.1047
FBgn0261386	0.0065	0.1582	0.0411	0.0068	0.1329	0.051
FBgn0261387	0.0225	0.1108	0.203	0.0231	0.1031	0.2239
FBgn0261393	0.0262	0.15	0.1747	0.0257	0.1651	0.1554
FBgn0261394	0.003	0.1594	0.0189	0.0033	0.1013	0.0329
FBgn0261395	0.0707	0.1712	0.4129	0.0736	0.148	0.4971
FBgn0261396	0.0025	0.1274	0.0199	0.0027	0.0996	0.027
FBgn0261397	0.0045	0.1062	0.0428	0.0047	0.1007	0.0465
FBgn0261401	0.0064	0.141	0.0456	0.006	0.1744	0.0343
FBgn0261434	0.0069	0.0945	0.0726	0.0074	0.0679	0.1096
FBgn0261436	0.0177	0.0815	0.217	0.018	0.0764	0.2351
FBgn0261437	0.0182	0.0548	0.3319	0.0143	0.0963	0.1482
FBgn0261439	0.0013	0.1	0.0129	0.0013	0.0864	0.0155
FBgn0261444	0.0044	0.1208	0.0364	0.0047	0.1042	0.0451
FBgn0261445	-0.0	0.1616	0.0	0.0	0.1146	-1.0
FBgn0261446	0.0072	0.0926	0.0775	0.0068	0.1067	0.0637
FBgn0261456	0.0046	0.118	0.0389	0.0045	0.122	0.0371
FBgn0261461	0.0201	0.1297	0.1553	0.0214	0.1035	0.2068
FBgn0261477	0.0121	0.1549	0.078	0.0126	0.1436	0.0877
FBgn0261479	0.0074	0.1147	0.0647	0.0072	0.1222	0.0593
FBgn0261501	0.0749	0.1315	0.5691	0.0736	0.1371	0.5365
FBgn0261502	0.0156	0.1536	0.1016	0.0161	0.1321	0.1217
FBgn0261506	0.0855	0.1176	0.727	0.0818	0.1361	0.6009
FBgn0261508	-0.0	0.1309	0.0	0.0	0.1988	-1.0
FBgn0261509	0.0035	0.1268	0.0277	0.0043	0.1028	0.0417
FBgn0261514	0.013	0.1757	0.0739	0.0126	0.1905	0.0661
FBgn0261524	-0.0	0.1255	0.0	0.0	0.1102	-1.0
FBgn0261526	0.0133	0.0848	0.1563	0.0132	0.085	0.1555
FBgn0261529	0.0234	0.1502	0.1557	0.0236	0.155	0.152
FBgn0261530	0.0172	0.1066	0.1617	0.0168	0.116	0.1444
FBgn0261531	0.0093	0.0261	0.3576	0.0087	0.0323	0.2696
FBgn0261532	0.0018	0.1184	0.0152	0.0022	0.1179	0.0189
FBgn0261534	0.0052	0.1202	0.0435	0.0056	0.0893	0.0627
FBgn0261535	0.0074	0.1303	0.057	0.0072	0.1433	0.0501
FBgn0261536	0.0335	0.1073	0.3127	0.0316	0.1274	0.2477
FBgn0261537	0.0531	0.131	0.4053	0.0517	0.1501	0.3445
FBgn0261538	0.0286	0.1168	0.2451	0.0299	0.0984	0.3037
FBgn0261545	0.0031	0.1418	0.0222	0.0033	0.1168	0.0281
FBgn0261547	0.0181	0.1382	0.1312	0.0182	0.1396	0.1302
FBgn0261549	0.0053	0.1683	0.0318	0.0058	0.1506	0.0386
FBgn0261550	0.0055	0.1141	0.0486	0.0058	0.0928	0.063
FBgn0261552	0.0136	0.0532	0.2549	0.0133	0.0559	0.2379
FBgn0261553	0.0052	0.0882	0.0591	0.0052	0.0921	0.0563
FBgn0261554	0.0026	0.0956	0.0269	0.0024	0.1092	0.0224
FBgn0261555	0.0051	0.1011	0.0505	0.0054	0.0808	0.0667
FBgn0261560	0.0036	0.1388	0.0259	0.0039	0.1049	0.0369
FBgn0261561	0.049	0.1713	0.2859	0.0514	0.1567	0.3282
FBgn0261562	0.0118	0.17	0.0695	0.0127	0.1353	0.0938
FBgn0261563	0.0055	0.1309	0.0418	0.0054	0.1488	0.0362
FBgn0261564	0.0207	0.1092	0.1893	0.0212	0.0998	0.2127
FBgn0261565	0.0161	0.1151	0.1402	0.0154	0.1389	0.1108
FBgn0261567	0.0756	0.239	0.3162	0.078	0.2068	0.3771
FBgn0261568	0.0975	0.1155	0.8442	0.0974	0.1129	0.8627
FBgn0261570	0.0037	0.0979	0.0373	0.0038	0.0899	0.0426
FBgn0261571	0.0463	0.1482	0.3123	0.0462	0.1522	0.3035
FBgn0261573	0.0206	0.1172	0.1756	0.0217	0.0941	0.2307
FBgn0261574	0.0058	0.0801	0.0729	0.0056	0.0966	0.0578
FBgn0261575	0.0044	0.1782	0.0248	0.0046	0.1466	0.0315
FBgn0261582	0.2398	0.1859	1.2897	0.2136	0.2511	0.8506
FBgn0261583	0.1035	0.1148	0.9016	0.096	0.1371	0.7003
FBgn0261587	0.0066	0.0852	0.0772	0.0063	0.0975	0.0647
FBgn0261588	0.0096	0.1247	0.0769	0.0104	0.1031	0.1005
FBgn0261592	0.0017	0.1163	0.0143	0.0018	0.0861	0.0208
FBgn0261596	-0.0	0.0704	0.0	0.0	0.0324	-1.0
FBgn0261597	-0.0	0.0967	0.0	0.0	0.0375	-1.0
FBgn0261599	-0.0	0.03	0.0	0.0	0.0267	-1.0
FBgn0261602	-0.0	0.0913	0.0	0.0	0.0588	-1.0
FBgn0261608	-0.0	0.1253	0.0	0.0	0.0924	-1.0
FBgn0261609	0.0012	0.0941	0.0123	0.0013	0.0602	0.0213
FBgn0261610	0.0173	0.1418	0.1218	0.0189	0.1211	0.1557
