gene	gapped_len	mel_len	sim_len	gap_num	indel_num	indel_mean_len	ungapped_len
FBgn0264873	1022	1000	990	54	6	9	968
FBgn0264874	1000	1000	928	72	6	12	928
FBgn0264876	1016	1000	1007	25	9	2.7777777777777777	991
FBgn0264877	1014	1000	968	60	7	8.571428571428571	954
FBgn0264878	1086	1000	1071	101	6	16.833333333333332	985
FBgn0264880	1013	1000	1001	25	6	4.166666666666667	988
FBgn0264883	1046	1000	1028	64	7	9.142857142857142	982
FBgn0264884	1003	1000	985	21	8	2.625	982
FBgn0264885	1006	1000	948	64	16	4	942
FBgn0264886	1026	1000	934	118	14	8.428571428571429	908
FBgn0264887	1048	1000	977	119	17	7	929
FBgn0264888	1024	1000	1008	40	4	10	984
FBgn0264889	1030	1000	1018	42	6	7	988
FBgn0264890	1013	1000	979	47	10	4.7	966
FBgn0264891	1042	1000	1018	66	9	7.333333333333333	976
FBgn0264892	1000	1000	967	33	4	8.25	967
FBgn0264893	1002	1000	973	31	7	4.428571428571429	971
FBgn0264894	1014	1000	991	37	8	4.625	977
FBgn0264896	1011	1000	994	28	3	9.333333333333334	983
FBgn0264898	1013	1000	1005	21	7	3	992
FBgn0264899	1072	1000	1059	85	6	14.166666666666666	987
FBgn0264902	1001	1000	983	19	5	3.8	982
FBgn0264903	1019	1000	969	69	15	4.6	950
FBgn0264905	1004	1000	981	27	4	6.75	977
FBgn0264907	1082	1000	1062	102	14	7.285714285714286	980
FBgn0264912	1040	1000	972	108	10	10.8	932
FBgn0264915	1005	1000	995	15	4	3.75	990
FBgn0264916	1055	1000	983	127	11	11.545454545454545	928
FBgn0264922	1077	1000	1033	121	18	6.722222222222222	956
FBgn0264939	1000	1000	1000	0	0	NA	1000
FBgn0264940	1015	1000	980	50	11	4.545454545454546	965
FBgn0264941	1000	1000	971	29	6	4.833333333333333	971
FBgn0264942	1033	1000	920	146	15	9.733333333333333	887
FBgn0264943	1014	1000	998	30	7	4.285714285714286	984
FBgn0264944	1031	1000	1026	36	9	4	995
FBgn0264945	1040	1000	1033	47	10	4.7	993
FBgn0264946	1011	1000	982	40	5	8	971
FBgn0264947	1032	1000	1028	36	4	9	996
FBgn0264950	1027	1000	1027	27	3	9	1000
FBgn0264952	1000	1000	994	6	1	6	994
FBgn0264953	1021	1000	965	77	8	9.625	944
FBgn0264955	1044	1000	1007	81	10	8.1	963
FBgn0264956	1052	1000	679	425	8	53.125	627
FBgn0264959	1009	1000	497	521	11	47.36363636363637	488
FBgn0264960	1132	1000	1077	187	22	8.5	945
FBgn0264961	1057	1000	637	477	14	34.07142857142857	580
FBgn0264962	1039	1000	1027	51	11	4.636363636363637	988
FBgn0264975	1013	1000	975	51	8	6.375	962
FBgn0264978	1070	1000	994	146	9	16.22222222222222	924
FBgn0264979	1020	1000	996	44	9	4.888888888888889	976
FBgn0264985	1011	1000	993	29	10	2.9	982
FBgn0264988	1022	1000	985	59	13	4.538461538461538	963
FBgn0264993	1002	1000	971	33	5	6.6	969
FBgn0264995	1002	1000	960	44	10	4.4	958
FBgn0264996	1000	1000	1000	0	0	NA	1000
FBgn0264997	1011	1000	1011	11	2	5.5	1000
FBgn0264998	1033	1000	1006	60	8	7.5	973
FBgn0264999	1006	1000	931	81	11	7.363636363636363	925
FBgn0265002	1010	1000	976	44	11	4	966
FBgn0265003	1012	1000	732	292	7	41.714285714285715	720
FBgn0265017	1000	1000	918	82	6	13.666666666666666	918
FBgn0265038	1001	1000	210	792	4	198	209
FBgn0265039	1031	1000	989	73	12	6.083333333333333	958
FBgn0265042	1012	1000	913	111	11	10.090909090909092	901
FBgn0265043	1007	1000	905	109	4	27.25	898
FBgn0265044	1038	1000	927	149	21	7.095238095238095	889
FBgn0265050	1001	1000	987	15	6	2.5	986
FBgn0265051	1021	1000	985	57	10	5.7	964
FBgn0265053	1012	1000	1008	16	5	3.2	996
FBgn0265058	1032	1000	1027	37	8	4.625	995
FBgn0265059	1050	1000	1009	91	9	10.11111111111111	959
FBgn0265062	1017	1000	1004	30	9	3.3333333333333335	987
FBgn0265063	1030	1000	998	62	12	5.166666666666667	968
FBgn0265064	1003	1000	904	102	9	11.333333333333334	901
FBgn0265067	1000	1000	993	7	2	3.5	993
FBgn0265070	1002	1000	958	46	9	5.111111111111111	956
FBgn0265071	1009	1000	989	29	4	7.25	980
FBgn0265072	1005	1000	990	20	8	2.5	985
FBgn0265076	1020	1000	989	51	8	6.375	969
FBgn0265078	1024	1000	1020	28	8	3.5	996
FBgn0265079	1023	1000	1017	29	5	5.8	994
FBgn0265080	1002	1000	990	14	7	2	988
FBgn0265081	1024	1000	1016	32	5	6.4	992
FBgn0265085	1004	1000	974	34	7	4.857142857142857	970
FBgn0265087	1010	1000	986	34	8	4.25	976
FBgn0265088	1142	1000	1112	172	19	9.052631578947368	970
FBgn0265089	1003	1000	989	17	4	4.25	986
FBgn0265097	1010	1000	963	57	12	4.75	953
FBgn0265098	1001	1000	964	38	10	3.8	963
FBgn0265099	1026	1000	993	59	9	6.555555555555555	967
FBgn0265102	1002	1000	981	23	9	2.5555555555555554	979
FBgn0265103	976	950	969	33	7	4.714285714285714	943
FBgn0265104	1001	1000	975	27	5	5.4	974
FBgn0265105	1003	1000	999	7	3	2.3333333333333335	996
FBgn0265106	1016	1000	981	51	7	7.285714285714286	965
FBgn0265107	1051	1000	1036	66	10	6.6	985
FBgn0265137	968	927	916	93	11	8.454545454545455	875
FBgn0265139	1000	1000	962	38	8	4.75	962
FBgn0265142	1018	1000	993	43	6	7.166666666666667	975
FBgn0265143	1006	1000	1004	8	3	2.6666666666666665	998
FBgn0265145	1024	1000	1005	43	9	4.777777777777778	981
FBgn0265147	1016	1000	997	35	6	5.833333333333333	981
FBgn0265148	1011	1000	922	100	12	8.333333333333334	911
FBgn0265149	1013	1000	994	32	9	3.5555555555555554	981
FBgn0265150	1005	1000	867	143	6	23.833333333333332	862
FBgn0265152	1014	1000	1000	28	5	5.6	986
FBgn0265153	1049	1000	1048	50	9	5.555555555555555	999
FBgn0265155	1062	1000	1017	107	11	9.727272727272727	955
FBgn0265156	1021	1000	1015	27	7	3.857142857142857	994
FBgn0265157	1008	1000	988	28	9	3.111111111111111	980
FBgn0265160	1028	1000	1027	29	4	7.25	999
FBgn0265161	1027	1000	960	94	14	6.714285714285714	933
FBgn0265162	1049	1000	1000	98	18	5.444444444444445	951
FBgn0265165	1005	1000	985	25	5	5	980
FBgn0265166	1020	1000	946	94	8	11.75	926
FBgn0265167	1014	1000	971	57	7	8.142857142857142	957
FBgn0265169	1000	1000	976	24	6	4	976
FBgn0265174	1000	1000	999	1	1	1	999
FBgn0265177	1009	1000	1006	12	3	4	997
FBgn0265182	1039	1000	1030	48	7	6.857142857142857	991
FBgn0265187	1004	1000	983	25	7	3.5714285714285716	979
FBgn0265192	1000	1000	982	18	6	3	982
FBgn0265193	1016	1000	1002	30	5	6	986
FBgn0265196	1022	1000	1000	44	6	7.333333333333333	978
FBgn0265197	1005	1000	979	31	6	5.166666666666667	974
FBgn0265198	1021	1000	972	70	10	7	951
FBgn0265200	1015	1000	1005	25	6	4.166666666666667	990
FBgn0265202	1010	1000	988	32	8	4	978
FBgn0265203	1013	1000	979	47	10	4.7	966
FBgn0265204	1020	1000	1012	28	10	2.8	992
FBgn0265205	1002	1000	932	72	5	14.4	930
FBgn0265253	1030	1000	1010	50	9	5.555555555555555	980
FBgn0265255	1007	1000	750	264	4	66	743
FBgn0265256	1000	1000	985	15	7	2.142857142857143	985
FBgn0265257	1012	1000	984	40	11	3.6363636363636362	972
FBgn0265262	1034	1000	1030	38	7	5.428571428571429	996
FBgn0265265	1010	1000	905	115	10	11.5	895
FBgn0265266	1009	1000	999	19	6	3.1666666666666665	990
FBgn0265267	1002	1000	809	195	5	39	807
FBgn0265268	1049	1000	1007	91	12	7.583333333333333	958
FBgn0265269	1029	1000	1009	49	6	8.166666666666666	980
FBgn0265271	1009	1000	960	58	6	9.666666666666666	951
FBgn0265274	1005	1000	975	35	6	5.833333333333333	970
FBgn0265276	1018	1000	997	39	4	9.75	979
FBgn0265295	1002	1000	992	12	6	2	990
FBgn0265296	1051	1000	1040	62	10	6.2	989
FBgn0265297	855	841	846	23	6	3.8333333333333335	832
FBgn0265298	1000	1000	995	5	3	1.6666666666666667	995
FBgn0265299	1018	1000	1002	34	10	3.4	984
FBgn0265301	1083	999	1059	108	12	9	975
FBgn0265302	1000	1000	985	15	4	3.75	985
FBgn0265304	1008	1000	991	25	8	3.125	983
FBgn0265305	1034	1000	1024	44	9	4.888888888888889	990
FBgn0265306	1089	1000	1059	119	14	8.5	970
FBgn0265308	1020	1000	978	62	12	5.166666666666667	958
FBgn0265309	1069	1000	1063	75	12	6.25	994
FBgn0265310	1032	1000	1032	32	3	10.666666666666666	1000
FBgn0265311	1007	1000	847	167	10	16.7	840
FBgn0265312	1015	1000	1006	24	6	4	991
FBgn0265314	1000	1000	959	41	3	13.666666666666666	959
FBgn0265315	1010	1000	969	51	9	5.666666666666667	959
FBgn0265316	1032	1000	1027	37	10	3.7	995
FBgn0265317	1026	1000	972	80	12	6.666666666666667	946
FBgn0265318	1016	1000	1009	23	6	3.8333333333333335	993
FBgn0265338	1018	1000	1009	27	7	3.857142857142857	991
FBgn0265339	1030	1000	989	71	7	10.142857142857142	959
FBgn0265340	1000	1000	995	5	1	5	995
FBgn0265341	1000	1000	967	33	5	6.6	967
FBgn0265345	1005	1000	1005	5	3	1.6666666666666667	1000
FBgn0265348	1031	1000	897	165	21	7.857142857142857	866
FBgn0265349	1027	1000	978	76	12	6.333333333333333	951
FBgn0265356	1017	1000	1011	23	4	5.75	994
FBgn0265363	1011	1000	1009	13	2	6.5	998
FBgn0265364	1013	1000	975	51	9	5.666666666666667	962
FBgn0265365	1021	1000	974	68	13	5.230769230769231	953
FBgn0265366	1003	1000	746	260	4	65	743
FBgn0265367	1000	1000	963	37	4	9.25	963
FBgn0265368	1017	1000	987	47	5	9.4	970
FBgn0265369	1016	1000	982	50	10	5	966
FBgn0265371	1088	1000	1079	97	13	7.461538461538462	991
FBgn0265372	1032	1000	1004	60	11	5.454545454545454	972
FBgn0265373	1029	1000	988	70	17	4.117647058823529	959
FBgn0265375	1008	1000	1001	15	4	3.75	993
FBgn0265376	1067	1000	845	289	19	15.210526315789474	778
FBgn0265379	1005	1000	999	11	3	3.6666666666666665	994
FBgn0265381	1005	1000	952	58	6	9.666666666666666	947
FBgn0265382	1022	1000	985	59	9	6.555555555555555	963
FBgn0265414	1080	1000	1053	107	12	8.916666666666666	973
FBgn0265419	1006	1000	948	64	9	7.111111111111111	942
FBgn0265422	1008	1000	935	81	6	13.5	927
FBgn0265423	1017	1000	954	80	7	11.428571428571429	937
FBgn0265425	1006	1000	989	23	5	4.6	983
FBgn0265426	1079	1000	1049	109	10	10.9	970
FBgn0265427	1067	1000	1053	81	5	16.2	986
FBgn0265428	1014	1000	1005	23	7	3.2857142857142856	991
FBgn0265444	1007	1000	979	35	7	5	972
FBgn0265445	1011	1000	935	87	14	6.214285714285714	924
FBgn0265446	1033	1000	999	67	13	5.153846153846154	966
FBgn0265448	1035	1000	1018	52	12	4.333333333333333	983
FBgn0265449	1022	1000	927	117	11	10.636363636363637	905
FBgn0265451	1000	1000	1000	0	0	NA	1000
FBgn0265454	1010	1000	910	110	11	10	900
FBgn0265455	1027	1000	996	58	11	5.2727272727272725	969
FBgn0265458	1000	1000	987	13	3	4.333333333333333	987
FBgn0265464	1009	1000	1003	15	5	3	994
FBgn0265468	1019	1000	982	56	18	3.111111111111111	963
FBgn0265469	1068	1000	1015	121	13	9.307692307692308	947
FBgn0265470	1012	1000	954	70	7	10	942
FBgn0265487	1020	1000	1008	32	8	4	988
FBgn0265496	1061	1000	1042	80	11	7.2727272727272725	981
FBgn0265498	1009	1000	957	61	8	7.625	948
FBgn0265499	1004	1000	982	26	6	4.333333333333333	978
FBgn0265500	1001	1000	985	17	4	4.25	984
FBgn0265508	1018	1000	1008	28	6	4.666666666666667	990
FBgn0265509	1006	1000	840	172	7	24.571428571428573	834
FBgn0265510	1032	1000	1017	47	12	3.9166666666666665	985
FBgn0265511	1041	1000	1017	65	12	5.416666666666667	976
FBgn0265523	1043	1000	990	96	20	4.8	947
FBgn0265524	1040	1000	959	121	15	8.066666666666666	919
FBgn0265525	1023	1000	980	66	15	4.4	957
FBgn0265526	1006	1000	963	49	8	6.125	957
FBgn0265527	1038	1000	1035	41	7	5.857142857142857	997
FBgn0265529	1007	1000	990	24	8	3	983
FBgn0265530	1030	1000	991	69	15	4.6	961
FBgn0265531	1011	1000	1007	15	5	3	996
FBgn0265532	1012	1000	989	35	5	7	977
FBgn0265534	1060	1000	980	140	16	8.75	920
FBgn0265537	1000	1000	977	23	5	4.6	977
FBgn0265539	1015	1000	950	80	8	10	935
FBgn0265540	1031	1000	1029	33	7	4.714285714285714	998
FBgn0265543	1003	1000	976	30	7	4.285714285714286	973
FBgn0265544	1048	1000	930	166	14	11.857142857142858	882
FBgn0265545	1023	1000	1012	34	16	2.125	989
FBgn0265549	1003	1000	966	40	9	4.444444444444445	963
FBgn0265550	1013	1000	1001	25	4	6.25	988
FBgn0265551	1058	1000	1046	70	9	7.777777777777778	988
FBgn0265574	1000	1000	984	16	4	4	984
FBgn0265575	1026	1000	963	89	13	6.846153846153846	937
FBgn0265578	878	872	871	13	4	3.25	865
FBgn0265579	1014	1000	842	186	7	26.571428571428573	828
FBgn0265580	1014	1000	997	31	4	7.75	983
FBgn0265582	1030	1000	920	140	8	17.5	890
FBgn0265583	1002	1000	986	18	4	4.5	984
FBgn0265584	752	750	714	40	7	5.714285714285714	712
FBgn0265585	1025	1000	977	73	7	10.428571428571429	952
FBgn0265588	1037	1000	1033	41	9	4.555555555555555	996
FBgn0265589	1000	1000	997	3	1	3	997
FBgn0265590	1000	1000	975	25	5	5	975
FBgn0265591	1017	1000	1007	27	5	5.4	990
FBgn0265592	1024	1000	977	71	16	4.4375	953
FBgn0265593	1024	1000	947	101	10	10.1	923
FBgn0265594	1011	1000	982	40	7	5.714285714285714	971
FBgn0265595	1019	1000	978	60	13	4.615384615384615	959
FBgn0265596	1076	1000	1037	115	17	6.764705882352941	961
FBgn0265597	1018	1000	975	61	10	6.1	957
FBgn0265605	1003	1000	985	21	8	2.625	982
FBgn0265606	1001	1000	996	6	4	1.5	995
FBgn0265608	1040	1000	970	110	8	13.75	930
FBgn0265611	1089	1000	1065	113	14	8.071428571428571	976
FBgn0265612	1024	1000	988	60	10	6	964
FBgn0265613	1149	1000	1049	249	20	12.45	900
FBgn0265614	1027	1000	990	64	8	8	963
FBgn0265623	1040	1000	1011	69	9	7.666666666666667	971
FBgn0265625	1017	1000	999	35	7	5	982
FBgn0265630	1014	1000	997	31	8	3.875	983
FBgn0265631	1023	1000	995	51	10	5.1	972
FBgn0265632	1017	1000	1001	33	7	4.714285714285714	984
FBgn0265635	1012	1000	996	28	7	4	984
FBgn0265636	1031	1000	1024	38	9	4.222222222222222	993
FBgn0265637	1013	1000	888	138	7	19.714285714285715	875
FBgn0265638	1021	1000	964	78	9	8.666666666666666	943
FBgn0265639	1036	1000	985	87	10	8.7	949
FBgn0265640	1013	1000	929	97	10	9.7	916
FBgn0265641	1039	1000	1013	65	14	4.642857142857143	974
FBgn0265642	1015	1000	989	41	13	3.1538461538461537	974
FBgn0265643	1007	1000	987	27	6	4.5	980
FBgn0265646	988	985	981	10	6	1.6666666666666667	978
FBgn0265649	1007	1000	954	60	8	7.5	947
FBgn0265651	1016	1000	953	79	8	9.875	937
FBgn0265657	1025	1000	974	76	9	8.444444444444445	949
FBgn0265658	1017	1000	1005	29	9	3.2222222222222223	988
FBgn0265660	1005	1000	971	39	8	4.875	966
FBgn0265661	1012	1000	988	36	13	2.769230769230769	976
FBgn0265662	1027	1000	1010	44	9	4.888888888888889	983
FBgn0265663	1000	1000	903	97	9	10.777777777777779	903
FBgn0265664	1033	1000	677	389	16	24.3125	644
FBgn0265665	778	771	771	14	5	2.8	764
FBgn0265666	1036	1000	1033	39	4	9.75	997
FBgn0265670	863	854	849	23	4	5.75	840
FBgn0265671	1010	1000	966	54	7	7.714285714285714	956
FBgn0265672	1027	1000	1009	45	8	5.625	982
FBgn0265673	1006	1000	991	21	4	5.25	985
FBgn0265674	1019	1000	997	41	8	5.125	978
FBgn0265675	1000	1000	966	34	4	8.5	966
FBgn0265676	1005	1000	649	361	7	51.57142857142857	644
FBgn0265678	1000	1000	976	24	3	8	976
FBgn0265679	1001	1000	990	12	5	2.4	989
FBgn0265680	1022	1000	1008	36	5	7.2	986
FBgn0265682	1054	1000	1046	62	8	7.75	992
FBgn0265683	1005	1000	923	87	14	6.214285714285714	918
FBgn0265684	1053	1000	1023	83	11	7.545454545454546	970
FBgn0265687	1008	1000	956	60	15	4	948
FBgn0265688	1019	1000	960	78	11	7.090909090909091	941
FBgn0265690	752	752	735	17	4	4.25	735
FBgn0265691	1016	1000	967	65	8	8.125	951
FBgn0265692	1000	1000	993	7	2	3.5	993
FBgn0265693	1014	1000	950	78	9	8.666666666666666	936
FBgn0265694	1005	1000	959	51	4	12.75	954
FBgn0265695	1005	1000	937	73	6	12.166666666666666	932
FBgn0265696	1001	1000	888	114	5	22.8	887
FBgn0265697	1053	1000	990	116	9	12.88888888888889	937
FBgn0265699	1000	1000	990	10	1	10	990
FBgn0265700	1087	1000	1064	110	16	6.875	977
FBgn0265701	1044	1000	925	163	18	9.055555555555555	881
FBgn0265702	1014	1000	1002	26	9	2.888888888888889	988
FBgn0265704	1031	1000	977	85	9	9.444444444444445	946
FBgn0265705	1023	1000	981	65	13	5	958
FBgn0265706	1026	1000	1013	39	7	5.571428571428571	987
FBgn0265707	1025	1000	977	73	11	6.636363636363637	952
FBgn0265708	1016	1000	883	149	11	13.545454545454545	867
FBgn0265710	1085	1000	1033	137	15	9.133333333333333	948
FBgn0265712	1014	1000	990	38	8	4.75	976
FBgn0265713	1010	1000	913	107	6	17.833333333333332	903
FBgn0265715	1025	1000	991	59	13	4.538461538461538	966
FBgn0265716	1001	1000	992	10	4	2.5	991
FBgn0265718	1009	1000	986	32	10	3.2	977
FBgn0265719	1028	1000	956	100	12	8.333333333333334	928
FBgn0265720	1015	1000	969	61	10	6.1	954
FBgn0265721	1031	1000	1006	56	7	8	975
FBgn0265722	1011	1000	954	68	10	6.8	943
FBgn0265723	1004	1000	972	36	5	7.2	968
FBgn0265725	1009	1000	1004	14	3	4.666666666666667	995
FBgn0265726	1054	1000	994	114	15	7.6	940
FBgn0265728	1015	1000	1003	27	5	5.4	988
FBgn0265729	1025	1000	1020	30	3	10	995
FBgn0265730	1012	1000	958	66	7	9.428571428571429	946
FBgn0265731	1030	1000	987	73	13	5.615384615384615	957
FBgn0265732	1057	1000	1039	75	8	9.375	982
FBgn0265733	1051	1000	1035	67	13	5.153846153846154	984
FBgn0265735	1013	1000	992	34	8	4.25	979
FBgn0265737	1040	1000	1027	53	8	6.625	987
FBgn0265738	1004	1000	1000	8	3	2.6666666666666665	996
FBgn0265739	1005	1000	968	42	6	7	963
FBgn0265740	1024	1000	951	97	9	10.777777777777779	927
FBgn0265741	1035	1000	1031	39	5	7.8	996
FBgn0265742	1000	1000	998	2	2	1	998
FBgn0265743	1104	1000	1082	126	14	9	978
FBgn0265744	1057	1000	1032	82	10	8.2	975
FBgn0265745	1006	1000	969	43	7	6.142857142857143	963
FBgn0265746	1060	1000	1026	94	9	10.444444444444445	966
FBgn0265747	1028	1000	1028	28	5	5.6	1000
FBgn0265749	1030	1000	1010	50	9	5.555555555555555	980
FBgn0265751	1013	1000	995	31	4	7.75	982
FBgn0265752	1010	1000	997	23	5	4.6	987
FBgn0265753	1017	1000	924	110	9	12.222222222222221	907
FBgn0265754	1074	1000	1038	110	10	11	964
FBgn0265755	1004	1000	999	9	5	1.8	995
FBgn0265756	1010	1000	995	25	6	4.166666666666667	985
FBgn0265758	1069	1000	1052	86	11	7.818181818181818	983
FBgn0265759	1043	1000	1023	63	9	7	980
FBgn0265760	1054	1000	1004	104	13	8	950
FBgn0265761	1041	1000	866	216	12	18	825
FBgn0265762	1007	1000	992	22	6	3.6666666666666665	985
FBgn0265763	1002	1000	987	17	6	2.8333333333333335	985
FBgn0265764	1005	1000	993	17	5	3.4	988
FBgn0265765	1008	1000	992	24	6	4	984
FBgn0265766	1000	1000	976	24	1	24	976
FBgn0265767	1015	1000	652	378	9	42	637
FBgn0265778	1010	1000	976	44	7	6.285714285714286	966
FBgn0265784	1014	1000	987	41	11	3.727272727272727	973
FBgn0265785	1035	1000	1020	50	7	7.142857142857143	985
FBgn0265786	964	957	923	48	7	6.857142857142857	916
FBgn0265788	1009	1000	1005	13	9	1.4444444444444444	996
FBgn0265789	1000	1000	973	27	3	9	973
FBgn0265790	1015	1000	1000	30	9	3.3333333333333335	985
FBgn0265791	823	812	769	65	7	9.285714285714286	758
FBgn0265792	1064	1000	1029	99	10	9.9	965
FBgn0265794	1022	1000	1003	41	11	3.727272727272727	981
FBgn0265795	1031	1000	996	66	14	4.714285714285714	965
FBgn0265796	1001	1000	955	47	9	5.222222222222222	954
FBgn0265797	1031	1000	994	68	13	5.230769230769231	963
FBgn0265798	1072	1000	1012	132	19	6.947368421052632	940
FBgn0265799	1040	1000	986	94	23	4.086956521739131	946
FBgn0265800	1003	1000	997	9	4	2.25	994
FBgn0265801	1011	1000	993	29	8	3.625	982
FBgn0265802	1006	1000	858	154	14	11	852
FBgn0265803	1006	1000	987	25	6	4.166666666666667	981
FBgn0265805	1010	1000	990	30	7	4.285714285714286	980
FBgn0265807	1001	1000	817	185	8	23.125	816
FBgn0265808	1060	1000	1032	88	13	6.769230769230769	972
FBgn0265811	1004	1000	988	20	6	3.3333333333333335	984
FBgn0265812	1005	1000	984	26	9	2.888888888888889	979
FBgn0265813	1012	1000	997	27	12	2.25	985
FBgn0265814	1001	1000	944	58	11	5.2727272727272725	943
FBgn0265815	1017	1000	975	59	7	8.428571428571429	958
FBgn0265817	1019	1000	973	65	8	8.125	954
FBgn0265818	1033	1000	1008	58	9	6.444444444444445	975
FBgn0265820	1023	1000	1019	27	7	3.857142857142857	996
FBgn0265821	1008	1000	983	33	11	3	975
FBgn0265823	1049	1000	1018	80	12	6.666666666666667	969
FBgn0265824	1003	1000	984	22	8	2.75	981
FBgn0265826	1010	1000	970	50	5	10	960
FBgn0265827	1004	1000	979	29	5	5.8	975
FBgn0265828	1006	1000	1003	9	3	3	997
FBgn0265829	1013	1000	929	97	10	9.7	916
FBgn0265831	1104	1000	1057	151	18	8.38888888888889	953
FBgn0265832	1066	1000	1011	121	19	6.368421052631579	945
FBgn0265833	1036	1000	1020	52	10	5.2	984
FBgn0265834	1017	1000	969	65	9	7.222222222222222	952
FBgn0265837	1034	1000	1013	55	10	5.5	979
FBgn0265838	1001	1000	995	7	5	1.4	994
FBgn0265839	1009	1000	955	63	7	9	946
FBgn0265840	1051	1000	1046	56	4	14	995
FBgn0265841	1013	1000	999	27	4	6.75	986
FBgn0265842	1013	1000	916	110	6	18.333333333333332	903
FBgn0265843	1010	1000	965	55	10	5.5	955
FBgn0265844	1008	1000	979	37	7	5.285714285714286	971
FBgn0265845	1013	1000	1012	14	4	3.5	999
FBgn0265846	1020	1000	1002	38	11	3.4545454545454546	982
FBgn0265849	1032	1000	1016	48	6	8	984
FBgn0265850	909	899	896	23	7	3.2857142857142856	886
FBgn0265851	1015	1000	956	74	12	6.166666666666667	941
FBgn0265853	1008	1000	954	62	13	4.769230769230769	946
FBgn0265854	1056	1000	1014	98	12	8.166666666666666	958
FBgn0265855	1025	1000	1004	46	7	6.571428571428571	979
FBgn0265857	1063	1000	1020	106	14	7.571428571428571	957
FBgn0265859	1035	1000	1010	60	10	6	975
FBgn0265861	1014	1000	960	68	7	9.714285714285714	946
FBgn0265862	1013	1000	958	68	8	8.5	945
FBgn0265863	1019	1000	961	77	10	7.7	942
FBgn0265864	1012	1000	1001	23	4	5.75	989
FBgn0265865	1027	1000	956	98	20	4.9	929
FBgn0265866	1033	1000	933	133	15	8.866666666666667	900
FBgn0265869	1003	1000	875	131	13	10.076923076923077	872
FBgn0265870	1020	1000	1012	28	6	4.666666666666667	992
FBgn0265873	1012	1000	979	45	8	5.625	967
FBgn0265874	1002	1000	907	97	12	8.083333333333334	905
FBgn0265876	1004	1000	981	27	5	5.4	977
FBgn0265878	1005	1000	979	31	10	3.1	974
FBgn0265879	1007	1000	979	35	7	5	972
FBgn0265880	1043	1000	965	121	15	8.066666666666666	922
FBgn0265882	1003	1000	965	41	6	6.833333333333333	962
FBgn0265883	1006	1000	936	76	14	5.428571428571429	930
FBgn0265884	1023	1000	932	114	6	19	909
FBgn0265885	1028	1000	1004	52	9	5.777777777777778	976
FBgn0265886	1000	1000	950	50	2	25	950
FBgn0265887	1060	1000	1045	75	13	5.769230769230769	985
FBgn0265889	1061	1000	1037	85	13	6.538461538461538	976
FBgn0265890	1014	1000	985	43	8	5.375	971
FBgn0265891	1053	1000	1026	80	9	8.88888888888889	973
FBgn0265892	1018	1000	902	134	10	13.4	884
FBgn0265893	691	687	675	20	4	5	671
FBgn0265894	1009	1000	931	87	10	8.7	922
FBgn0265895	1007	1000	997	17	4	4.25	990
FBgn0265897	1029	1000	1022	36	8	4.5	993
FBgn0265898	1030	1000	1003	57	10	5.7	973
FBgn0265900	1035	1000	994	76	5	15.2	959
FBgn0265901	1004	1000	998	10	6	1.6666666666666667	994
FBgn0265902	1018	1000	763	273	5	54.6	745
FBgn0265903	1016	1000	911	121	7	17.285714285714285	895
FBgn0265904	1022	1000	1017	27	7	3.857142857142857	995
FBgn0265905	1004	1000	960	48	3	16	956
FBgn0265908	1020	1000	1009	31	9	3.4444444444444446	989
FBgn0265911	1023	1000	1004	42	9	4.666666666666667	981
FBgn0265912	1034	1000	972	96	16	6	938
FBgn0265913	1003	1000	955	51	8	6.375	952
FBgn0265914	1026	1000	976	76	13	5.846153846153846	950
FBgn0265915	1037	1000	956	118	5	23.6	919
FBgn0265916	1008	1000	993	23	3	7.666666666666667	985
FBgn0265917	1014	1000	981	47	7	6.714285714285714	967
FBgn0265918	1028	1000	968	88	15	5.866666666666666	940
FBgn0265919	1003	1000	894	112	16	7	891
FBgn0265921	1053	1000	1023	83	8	10.375	970
FBgn0265922	1040	1000	971	109	15	7.266666666666667	931
FBgn0265924	1044	1000	1003	85	10	8.5	959
FBgn0265926	1014	1000	956	72	13	5.538461538461538	942
FBgn0265927	1055	1000	979	131	21	6.238095238095238	924
FBgn0265928	941	905	919	58	11	5.2727272727272725	883
FBgn0265931	1080	1000	1030	130	24	5.416666666666667	950
FBgn0265933	1054	1000	1020	88	17	5.176470588235294	966
FBgn0265934	1075	1000	1044	106	17	6.235294117647059	969
FBgn0265937	1021	1000	1009	33	7	4.714285714285714	988
FBgn0265938	1061	1000	1044	78	9	8.666666666666666	983
FBgn0265939	1004	1000	946	62	11	5.636363636363637	942
FBgn0265942	1012	1000	1003	21	5	4.2	991
FBgn0265943	1001	1000	941	61	4	15.25	940
FBgn0265944	1015	1000	1006	24	9	2.6666666666666665	991
FBgn0265945	1013	1000	1003	23	6	3.8333333333333335	990
FBgn0265946	1003	1000	986	20	5	4	983
FBgn0265948	1033	1000	1021	45	6	7.5	988
FBgn0265949	1060	1000	1035	85	6	14.166666666666666	975
FBgn0265950	1016	1000	1010	22	3	7.333333333333333	994
FBgn0265951	1028	1000	1003	53	11	4.818181818181818	975
FBgn0265952	1022	1000	989	55	8	6.875	967
FBgn0265954	1018	1000	984	52	9	5.777777777777778	966
FBgn0265955	1034	1000	1016	52	10	5.2	982
FBgn0265956	1016	1000	922	110	11	10	906
FBgn0265957	1043	1000	1003	83	15	5.533333333333333	960
