gene	JC	K2P
FBgn0000008	  9.31  9.31
FBgn0260713	  7.13  7.13
FBgn0260720	  4.45  4.45
FBgn0260742	  4.23  4.24
FBgn0260743	  6.16  6.18
FBgn0260745	  7.40  7.40
FBgn0260746	  6.97  7.00
FBgn0260753	  7.15  7.17
FBgn0260755	 12.55 12.60
FBgn0260766	 10.93 10.97
FBgn0260768	 10.31 10.34
FBgn0260771	  5.47  5.48
FBgn0260777	  3.77  3.78
FBgn0260779	  4.33  4.35
FBgn0260789	  6.84  6.87
FBgn0260795	  6.06  6.08
FBgn0260817	  4.99  4.99
FBgn0260855	  9.76  9.78
FBgn0260856	  4.04  4.04
FBgn0260858	  6.16  6.18
FBgn0260861	  7.26  7.26
FBgn0260866	  7.16  7.17
FBgn0260873	  6.00  6.00
FBgn0260932	  8.37  8.37
FBgn0260935	  8.53  8.54
FBgn0260938	  2.82  2.83
FBgn0260940	  8.80  8.81
FBgn0260941	 10.64 10.66
FBgn0260942	  5.79  5.79
FBgn0260943	  5.13  5.14
FBgn0260944	  7.36  7.37
FBgn0260945	 12.52 12.54
FBgn0260959	  8.65  8.65
FBgn0260960	 13.34 13.36
FBgn0260962	 10.83 10.85
FBgn0260964	  7.55  7.55
FBgn0260965	  4.00  4.02
FBgn0260969	 11.62 11.68
FBgn0260971	  3.97  3.98
FBgn0260972	  7.27  7.29
FBgn0260985	  4.34  4.35
FBgn0260986	  5.53  5.55
FBgn0260987	 12.24 12.24
FBgn0260991	  5.09  5.09
FBgn0261020	  9.61  9.61
FBgn0261046	  6.17  6.17
FBgn0261049	  5.32  5.33
FBgn0261053	  4.61  4.62
FBgn0261054	  3.57  3.57
FBgn0261055	  4.78  4.78
FBgn0261059	  5.74  5.75
FBgn0261065	  9.40  9.43
FBgn0261067	  6.24  6.25
FBgn0261068	  5.25  5.25
FBgn0261085	 11.20 11.23
FBgn0261086	  8.52  8.54
FBgn0261090	  6.01  6.01
FBgn0261109	  7.02  7.05
FBgn0261111	  8.10  8.12
FBgn0261113	  8.22  8.23
FBgn0261119	  8.89  8.91
FBgn0261238	  6.50  6.52
FBgn0261243	  8.63  8.64
FBgn0261245	  6.15  6.16
FBgn0261258	  6.79  6.80
FBgn0261260	  7.82  7.85
FBgn0261261	  6.77  6.79
FBgn0261262	  8.06  8.07
FBgn0261266	  5.07  5.10
FBgn0261268	 13.39 13.39
FBgn0261269	  3.91  3.92
FBgn0261270	  6.51  6.52
FBgn0261274	 15.59 15.66
FBgn0261277	  5.34  5.35
FBgn0261283	  7.67  7.68
FBgn0261284	  5.27  5.27
FBgn0261285	  9.39  9.43
FBgn0261286	  7.51  7.51
FBgn0261289	  5.56  5.56
FBgn0261290	  6.35  6.36
FBgn0261291	  3.02  3.02
FBgn0261292	  5.91  5.94
FBgn0261293	 12.85 12.88
FBgn0261294	 11.52 11.55
FBgn0261341	  3.44  3.44
FBgn0261363	 11.48 11.48
FBgn0261373	  5.71  5.72
FBgn0261380	  7.13  7.13
FBgn0261383	  5.75  5.76
FBgn0261385	 11.26 11.29
FBgn0261395	  7.34  7.35
FBgn0261397	  5.61  5.63
FBgn0261401	  4.55  4.55
FBgn0261429	  8.76  8.76
FBgn0261434	  5.07  5.07
FBgn0261436	 12.63 12.66
FBgn0261437	  5.29  5.29
FBgn0261446	  8.32  8.32
FBgn0261456	  7.74  7.74
FBgn0261461	  7.35  7.36
FBgn0261477	 10.14 10.14
FBgn0261479	  2.86  2.86
FBgn0261501	  4.51  4.52
FBgn0261502	  5.65  5.66
FBgn0261509	  5.51  5.54
FBgn0261523	  4.98  4.99
FBgn0261524	  9.45  9.47
FBgn0261526	  6.13  6.14
FBgn0261529	  5.36  5.38
FBgn0261530	  4.08  4.08
FBgn0261545	  5.44  5.45
FBgn0261550	 14.12 14.12
FBgn0261552	  6.30  6.30
FBgn0261553	  8.81  8.81
FBgn0261554	  3.92  3.93
FBgn0261555	  6.81  6.83
FBgn0261556	  9.25  9.26
FBgn0261560	  4.22  4.23
FBgn0261561	  5.08  5.08
FBgn0261562	  5.67  5.68
FBgn0261564	  8.11  8.13
FBgn0261568	  4.34  4.34
FBgn0261570	  5.60  5.62
FBgn0261571	  3.32  3.32
FBgn0261573	  3.09  3.09
FBgn0261574	  8.03  8.04
FBgn0261582	  4.76  4.77
FBgn0261583	  3.10  3.10
FBgn0261584	  3.49  3.50
FBgn0261586	  7.49  7.49
FBgn0261587	  4.78  4.79
FBgn0261588	  5.57  5.57
FBgn0261592	 10.13 10.14
FBgn0261602	 11.44 11.47
FBgn0261610	  7.17  7.20
FBgn0261611	  7.20  7.21
FBgn0261612	  4.90  4.91
FBgn0261614	  2.70  2.71
FBgn0261615	  5.77  5.78
FBgn0261616	 11.94 11.98
FBgn0261618	  8.61  8.63
FBgn0261627	  2.38  2.38
FBgn0261628	 13.95 13.96
FBgn0261630	  6.70  6.71
FBgn0261633	  8.74  8.74
FBgn0261634	 10.95 10.97
FBgn0261635	  4.10  4.10
FBgn0261636	  3.76  3.76
FBgn0261641	 11.56 11.59
FBgn0261647	  4.89  4.89
FBgn0261648	  2.44  2.45
FBgn0261649	  7.52  7.53
FBgn0261671	 13.64 13.70
FBgn0261673	  5.33  5.34
FBgn0261674	  6.78  6.78
FBgn0261675	  7.20  7.20
FBgn0261700	  5.16  5.17
FBgn0261705	  3.76  3.77
FBgn0261707	  4.77  4.77
FBgn0261709	  3.88  3.89
FBgn0261710	  6.76  6.76
FBgn0261714	  2.05  2.05
FBgn0261722	 12.39 12.39
FBgn0261723	  5.05  5.05
FBgn0261786	  5.89  5.91
FBgn0261789	  8.37  8.41
FBgn0261791	  7.16  7.16
FBgn0261792	  4.85  4.86
FBgn0261793	 10.47 10.47
FBgn0261794	  8.58  8.59
FBgn0261797	  4.78  4.78
FBgn0261799	  6.55  6.56
FBgn0261800	  9.02  9.04
FBgn0261801	  7.06  7.09
FBgn0261803	 10.64 10.68
FBgn0261804	  6.32  6.33
FBgn0261805	  4.40  4.40
FBgn0261806	  4.88  4.89
FBgn0261807	  7.15  7.16
FBgn0261811	 10.28 10.33
FBgn0261813	  5.91  5.92
FBgn0261816	  3.92  3.92
FBgn0261817	  5.44  5.45
FBgn0261823	  8.60  8.61
FBgn0261832	  7.42  7.43
FBgn0261833	  4.99  4.99
FBgn0261836	  9.29  9.29
FBgn0261850	  6.32  6.35
FBgn0261854	  5.05  5.07
FBgn0261857	  9.85  9.90
FBgn0261860	  4.21  4.22
FBgn0261861	  6.72  6.74
FBgn0261871	  6.86  6.86
FBgn0261872	  5.14  5.15
FBgn0261873	  9.55  9.56
FBgn0261881	  8.67  8.69
FBgn0261885	 16.05 16.05
FBgn0261924	  4.95  4.95
FBgn0261927	  8.22  8.23
FBgn0261929	  5.81  5.82
FBgn0261930	  5.37  5.38
FBgn0261931	  5.13  5.14
FBgn0261932	  5.75  5.77
FBgn0261933	  5.19  5.19
FBgn0261938	  4.33  4.34
FBgn0261952	 10.94 10.95
FBgn0261953	  2.24  2.24
FBgn0261955	  3.69  3.70
FBgn0261963	  5.13  5.13
FBgn0261976	  3.93  3.94
FBgn0261983	  4.13  4.14
FBgn0261984	  6.22  6.23
FBgn0261986	  7.35  7.35
FBgn0261987	 15.65 15.65
FBgn0261988	 11.54 11.57
FBgn0261990	  8.62  8.64
FBgn0261994	  5.32  5.33
FBgn0261999	  7.81  7.83
FBgn0262000	  5.09  5.09
FBgn0262001	  4.05  4.05
FBgn0262003	  7.81  7.82
FBgn0262005	 12.18 12.20
FBgn0262006	  9.09  9.10
FBgn0262007	 12.84 12.85
FBgn0262008	  6.38  6.38
FBgn0262009	  2.61  2.61
FBgn0262018	  6.26  6.27
FBgn0262020	  3.64  3.64
FBgn0262021	  8.32  8.33
FBgn0262022	 11.26 11.27
FBgn0262025	  2.32  2.32
FBgn0262028	  2.78  2.78
FBgn0262030	  4.75  4.75
FBgn0262033	  3.65  3.65
FBgn0262057	  6.04  6.04
FBgn0262081	  6.18  6.20
FBgn0262097	  6.93  6.93
FBgn0262098	  2.78  2.79
FBgn0262100	  9.78  9.79
FBgn0262102	  7.08  7.09
FBgn0262104	  4.80  4.81
FBgn0262105	  5.12  5.12
FBgn0262106	  8.14  8.15
FBgn0262107	  5.18  5.19
FBgn0262108	  9.75  9.76
FBgn0262112	  5.38  5.39
FBgn0262114	 12.46 12.51
FBgn0262125	  3.48  3.48
FBgn0262127	  7.75  7.78
FBgn0262141	 14.76 14.80
FBgn0262146	  3.70  3.70
FBgn0262149	  3.72  3.72
FBgn0262150	  6.49  6.50
FBgn0262160	  4.56  4.57
FBgn0262166	  3.65  3.65
FBgn0262167	  4.87  4.88
FBgn0262169	  5.01  5.01
FBgn0262170	  2.76  2.76
FBgn0262172	  5.01  5.01
FBgn0262178	  6.85  6.88
FBgn0262181	  8.23  8.24
FBgn0262215	  7.58  7.58
FBgn0262223	  4.39  4.40
FBgn0262256	  3.45  3.45
FBgn0262263	  3.41  3.41
FBgn0262266	 10.48 10.49
FBgn0262302	  7.89  7.91
FBgn0262314	 11.69 11.75
FBgn0262334	 15.60 15.60
FBgn0262338	  9.99 10.00
FBgn0262352	  6.72  6.74
FBgn0262353	  6.33  6.34
FBgn0262354	  5.97  5.97
FBgn0262356	  2.33  2.33
FBgn0262357	  4.20  4.20
FBgn0262358	  6.30  6.32
FBgn0262360	  7.42  7.43
FBgn0262361	  5.00  5.01
FBgn0262364	  5.98  6.00
FBgn0262374	  2.52  2.52
FBgn0262376	  2.27  2.27
FBgn0262383	  2.75  2.75
FBgn0262388	  4.44  4.45
FBgn0262390	  4.74  4.76
FBgn0262396	  7.07  7.08
FBgn0262400	  4.56  4.57
FBgn0262401	  7.30  7.31
FBgn0262415	  2.67  2.67
FBgn0262428	  4.96  4.96
FBgn0262433	  5.25  5.26
FBgn0262437	  8.57  8.58
FBgn0262440	  2.46  2.46
FBgn0262445	  4.84  4.85
FBgn0262446	  3.89  3.89
FBgn0262467	  4.35  4.35
FBgn0262473	  9.95  9.96
FBgn0262475	  3.93  3.93
FBgn0262476	 10.01 10.03
FBgn0262480	  4.52  4.53
FBgn0262483	  3.29  3.29
FBgn0262484	  6.81  6.81
FBgn0262486	  4.25  4.25
FBgn0262487	  3.98  3.99
FBgn0262508	 11.13 11.15
FBgn0262512	 14.31 14.32
FBgn0262515	  8.33  8.34
FBgn0262517	  5.39  5.41
FBgn0262518	  2.97  2.98
FBgn0262519	  2.85  2.86
FBgn0262524	  2.03  2.03
FBgn0262529	  4.21  4.22
FBgn0262534	  5.91  5.92
FBgn0262535	  5.32  5.34
FBgn0262541	  4.96  4.96
FBgn0262544	  6.02  6.04
FBgn0262546	  3.89  3.89
FBgn0262547	  7.25  7.25
FBgn0262559	  7.30  7.31
FBgn0262562	  7.65  7.65
FBgn0262564	  6.37  6.38
FBgn0262567	  5.04  5.04
FBgn0262568	  5.14  5.14
FBgn0262569	  5.73  5.73
FBgn0262571	  6.11  6.13
FBgn0262572	 10.61 10.66
FBgn0262574	  3.01  3.01
FBgn0262575	  6.14  6.18
FBgn0262576	  5.07  5.08
FBgn0262577	  3.94  3.94
FBgn0262580	  6.42  6.43
FBgn0262581	  3.63  3.63
FBgn0262592	  7.12  7.12
FBgn0262593	  8.39  8.40
FBgn0262594	  4.66  4.66
FBgn0262598	  9.09  9.11
FBgn0262599	  8.24  8.24
FBgn0262601	  4.76  4.77
FBgn0262604	  3.62  3.62
FBgn0262605	  3.26  3.27
FBgn0262608	  6.71  6.72
FBgn0262609	 10.66 10.66
FBgn0262611	  6.91  6.93
FBgn0262612	  1.96  1.96
FBgn0262616	  7.18  7.19
FBgn0262619	  5.88  5.89
FBgn0262622	  2.68  2.68
FBgn0262623	  7.08  7.10
FBgn0262624	  6.67  6.68
FBgn0262636	  4.35  4.35
FBgn0262647	  6.15  6.15
FBgn0262679	  8.90  8.92
FBgn0262680	 12.84 12.87
FBgn0262683	  7.46  7.47
FBgn0262685	  9.28  9.29
FBgn0262686	  8.70  8.71
FBgn0262690	  4.05  4.06
FBgn0262699	  7.69  7.71
FBgn0262716	  5.26  5.27
FBgn0262730	  9.00  9.01
FBgn0262731	 12.42 12.46
FBgn0262734	  8.88  8.91
FBgn0262736	  9.15  9.16
FBgn0262737	  6.69  6.70
FBgn0262738	  9.57  9.59
FBgn0262740	 10.38 10.40
FBgn0262743	  7.13  7.13
FBgn0262782	  7.35  7.36
FBgn0262786	  2.87  2.87
FBgn0262787	  4.26  4.26
FBgn0262788	  3.32  3.33
FBgn0262794	  4.54  4.54
FBgn0262801	  9.71  9.73
FBgn0262808	  8.53  8.53
FBgn0262810	  5.01  5.02
FBgn0262811	  6.71  6.71
FBgn0262813	  5.62  5.63
FBgn0262817	  3.74  3.74
FBgn0262819	  5.34  5.36
FBgn0262820	  4.33  4.35
FBgn0262821	  5.18  5.18
FBgn0262822	  5.38  5.38
FBgn0262827	  2.53  2.53
FBgn0262838	 17.89 17.89
FBgn0262840	  3.90  3.91
FBgn0262842	  3.86  3.87
FBgn0262843	  3.69  3.70
FBgn0262858	  2.99  3.00
FBgn0262869	  3.06  3.07
FBgn0262871	  4.94  4.95
FBgn0262872	  2.03  2.03
FBgn0262875	  4.36  4.37
FBgn0262876	  2.89  2.89
FBgn0262877	  1.54  1.54
FBgn0262880	  6.37  6.38
FBgn0262881	  7.76  7.76
FBgn0262882	  6.21  6.22
FBgn0262883	  4.62  4.62
FBgn0262885	 17.44 17.46
FBgn0262887	 11.36 11.40
FBgn0262888	  4.94  4.94
FBgn0262889	 10.58 10.58
FBgn0262890	  3.09  3.09
FBgn0262891	  8.40  8.41
FBgn0262892	  3.60  3.60
FBgn0262893	  2.97  2.97
FBgn0262895	  2.52  2.52
FBgn0262896	  8.65  8.66
FBgn0262899	  5.43  5.46
FBgn0262902	  3.77  3.77
FBgn0262903	  5.10  5.11
FBgn0262904	  6.18  6.19
FBgn0262937	  3.06  3.06
FBgn0262944	  5.83  5.84
FBgn0262947	 11.73 11.76
FBgn0262951	  5.27  5.29
FBgn0262955	  9.03  9.05
FBgn0262960	  6.71  6.73
FBgn0262962	  6.06  6.08
FBgn0262963	  3.32  3.32
FBgn0262967	  5.11  5.12
FBgn0262969	  7.36  7.37
FBgn0262972	  1.85  1.86
FBgn0262976	  4.09  4.10
FBgn0262979	  4.93  4.94
FBgn0262981	  4.58  4.58
FBgn0262984	  4.56  4.56
FBgn0262986	  8.69  8.69
FBgn0262987	  5.08  5.10
FBgn0262988	  4.54  4.55
FBgn0262989	 11.44 11.49
FBgn0262990	  5.63  5.64
FBgn0262992	  6.76  6.76
FBgn0262994	  3.72  3.73
FBgn0262995	  3.54  3.54
FBgn0262996	  6.25  6.26
FBgn0262998	  6.11  6.12
FBgn0262999	  9.26  9.28
FBgn0263004	  5.07  5.07
FBgn0263006	  4.46  4.47
FBgn0263019	  7.33  7.34
FBgn0263022	  7.73  7.74
FBgn0263026	  5.69  5.70
FBgn0263027	  5.28  5.29
FBgn0263034	 11.16 11.18
FBgn0263037	  4.17  4.17
FBgn0263038	  5.20  5.20
FBgn0263040	  5.56  5.57
FBgn0263072	  5.67  5.67
FBgn0263076	  2.24  2.24
FBgn0263077	  7.20  7.23
FBgn0263080	  6.42  6.43
FBgn0263082	  5.20  5.21
FBgn0263083	  4.06  4.06
FBgn0263084	  3.95  3.95
FBgn0263086	  7.60  7.62
FBgn0263088	 11.74 11.74
FBgn0263089	  6.45  6.45
FBgn0263090	  7.12  7.13
FBgn0263092	 16.88 16.99
FBgn0263093	 12.36 12.37
FBgn0263095	  1.76  1.76
FBgn0263102	  8.93  8.94
FBgn0263108	  6.07  6.08
FBgn0263109	  2.24  2.24
FBgn0263110	  2.65  2.65
FBgn0263114	  3.39  3.39
FBgn0263116	  2.67  2.67
FBgn0263118	  3.50  3.51
FBgn0263120	  8.16  8.16
FBgn0263130	  2.56  2.57
FBgn0263131	  4.08  4.09
FBgn0263132	  8.30  8.30
FBgn0263143	  4.04  4.05
FBgn0263144	  5.98  5.99
FBgn0263197	  6.04  6.06
FBgn0263198	  5.95  5.97
FBgn0263199	  7.17  7.19
FBgn0263200	  5.78  5.79
FBgn0263216	  3.83  3.84
FBgn0263217	  3.51  3.51
FBgn0263220	  4.82  4.82
FBgn0263233	  6.41  6.43
FBgn0263234	  6.42  6.44
FBgn0263236	  6.88  6.89
FBgn0263237	 12.11 12.15
FBgn0263239	  5.10  5.11
FBgn0263240	  3.73  3.74
FBgn0263241	  7.74  7.74
FBgn0263246	  4.46  4.48
FBgn0263247	 13.52 13.52
FBgn0263248	 15.39 15.40
FBgn0263249	 10.78 10.80
FBgn0263256	  6.87  6.88
FBgn0263257	  8.53  8.55
FBgn0263258	  8.26  8.31
FBgn0263289	 13.63 13.63
FBgn0263320	  3.62  3.62
FBgn0263321	  2.30  2.30
FBgn0263322	  3.29  3.31
FBgn0263323	  4.61  4.63
FBgn0263325	  6.55  6.56
FBgn0263327	  8.37  8.39
FBgn0263328	  5.60  5.60
FBgn0263330	  3.66  3.66
FBgn0263331	  8.02  8.03
FBgn0263332	  4.00  4.00
FBgn0263333	  4.65  4.65
FBgn0263334	  6.72  6.75
FBgn0263335	  3.79  3.79
FBgn0263337	  6.03  6.05
FBgn0263338	  3.49  3.50
FBgn0263340	  3.41  3.41
FBgn0263341	  2.04  2.04
FBgn0263342	  3.95  3.95
FBgn0263344	 12.32 12.35
FBgn0263351	  6.42  6.44
FBgn0263352	 10.82 10.84
FBgn0263353	  5.62  5.63
FBgn0263376	  2.10  2.10
FBgn0263378	  4.91  4.91
FBgn0263379	  4.94  4.94
FBgn0263380	  9.66  9.66
FBgn0263381	  5.83  5.86
FBgn0263383	  9.11  9.12
FBgn0263384	  6.24  6.24
FBgn0263385	  9.48  9.48
FBgn0263386	  4.44  4.45
FBgn0263388	  4.24  4.24
FBgn0263390	  6.41  6.44
FBgn0263391	  3.79  3.80
FBgn0263392	  6.59  6.60
FBgn0263396	 11.84 11.84
FBgn0263398	  7.12  7.12
FBgn0263399	  7.46  7.46
FBgn0263400	  3.63  3.63
FBgn0263401	  5.17  5.18
FBgn0263402	  3.85  3.85
FBgn0263403	  5.10  5.10
FBgn0263404	  6.98  6.99
FBgn0263405	  3.83  3.84
FBgn0263407	  7.06  7.07
FBgn0263408	  2.69  2.69
FBgn0263409	  2.89  2.89
FBgn0263410	  7.34  7.38
FBgn0263413	  4.32  4.33
FBgn0263414	  4.41  4.41
FBgn0263441	  5.43  5.44
FBgn0263442	  3.13  3.14
FBgn0263443	  4.47  4.48
FBgn0263444	  5.39  5.40
FBgn0263446	  6.98  6.99
FBgn0263447	  4.65  4.65
FBgn0263448	  9.77  9.79
FBgn0263449	  5.65  5.65
FBgn0263452	  6.97  6.98
FBgn0263453	  5.38  5.39
FBgn0263454	  4.76  4.77
FBgn0263455	  4.39  4.41
FBgn0263456	  7.82  7.84
FBgn0263457	  6.41  6.41
FBgn0263459	  7.99  8.01
FBgn0263490	  7.62  7.62
FBgn0263492	  4.03  4.04
FBgn0263493	  4.24  4.25
FBgn0263494	  4.30  4.31
FBgn0263495	  1.13  1.13
FBgn0263496	  2.13  2.13
FBgn0263498	  5.71  5.72
FBgn0263500	  2.35  2.35
FBgn0263501	  3.61  3.61
FBgn0263502	  4.37  4.37
FBgn0263503	  8.08  8.09
FBgn0263505	  6.07  6.07
FBgn0263506	  6.55  6.55
FBgn0263507	  8.49  8.51
FBgn0263509	  7.11  7.11
FBgn0263510	  8.28  8.33
FBgn0263511	  7.93  7.95
FBgn0263512	  2.34  2.35
FBgn0263517	  4.22  4.22
FBgn0263528	  6.36  6.38
FBgn0263539	  7.15  7.16
FBgn0263543	  4.28  4.29
FBgn0263548	  4.67  4.69
FBgn0263552	  3.18  3.18
FBgn0263556	  2.34  2.34
FBgn0263562	  3.60  3.60
FBgn0263581	  3.19  3.20
FBgn0263582	  6.94  6.94
FBgn0263584	 12.24 12.27
FBgn0263585	 11.76 11.80
FBgn0263586	  9.57  9.62
FBgn0263587	  7.16  7.18
FBgn0263588	  3.46  3.46
FBgn0263589	 12.14 12.17
FBgn0263590	  4.67  4.68
FBgn0263595	  4.77  4.80
FBgn0263599	  4.12  4.13
FBgn0263600	  6.20  6.20
FBgn0263601	 10.90 10.93
FBgn0263603	  5.54  5.55
FBgn0263605	  8.73  8.74
FBgn0263611	  5.99  5.99
FBgn0263612	  6.77  6.77
FBgn0263613	  4.87  4.88
FBgn0263615	  8.83  8.84
FBgn0263616	  9.91  9.92
FBgn0263618	  3.58  3.58
FBgn0263619	  8.36  8.40
FBgn0263623	  4.48  4.48
FBgn0263624	  6.79  6.79
FBgn0263625	  4.12  4.12
FBgn0263649	  4.31  4.32
FBgn0263650	  2.58  2.58
FBgn0263652	  4.23  4.24
FBgn0263655	  7.27  7.31
FBgn0263657	  2.72  2.73
FBgn0263658	  2.77  2.77
FBgn0263659	  3.91  3.92
FBgn0263660	  3.07  3.08
FBgn0263661	  3.84  3.84
FBgn0263662	  2.71  2.71
FBgn0263663	  4.17  4.17
FBgn0263664	  5.30  5.30
FBgn0263667	  6.43  6.43
FBgn0263697	  5.34  5.35
FBgn0263706	  7.43  7.45
FBgn0263708	  7.57  7.58
FBgn0263709	  2.35  2.35
FBgn0263743	  6.91  6.92
FBgn0263745	 14.42 14.43
FBgn0263746	  6.38  6.41
FBgn0263764	  5.05  5.07
FBgn0263765	  3.51  3.51
FBgn0263766	  4.00  4.00
FBgn0263769	  6.99  6.99
FBgn0263773	  4.88  4.90
FBgn0263774	  8.00  8.02
FBgn0263780	 11.55 11.56
FBgn0263782	  6.40  6.40
FBgn0263802	  8.22  8.24
FBgn0263830	  8.46  8.48
FBgn0263831	  6.83  6.84
FBgn0263832	  4.75  4.75
FBgn0263838	  4.44  4.44
FBgn0263839	  5.95  5.95
FBgn0263841	  4.19  4.20
FBgn0263843	  4.18  4.18
FBgn0263845	  8.25  8.27
FBgn0263846	  4.13  4.14
FBgn0263852	  5.73  5.73
FBgn0263864	  9.92  9.93
FBgn0263866	  3.88  3.88
FBgn0263868	  8.06  8.07
FBgn0263871	  5.26  5.27
FBgn0263872	  4.21  4.21
FBgn0263873	 10.53 10.55
FBgn0263874	  9.78  9.78
FBgn0263911	  4.93  4.94
FBgn0263916	  6.66  6.69
FBgn0263929	  8.87  8.87
FBgn0263930	  7.34  7.36
FBgn0263934	 10.07 10.08
FBgn0263967	  1.84  1.84
FBgn0263970	  5.74  5.75
FBgn0263971	  3.03  3.03
FBgn0263973	  3.90  3.90
FBgn0263975	  6.59  6.62
FBgn0263976	  4.65  4.67
FBgn0263979	  5.96  5.97
FBgn0263980	  6.58  6.58
FBgn0263981	  4.99  5.00
FBgn0263988	  6.68  6.70
FBgn0263992	  5.16  5.17
FBgn0263995	  6.20  6.20
FBgn0263999	  3.98  3.98
FBgn0264001	  2.36  2.37
FBgn0264002	  3.76  3.77
FBgn0264005	  7.37  7.37
FBgn0264006	  8.17  8.18
FBgn0264075	  4.84  4.85
FBgn0264078	  6.97  7.00
FBgn0264081	  4.95  4.96
FBgn0264083	  5.75  5.76
FBgn0264084	  5.33  5.33
FBgn0264085	  6.85  6.85
FBgn0264087	  8.81  8.82
FBgn0264089	  5.64  5.64
FBgn0264090	  8.25  8.27
FBgn0264260	  4.33  4.33
FBgn0264261	  3.13  3.13
FBgn0264262	  5.93  5.94
FBgn0264263	  7.96  7.97
FBgn0264264	 11.20 11.22
FBgn0264265	  7.76  7.79
FBgn0264266	  6.76  6.77
FBgn0264267	  4.81  4.82
FBgn0264268	  6.28  6.30
FBgn0264270	  7.64  7.65
FBgn0264271	  6.51  6.51
FBgn0264272	  4.35  4.35
FBgn0264273	  9.01  9.02
FBgn0264291	  5.98  5.98
FBgn0264294	  6.95  6.96
FBgn0264296	 10.89 10.89
FBgn0264307	  6.55  6.57
FBgn0264308	  4.56  4.56
FBgn0264325	  7.94  7.96
FBgn0264326	  5.43  5.43
FBgn0264327	  3.30  3.30
FBgn0264337	  3.40  3.41
FBgn0264338	  4.50  4.51
FBgn0264339	  7.40  7.41
FBgn0264341	  5.08  5.09
FBgn0264343	  6.48  6.49
FBgn0264345	  8.55  8.55
FBgn0264346	  5.66  5.67
FBgn0264347	 11.25 11.25
FBgn0264349	  9.54  9.56
FBgn0264350	  1.21  1.21
FBgn0264351	  4.66  4.67
FBgn0264352	  6.17  6.17
FBgn0264353	  5.83  5.83
FBgn0264357	  7.33  7.34
FBgn0264359	  2.26  2.27
FBgn0264360	  5.20  5.21
FBgn0264361	  2.07  2.07
FBgn0264365	  5.88  5.88
FBgn0264366	  5.15  5.16
FBgn0264367	  5.63  5.65
FBgn0264368	  6.46  6.48
FBgn0264369	  4.40  4.41
FBgn0264370	  7.09  7.09
FBgn0264371	  3.89  3.89
FBgn0264372	  5.78  5.78
FBgn0264374	  4.84  4.85
FBgn0264377	  3.64  3.64
FBgn0264378	  8.91  8.94
FBgn0264379	  2.88  2.88
FBgn0264380	 10.12 10.15
FBgn0264381	  3.64  3.64
FBgn0264382	  8.37  8.37
FBgn0264384	  6.09  6.13
FBgn0264385	  6.36  6.36
FBgn0264386	  8.16  8.17
FBgn0264389	  9.18  9.19
FBgn0264390	 13.25 13.31
FBgn0264391	  3.64  3.66
FBgn0264392	  2.85  2.85
FBgn0264394	 13.44 13.51
FBgn0264428	  4.37  4.37
FBgn0264429	  4.28  4.29
FBgn0264430	  4.10  4.10
FBgn0264433	 10.67 10.69
FBgn0264434	  2.81  2.81
FBgn0264435	  4.73  4.73
FBgn0264436	  4.59  4.59
FBgn0264438	  9.36  9.40
FBgn0264439	  8.09  8.10
FBgn0264440	  9.76  9.77
FBgn0264441	  4.52  4.53
FBgn0264442	  3.69  3.69
FBgn0264445	 13.86 13.93
FBgn0264446	  5.91  5.93
FBgn0264447	  1.95  1.95
FBgn0264460	  5.30  5.30
FBgn0264467	  6.03  6.03
FBgn0264468	 11.73 11.77
FBgn0264469	  4.32  4.32
FBgn0264470	  2.05  2.06
FBgn0264472	  6.33  6.34
FBgn0264474	  2.07  2.07
FBgn0264475	  5.78  5.78
FBgn0264477	  4.79  4.81
FBgn0264478	  4.55  4.56
FBgn0264480	 14.82 14.88
FBgn0264481	  1.62  1.62
FBgn0264483	  3.24  3.25
FBgn0264484	  2.24  2.25
FBgn0264485	  3.51  3.52
FBgn0264489	  6.54  6.54
FBgn0264490	  3.36  3.36
FBgn0264491	  7.70  7.71
FBgn0264493	  9.20  9.22
FBgn0264494	  5.33  5.35
FBgn0264495	 18.27 18.33
FBgn0264496	  3.96  3.97
FBgn0264500	  5.10  5.12
FBgn0264502	  7.67  7.68
FBgn0264503	  6.21  6.23
FBgn0264504	  7.15  7.15
FBgn0264505	  7.70  7.72
FBgn0264506	  4.71  4.72
FBgn0264508	  2.44  2.44
FBgn0264509	  6.73  6.74
FBgn0264510	  5.85  5.86
FBgn0264514	  6.46  6.47
FBgn0264515	  5.78  5.78
FBgn0264516	  4.35  4.35
FBgn0264518	  5.07  5.07
FBgn0264539	  5.35  5.36
FBgn0264540	  8.09  8.11
FBgn0264542	  6.63  6.65
FBgn0264543	  7.51  7.55
FBgn0264546	  7.66  7.68
FBgn0264550	  7.16  7.17
FBgn0264551	  5.64  5.65
FBgn0264552	  7.26  7.28
FBgn0264560	  4.44  4.46
FBgn0264561	  6.46  6.47
FBgn0264563	  3.35  3.35
FBgn0264566	  7.14  7.16
FBgn0264567	  6.31  6.32
FBgn0264573	  4.84  4.84
FBgn0264574	  6.70  6.70
FBgn0264598	  4.59  4.60
FBgn0264599	  2.56  2.56
FBgn0264600	  7.06  7.07
FBgn0264601	  5.36  5.37
FBgn0264602	  6.31  6.32
FBgn0264606	  6.57  6.58
FBgn0264607	  8.65  8.68
