# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "sim.saf" "-t" "gene" "-F" "SAF" "-o" "fc_sim-specific.txt" "nodup_sorted_w501_1.bam" "nodup_sorted_w501_2.bam" "nodup_sorted_w501_3.bam" 
Geneid	Chr	Start	End	Strand	Length	nodup_sorted_w501_1.bam	nodup_sorted_w501_2.bam	nodup_sorted_w501_3.bam
Scf_3R.22932435.22932817	Scf_3R	22932435	22932817	.	383	193	108	212
Scf_3R.22944019.22948559	Scf_3R	22944019	22948559	.	4541	3962	3324	4006
Scf_3R.22949037.22949654	Scf_3R	22949037	22949654	.	618	147	120	178
Scf_3R.22949769.22951375	Scf_3R	22949769	22951375	.	1607	1199	914	1388
Scf_3R.22956850.22958062	Scf_3R	22956850	22958062	.	1213	594	414	668
Scf_3R.22981372.22982148	Scf_3R	22981372	22982148	.	777	355	351	422
Scf_3R.23073124.23073760	Scf_3R	23073124	23073760	.	637	241	211	301
Scf_3R.23081448.23081879	Scf_3R	23081448	23081879	.	432	177	86	154
Scf_3R.23081993.23082191	Scf_3R	23081993	23082191	.	199	67	61	73
Scf_3R.23133293.23133785	Scf_3R	23133293	23133785	.	493	496	471	539
Scf_3R.23133910.23134103	Scf_3R	23133910	23134103	.	194	38	24	41
Scf_3R.23144016.23144364	Scf_3R	23144016	23144364	.	349	127	98	160
Scf_3R.23144564.23144942	Scf_3R	23144564	23144942	.	379	158	103	182
Scf_3R.23147114.23147244	Scf_3R	23147114	23147244	.	131	105	45	136
Scf_3R.23148663.23148809	Scf_3R	23148663	23148809	.	147	107	45	110
Scf_3R.23149622.23149735	Scf_3R	23149622	23149735	.	114	33	33	32
Scf_3R.23149846.23149989	Scf_3R	23149846	23149989	.	144	51	28	30
Scf_3R.23150210.23150803	Scf_3R	23150210	23150803	.	594	240	141	231
Scf_3R.23151665.23153777	Scf_3R	23151665	23153777	.	2113	1658	1576	1785
Scf_3R.23156400.23156578	Scf_3R	23156400	23156578	.	179	74	57	98
Scf_3R.23156803.23156995	Scf_3R	23156803	23156995	.	193	86	80	112
Scf_3R.23164612.23164941	Scf_3R	23164612	23164941	.	330	93	70	107
Scf_3R.23165068.23165480	Scf_3R	23165068	23165480	.	413	170	143	182
Scf_3R.23165878.23166453	Scf_3R	23165878	23166453	.	576	268	200	286
Scf_3R.23172895.23173215	Scf_3R	23172895	23173215	.	321	97	109	109
Scf_3R.23173323.23173779	Scf_3R	23173323	23173779	.	457	128	103	122
Scf_3R.23174964.23176825	Scf_3R	23174964	23176825	.	1862	972	643	960
Scf_3R.23179181.23180231	Scf_3R	23179181	23180231	.	1051	415	279	421
Scf_3R.23180943.23181706	Scf_3R	23180943	23181706	.	764	314	199	367
Scf_3R.23186660.23186788	Scf_3R	23186660	23186788	.	129	117	38	111
Scf_3R.23212255.23213223	Scf_3R	23212255	23213223	.	969	716	549	754
Scf_3R.23213495.23214386	Scf_3R	23213495	23214386	.	892	636	504	631
Scf_3R.23214846.23215829	Scf_3R	23214846	23215829	.	984	495	401	530
Scf_3R.23361365.23362220	Scf_3R	23361365	23362220	.	856	359	272	416
Scf_3R.23505809.23506046	Scf_3R	23505809	23506046	.	238	219	163	173
Scf_3R.23522382.23523038	Scf_3R	23522382	23523038	.	657	192	176	214
Scf_3R.23523171.23525045	Scf_3R	23523171	23525045	.	1875	624	580	700
Scf_3R.23525647.23526780	Scf_3R	23525647	23526780	.	1134	371	322	380
Scf_3R.23526911.23527328	Scf_3R	23526911	23527328	.	418	94	90	119
Scf_3R.23527790.23529239	Scf_3R	23527790	23529239	.	1450	497	374	577
Scf_3R.23529809.23530865	Scf_3R	23529809	23530865	.	1057	542	352	537
Scf_3R.23531715.23533212	Scf_3R	23531715	23533212	.	1498	720	556	817
Scf_3R.23534376.23536931	Scf_3R	23534376	23536931	.	2556	1671	1046	1636
Scf_3R.23538764.23540401	Scf_3R	23538764	23540401	.	1638	1554	1026	1545
Scf_3R.23540594.23540737	Scf_3R	23540594	23540737	.	144	13	13	14
Scf_3R.23540890.23541252	Scf_3R	23540890	23541252	.	363	107	86	87
Scf_3R.23543172.23544730	Scf_3R	23543172	23544730	.	1559	833	561	882
Scf_3R.23587980.23588577	Scf_3R	23587980	23588577	.	598	241	191	265
Scf_3R.23591449.23591840	Scf_3R	23591449	23591840	.	392	159	119	166
Scf_3R.23748020.23749172	Scf_3R	23748020	23749172	.	1153	530	391	554
Scf_3R.23802281.23802898	Scf_3R	23802281	23802898	.	618	254	227	351
Scf_3R.23803081.23804077	Scf_3R	23803081	23804077	.	997	796	639	838
Scf_3R.23807986.23808144	Scf_3R	23807986	23808144	.	159	98	86	119
Scf_3R.23809156.23809591	Scf_3R	23809156	23809591	.	436	225	171	206
Scf_3R.23828057.23829810	Scf_3R	23828057	23829810	.	1754	1164	838	1135
Scf_3R.23835957.23837019	Scf_3R	23835957	23837019	.	1063	579	521	662
Scf_3R.23837140.23838618	Scf_3R	23837140	23838618	.	1479	869	552	926
Scf_3R.23839569.23840681	Scf_3R	23839569	23840681	.	1113	877	671	890
Scf_3R.23871642.23872137	Scf_3R	23871642	23872137	.	496	338	254	370
Scf_3R.23873833.23874204	Scf_3R	23873833	23874204	.	372	144	114	182
Scf_3R.23877433.23877770	Scf_3R	23877433	23877770	.	338	282	142	229
Scf_3R.23901234.23901826	Scf_3R	23901234	23901826	.	593	265	156	299
Scf_3R.23947251.23947706	Scf_3R	23947251	23947706	.	456	328	282	335
Scf_3R.23951420.23951624	Scf_3R	23951420	23951624	.	205	76	46	85
Scf_3R.23951745.23951945	Scf_3R	23951745	23951945	.	201	73	55	62
Scf_3R.23956944.23957248	Scf_3R	23956944	23957248	.	305	125	105	147
Scf_3R.23960991.23964183	Scf_3R	23960991	23964183	.	3193	1896	1418	1987
Scf_3R.23967953.23968154	Scf_3R	23967953	23968154	.	202	113	81	133
Scf_3R.23969112.23969871	Scf_3R	23969112	23969871	.	760	367	256	374
Scf_3R.23976209.23976729	Scf_3R	23976209	23976729	.	521	271	182	302
Scf_3R.23980593.23983422	Scf_3R	23980593	23983422	.	2830	1481	1042	1456
Scf_3R.23983630.23983964	Scf_3R	23983630	23983964	.	335	107	79	128
Scf_3R.23998369.23998860	Scf_3R	23998369	23998860	.	492	248	205	278
Scf_3R.23999087.23999893	Scf_3R	23999087	23999893	.	807	382	301	428
Scf_3R.24006694.24007036	Scf_3R	24006694	24007036	.	343	133	78	180
Scf_3R.24007456.24007588	Scf_3R	24007456	24007588	.	133	73	53	81
Scf_3R.24016208.24016706	Scf_3R	24016208	24016706	.	499	215	187	196
Scf_3R.24016818.24017439	Scf_3R	24016818	24017439	.	622	187	211	252
Scf_3R.24018533.24019503	Scf_3R	24018533	24019503	.	971	488	377	587
Scf_3R.24031491.24033211	Scf_3R	24031491	24033211	.	1721	837	595	912
Scf_3R.24033634.24033954	Scf_3R	24033634	24033954	.	321	195	132	173
Scf_3R.24034093.24034585	Scf_3R	24034093	24034585	.	493	160	209	212
Scf_3R.24034690.24034878	Scf_3R	24034690	24034878	.	189	40	35	46
Scf_3R.24035100.24035323	Scf_3R	24035100	24035323	.	224	76	110	99
Scf_3R.24044071.24044241	Scf_3R	24044071	24044241	.	171	74	91	131
Scf_3R.24046246.24046757	Scf_3R	24046246	24046757	.	512	375	284	401
Scf_3R.24048462.24049109	Scf_3R	24048462	24049109	.	648	327	287	433
Scf_3R.24075130.24075440	Scf_3R	24075130	24075440	.	311	174	154	182
Scf_3R.24075616.24077010	Scf_3R	24075616	24077010	.	1395	751	599	937
Scf_3R.24078888.24079226	Scf_3R	24078888	24079226	.	339	318	224	365
Scf_3R.24089432.24089661	Scf_3R	24089432	24089661	.	230	89	105	135
Scf_3R.24106331.24106644	Scf_3R	24106331	24106644	.	314	137	128	182
Scf_3R.24107983.24110810	Scf_3R	24107983	24110810	.	2828	1249	1231	1458
Scf_3R.24120269.24120432	Scf_3R	24120269	24120432	.	164	103	62	102
Scf_3R.24178211.24178364	Scf_3R	24178211	24178364	.	154	80	36	91
Scf_3R.24178852.24179018	Scf_3R	24178852	24179018	.	167	112	76	130
Scf_3R.24186087.24186241	Scf_3R	24186087	24186241	.	155	64	57	88
Scf_3R.24186497.24187334	Scf_3R	24186497	24187334	.	838	392	325	500
Scf_3R.24188239.24188727	Scf_3R	24188239	24188727	.	489	168	139	241
Scf_3R.24205545.24205758	Scf_3R	24205545	24205758	.	214	95	69	112
Scf_3R.24206098.24206349	Scf_3R	24206098	24206349	.	252	67	71	88
Scf_3R.24206584.24206945	Scf_3R	24206584	24206945	.	362	150	120	143
Scf_3R.24208982.24211004	Scf_3R	24208982	24211004	.	2023	1013	898	1164
Scf_3R.24212888.24213171	Scf_3R	24212888	24213171	.	284	55	57	65
Scf_3R.24213272.24213752	Scf_3R	24213272	24213752	.	481	316	279	355
Scf_3R.24220007.24220561	Scf_3R	24220007	24220561	.	555	130	110	147
Scf_3R.24220690.24220869	Scf_3R	24220690	24220869	.	180	96	66	118
Scf_3R.24225008.24226675	Scf_3R	24225008	24226675	.	1668	828	494	778
Scf_3R.24235549.24235725	Scf_3R	24235549	24235725	.	177	126	87	128
Scf_3R.24249828.24251519	Scf_3R	24249828	24251519	.	1692	1078	815	1098
Scf_3R.24251628.24252183	Scf_3R	24251628	24252183	.	556	217	204	235
Scf_3R.24252675.24253075	Scf_3R	24252675	24253075	.	401	110	136	142
Scf_3R.24253408.24253847	Scf_3R	24253408	24253847	.	440	153	140	179
Scf_3R.24254100.24254319	Scf_3R	24254100	24254319	.	220	64	93	79
Scf_3R.24260711.24261284	Scf_3R	24260711	24261284	.	574	322	285	354
Scf_3R.24292906.24294158	Scf_3R	24292906	24294158	.	1253	475	401	595
Scf_3R.24298096.24299307	Scf_3R	24298096	24299307	.	1212	626	508	767
Scf_3R.24301845.24302054	Scf_3R	24301845	24302054	.	210	166	146	210
Scf_3R.24307980.24308241	Scf_3R	24307980	24308241	.	262	51	49	69
Scf_3R.24308366.24309503	Scf_3R	24308366	24309503	.	1138	835	776	924
Scf_3R.24310167.24310429	Scf_3R	24310167	24310429	.	263	119	139	167
Scf_3R.24310682.24311032	Scf_3R	24310682	24311032	.	351	100	179	155
Scf_3R.24316146.24317496	Scf_3R	24316146	24317496	.	1351	510	399	640
Scf_3R.24323593.24324467	Scf_3R	24323593	24324467	.	875	368	271	370
Scf_3R.24332299.24332445	Scf_3R	24332299	24332445	.	147	117	71	112
Scf_3R.24333363.24334099	Scf_3R	24333363	24334099	.	737	459	419	557
Scf_3R.24336927.24337370	Scf_3R	24336927	24337370	.	444	260	199	284
Scf_3R.24338337.24339073	Scf_3R	24338337	24339073	.	737	320	304	358
Scf_3R.24339176.24339289	Scf_3R	24339176	24339289	.	114	28	19	29
Scf_3R.24342794.24344303	Scf_3R	24342794	24344303	.	1510	1079	918	1257
Scf_3R.24376160.24376412	Scf_3R	24376160	24376412	.	253	112	116	146
Scf_3R.24384121.24384842	Scf_3R	24384121	24384842	.	722	349	311	402
Scf_3R.24386741.24386871	Scf_3R	24386741	24386871	.	131	72	67	101
Scf_3R.24390886.24392576	Scf_3R	24390886	24392576	.	1691	1121	913	1202
Scf_3R.24392788.24393127	Scf_3R	24392788	24393127	.	340	91	113	106
Scf_3R.24398127.24399992	Scf_3R	24398127	24399992	.	1866	1352	999	1380
Scf_3R.24400126.24400684	Scf_3R	24400126	24400684	.	559	194	150	206
Scf_3R.24401779.24403371	Scf_3R	24401779	24403371	.	1593	997	870	1029
Scf_3R.24403972.24404513	Scf_3R	24403972	24404513	.	542	208	121	212
Scf_3R.24406961.24407867	Scf_3R	24406961	24407867	.	907	391	268	412
Scf_3R.24413124.24413912	Scf_3R	24413124	24413912	.	789	504	288	507
Scf_3R.24437714.24437935	Scf_3R	24437714	24437935	.	222	105	79	135
Scf_3R.24500910.24501696	Scf_3R	24500910	24501696	.	787	323	308	389
Scf_3R.24501804.24502214	Scf_3R	24501804	24502214	.	411	122	99	126
Scf_3R.24504171.24505686	Scf_3R	24504171	24505686	.	1516	1320	963	1327
Scf_3R.24562560.24562872	Scf_3R	24562560	24562872	.	313	181	129	187
Scf_3R.24563110.24564002	Scf_3R	24563110	24564002	.	893	450	340	541
Scf_3R.24643100.24643438	Scf_3R	24643100	24643438	.	339	322	204	267
Scf_3R.24664616.24666006	Scf_3R	24664616	24666006	.	1391	747	539	715
Scf_3R.24666194.24666466	Scf_3R	24666194	24666466	.	273	97	94	127
Scf_3R.24668809.24669161	Scf_3R	24668809	24669161	.	353	120	112	117
Scf_3R.24669519.24670657	Scf_3R	24669519	24670657	.	1139	530	466	549
Scf_3R.24670927.24671238	Scf_3R	24670927	24671238	.	312	103	68	114
Scf_3R.24672109.24672488	Scf_3R	24672109	24672488	.	380	193	130	207
Scf_3R.24674858.24675175	Scf_3R	24674858	24675175	.	318	262	189	242
Scf_3R.24675276.24675557	Scf_3R	24675276	24675557	.	282	83	90	76
Scf_3R.24676086.24676896	Scf_3R	24676086	24676896	.	811	394	241	346
Scf_3R.24678830.24679399	Scf_3R	24678830	24679399	.	570	531	413	497
Scf_3R.24681351.24681811	Scf_3R	24681351	24681811	.	461	190	191	201
Scf_3R.24681923.24682427	Scf_3R	24681923	24682427	.	505	173	167	214
Scf_3R.24688918.24689529	Scf_3R	24688918	24689529	.	612	251	213	303
Scf_3R.24689745.24689898	Scf_3R	24689745	24689898	.	154	66	55	71
Scf_3R.24706109.24706253	Scf_3R	24706109	24706253	.	145	68	30	73
Scf_3R.24706473.24706848	Scf_3R	24706473	24706848	.	376	110	102	126
Scf_3R.24719709.24720055	Scf_3R	24719709	24720055	.	347	149	82	159
Scf_3R.24721340.24721991	Scf_3R	24721340	24721991	.	652	333	236	377
Scf_3R.24730632.24731090	Scf_3R	24730632	24731090	.	459	206	157	251
Scf_3R.24741186.24742433	Scf_3R	24741186	24742433	.	1248	1111	858	1119
Scf_3R.24743638.24744316	Scf_3R	24743638	24744316	.	679	237	165	258
Scf_3R.24746720.24747115	Scf_3R	24746720	24747115	.	396	162	118	186
Scf_3R.24747924.24748187	Scf_3R	24747924	24748187	.	264	163	98	136
Scf_3R.24750224.24750439	Scf_3R	24750224	24750439	.	216	61	43	75
Scf_3R.24750617.24751495	Scf_3R	24750617	24751495	.	879	390	325	398
Scf_3R.24776466.24777222	Scf_3R	24776466	24777222	.	757	565	367	653
Scf_3R.24803287.24804521	Scf_3R	24803287	24804521	.	1235	841	676	1005
Scf_3R.24838247.24838374	Scf_3R	24838247	24838374	.	128	99	64	105
Scf_3R.24858647.24859392	Scf_3R	24858647	24859392	.	746	344	236	424
Scf_3R.24865421.24866206	Scf_3R	24865421	24866206	.	786	493	334	491
Scf_3R.24906619.24907248	Scf_3R	24906619	24907248	.	630	368	236	361
Scf_3R.24908239.24908686	Scf_3R	24908239	24908686	.	448	214	190	262
Scf_3R.24909251.24909498	Scf_3R	24909251	24909498	.	248	140	128	161
Scf_3R.24909849.24910564	Scf_3R	24909849	24910564	.	716	336	207	369
Scf_3R.24920067.24920797	Scf_3R	24920067	24920797	.	731	238	211	298
Scf_3R.24921493.24922159	Scf_3R	24921493	24922159	.	667	426	293	410
Scf_3R.24927199.24927958	Scf_3R	24927199	24927958	.	760	327	225	393
Scf_3R.24930572.24931139	Scf_3R	24930572	24931139	.	568	208	163	219
Scf_3R.24931317.24931730	Scf_3R	24931317	24931730	.	414	173	110	199
Scf_3R.24937728.24939006	Scf_3R	24937728	24939006	.	1279	881	779	987
Scf_3R.24941788.24942195	Scf_3R	24941788	24942195	.	408	133	117	178
Scf_3R.24942397.24942966	Scf_3R	24942397	24942966	.	570	248	224	257
Scf_3R.24945121.24945274	Scf_3R	24945121	24945274	.	154	105	63	104
Scf_3R.24946127.24946406	Scf_3R	24946127	24946406	.	280	131	157	126
Scf_3R.24946557.24946771	Scf_3R	24946557	24946771	.	215	54	85	70
Scf_3R.24952230.24954600	Scf_3R	24952230	24954600	.	2371	1817	1365	1801
Scf_3R.24954712.24955695	Scf_3R	24954712	24955695	.	984	474	346	487
Scf_3R.24959032.24959520	Scf_3R	24959032	24959520	.	489	262	277	248
Scf_3R.24962831.24963806	Scf_3R	24962831	24963806	.	976	574	523	589
Scf_3R.24979195.24979656	Scf_3R	24979195	24979656	.	462	234	143	252
Scf_3R.24979760.24979984	Scf_3R	24979760	24979984	.	225	123	72	131
Scf_3R.24982866.24983658	Scf_3R	24982866	24983658	.	793	311	234	332
Scf_3R.24986986.24987790	Scf_3R	24986986	24987790	.	805	388	261	436
Scf_3R.24996494.24996991	Scf_3R	24996494	24996991	.	498	168	128	213
Scf_3R.25001689.25002100	Scf_3R	25001689	25002100	.	412	156	147	141
Scf_3R.25002210.25002654	Scf_3R	25002210	25002654	.	445	143	136	171
Scf_3R.25015080.25015569	Scf_3R	25015080	25015569	.	490	146	106	129
Scf_3R.25015824.25016001	Scf_3R	25015824	25016001	.	178	82	43	77
Scf_3R.25021715.25022178	Scf_3R	25021715	25022178	.	464	154	144	196
Scf_3R.25037491.25037893	Scf_3R	25037491	25037893	.	403	226	189	294
Scf_3R.25039038.25039377	Scf_3R	25039038	25039377	.	340	159	74	143
Scf_3R.25040922.25041097	Scf_3R	25040922	25041097	.	176	133	97	127
Scf_3R.25042303.25043353	Scf_3R	25042303	25043353	.	1051	595	402	657
Scf_3R.25047183.25048382	Scf_3R	25047183	25048382	.	1200	823	783	890
Scf_3R.25049566.25050691	Scf_3R	25049566	25050691	.	1126	596	460	700
Scf_3R.25057339.25058638	Scf_3R	25057339	25058638	.	1300	1094	859	1081
Scf_3R.25061622.25062648	Scf_3R	25061622	25062648	.	1027	501	496	536
Scf_3R.25066658.25067198	Scf_3R	25066658	25067198	.	541	245	203	243
Scf_3R.25104690.25105602	Scf_3R	25104690	25105602	.	913	490	284	508
Scf_3R.25107869.25108422	Scf_3R	25107869	25108422	.	554	274	226	315
Scf_3R.25135221.25136556	Scf_3R	25135221	25136556	.	1336	573	510	678
Scf_3R.25164448.25165443	Scf_3R	25164448	25165443	.	996	573	474	640
Scf_3R.25167076.25167462	Scf_3R	25167076	25167462	.	387	217	192	247
Scf_3R.25169507.25170315	Scf_3R	25169507	25170315	.	809	406	329	460
Scf_3R.25176159.25177146	Scf_3R	25176159	25177146	.	988	465	358	546
Scf_3R.25184662.25184809	Scf_3R	25184662	25184809	.	148	107	86	118
Scf_3R.25185919.25187952	Scf_3R	25185919	25187952	.	2034	1008	833	1043
Scf_3R.25193522.25193700	Scf_3R	25193522	25193700	.	179	39	37	60
Scf_3R.25193884.25194369	Scf_3R	25193884	25194369	.	486	365	366	333
Scf_3R.25194489.25195173	Scf_3R	25194489	25195173	.	685	282	216	296
Scf_3R.25208593.25209005	Scf_3R	25208593	25209005	.	413	159	123	226
Scf_3R.25211246.25211357	Scf_3R	25211246	25211357	.	112	24	30	50
Scf_3R.25211462.25211584	Scf_3R	25211462	25211584	.	123	46	28	56
Scf_3R.25211697.25211802	Scf_3R	25211697	25211802	.	106	41	19	52
Scf_3R.25215205.25215636	Scf_3R	25215205	25215636	.	432	195	126	226
Scf_3R.25217819.25219103	Scf_3R	25217819	25219103	.	1285	565	368	602
Scf_3R.25223949.25224880	Scf_3R	25223949	25224880	.	932	523	472	594
Scf_3R.25227878.25228050	Scf_3R	25227878	25228050	.	173	129	65	153
Scf_3R.25228472.25228810	Scf_3R	25228472	25228810	.	339	180	109	192
Scf_3R.25229975.25230618	Scf_3R	25229975	25230618	.	644	390	173	379
Scf_3R.25232778.25233112	Scf_3R	25232778	25233112	.	335	125	100	182
Scf_3R.25240772.25240976	Scf_3R	25240772	25240976	.	205	122	65	152
Scf_3R.25242334.25242754	Scf_3R	25242334	25242754	.	421	210	124	225
Scf_3R.25266437.25267159	Scf_3R	25266437	25267159	.	723	187	205	242
Scf_3R.25269666.25270668	Scf_3R	25269666	25270668	.	1003	727	542	788
Scf_3R.25270936.25271076	Scf_3R	25270936	25271076	.	141	41	37	41
Scf_3R.25271278.25271705	Scf_3R	25271278	25271705	.	428	199	139	195
Scf_3R.25271937.25272310	Scf_3R	25271937	25272310	.	374	119	116	154
Scf_3R.25304972.25306388	Scf_3R	25304972	25306388	.	1417	1017	745	1033
Scf_3R.25321836.25321989	Scf_3R	25321836	25321989	.	154	102	83	119
Scf_3R.25331520.25331899	Scf_3R	25331520	25331899	.	380	183	172	206
Scf_3R.25348904.25349033	Scf_3R	25348904	25349033	.	130	124	59	106
Scf_3R.25351372.25351538	Scf_3R	25351372	25351538	.	167	119	81	166
Scf_3R.25354484.25356963	Scf_3R	25354484	25356963	.	2480	1405	1126	1521
Scf_3R.25362308.25362769	Scf_3R	25362308	25362769	.	462	194	214	243
Scf_3R.25364092.25364792	Scf_3R	25364092	25364792	.	701	325	360	488
Scf_3R.25366807.25367259	Scf_3R	25366807	25367259	.	453	274	177	273
Scf_3R.25371078.25371613	Scf_3R	25371078	25371613	.	536	249	204	277
Scf_3R.25373911.25375610	Scf_3R	25373911	25375610	.	1700	1302	1111	1444
Scf_3R.25377207.25378475	Scf_3R	25377207	25378475	.	1269	402	351	485
Scf_3R.25379266.25379999	Scf_3R	25379266	25379999	.	734	349	279	367
Scf_3R.25380102.25380465	Scf_3R	25380102	25380465	.	364	139	91	111
Scf_3R.25412547.25413106	Scf_3R	25412547	25413106	.	560	268	219	303
Scf_3R.25415891.25416183	Scf_3R	25415891	25416183	.	293	234	231	245
Scf_3R.25416371.25416584	Scf_3R	25416371	25416584	.	214	46	55	49
Scf_3R.25417199.25420181	Scf_3R	25417199	25420181	.	2983	1915	2062	2196
Scf_3R.25436470.25436614	Scf_3R	25436470	25436614	.	145	89	55	118
Scf_3R.25438513.25438945	Scf_3R	25438513	25438945	.	433	188	105	208
Scf_3R.25439808.25439928	Scf_3R	25439808	25439928	.	121	58	29	59
Scf_3R.25440090.25440515	Scf_3R	25440090	25440515	.	426	182	104	221
Scf_3R.25446676.25447182	Scf_3R	25446676	25447182	.	507	297	235	325
Scf_3R.25447658.25447916	Scf_3R	25447658	25447916	.	259	103	107	135
Scf_3R.25448018.25448160	Scf_3R	25448018	25448160	.	143	45	36	58
Scf_3R.25450921.25451362	Scf_3R	25450921	25451362	.	442	165	124	185
Scf_3R.25451991.25453087	Scf_3R	25451991	25453087	.	1097	602	616	785
Scf_3R.25466319.25466668	Scf_3R	25466319	25466668	.	350	149	155	177
Scf_3R.25466894.25467425	Scf_3R	25466894	25467425	.	532	236	293	253
Scf_3R.25468231.25468598	Scf_3R	25468231	25468598	.	368	180	161	223
Scf_3R.25477367.25478261	Scf_3R	25477367	25478261	.	895	642	533	675
Scf_3R.25478383.25478547	Scf_3R	25478383	25478547	.	165	25	24	36
Scf_3R.25478707.25479965	Scf_3R	25478707	25479965	.	1259	536	439	610
Scf_3R.25499577.25500410	Scf_3R	25499577	25500410	.	834	736	620	814
Scf_3R.25505442.25506071	Scf_3R	25505442	25506071	.	630	427	327	425
Scf_3R.25506932.25507236	Scf_3R	25506932	25507236	.	305	168	109	155
Scf_3R.25526238.25526371	Scf_3R	25526238	25526371	.	134	160	171	299
Scf_3R.25538691.25542854	Scf_3R	25538691	25542854	.	4164	3297	2847	3410
Scf_3R.25542970.25543874	Scf_3R	25542970	25543874	.	905	206	249	242
Scf_3R.25568083.25568188	Scf_3R	25568083	25568188	.	106	26	25	47
Scf_3R.25568418.25569192	Scf_3R	25568418	25569192	.	775	254	207	305
Scf_3R.25569947.25570144	Scf_3R	25569947	25570144	.	198	114	72	110
Scf_3R.25570402.25570777	Scf_3R	25570402	25570777	.	376	146	123	131
Scf_3R.25572572.25573167	Scf_3R	25572572	25573167	.	596	388	328	474
Scf_3R.25594830.25595585	Scf_3R	25594830	25595585	.	756	553	441	622
Scf_3R.25595724.25596223	Scf_3R	25595724	25596223	.	500	128	112	151
Scf_3R.25596537.25596786	Scf_3R	25596537	25596786	.	250	54	56	90
Scf_3R.25597042.25597477	Scf_3R	25597042	25597477	.	436	107	74	105
Scf_3R.25597658.25598306	Scf_3R	25597658	25598306	.	649	287	268	349
Scf_3R.25598628.25598956	Scf_3R	25598628	25598956	.	329	148	111	181
Scf_3R.25603922.25604310	Scf_3R	25603922	25604310	.	389	151	101	142
Scf_3R.25610735.25611010	Scf_3R	25610735	25611010	.	276	164	62	150
Scf_3R.25612644.25613297	Scf_3R	25612644	25613297	.	654	289	212	353
Scf_3R.25615819.25616187	Scf_3R	25615819	25616187	.	369	164	100	148
Scf_3R.25625449.25625640	Scf_3R	25625449	25625640	.	192	72	71	77
Scf_3R.25626051.25626225	Scf_3R	25626051	25626225	.	175	70	71	97
Scf_3R.25646530.25646743	Scf_3R	25646530	25646743	.	214	124	89	135
Scf_3R.25651409.25652312	Scf_3R	25651409	25652312	.	904	468	355	467
Scf_3R.25652986.25654478	Scf_3R	25652986	25654478	.	1493	714	677	714
Scf_3R.25654645.25659216	Scf_3R	25654645	25659216	.	4572	2130	1858	2259
Scf_3R.25659631.25660651	Scf_3R	25659631	25660651	.	1021	563	422	557
Scf_3R.25663497.25663647	Scf_3R	25663497	25663647	.	151	105	81	106
Scf_3R.25672459.25673411	Scf_3R	25672459	25673411	.	953	680	653	699
Scf_3R.25673515.25673696	Scf_3R	25673515	25673696	.	182	43	49	60
Scf_3R.25674111.25675015	Scf_3R	25674111	25675015	.	905	441	287	481
Scf_3R.25677969.25678311	Scf_3R	25677969	25678311	.	343	221	140	219
Scf_3R.25681059.25681370	Scf_3R	25681059	25681370	.	312	222	101	184
Scf_3R.25708324.25708448	Scf_3R	25708324	25708448	.	125	21	17	33
Scf_3R.25708575.25709565	Scf_3R	25708575	25709565	.	991	575	416	587
Scf_3R.25715262.25716155	Scf_3R	25715262	25716155	.	894	353	288	386
Scf_3R.25716295.25716759	Scf_3R	25716295	25716759	.	465	94	106	156
Scf_3R.25721150.25722364	Scf_3R	25721150	25722364	.	1215	600	484	681
Scf_3R.25722531.25722803	Scf_3R	25722531	25722803	.	273	52	35	53
Scf_3R.25722907.25723108	Scf_3R	25722907	25723108	.	202	38	45	54
Scf_3R.25723266.25724224	Scf_3R	25723266	25724224	.	959	239	218	312
Scf_3R.25724449.25725270	Scf_3R	25724449	25725270	.	822	495	380	492
Scf_3R.25728936.25729374	Scf_3R	25728936	25729374	.	439	187	112	181
Scf_3R.25730529.25730729	Scf_3R	25730529	25730729	.	201	120	93	118
Scf_3R.25732813.25733194	Scf_3R	25732813	25733194	.	382	180	127	207
Scf_3R.25738692.25738866	Scf_3R	25738692	25738866	.	175	117	81	145
Scf_3R.25745353.25746678	Scf_3R	25745353	25746678	.	1326	901	663	964
Scf_3R.25747020.25748236	Scf_3R	25747020	25748236	.	1217	685	517	657
Scf_3R.25749355.25752513	Scf_3R	25749355	25752513	.	3159	1560	1297	1632
Scf_3R.25752680.25753439	Scf_3R	25752680	25753439	.	760	124	133	156
Scf_3R.25753543.25753857	Scf_3R	25753543	25753857	.	315	56	52	66
Scf_3R.25753972.25754973	Scf_3R	25753972	25754973	.	1002	284	287	308
Scf_3R.25798413.25798644	Scf_3R	25798413	25798644	.	232	99	86	148
Scf_3R.25901890.25902244	Scf_3R	25901890	25902244	.	355	135	104	169
Scf_3R.25903231.25903822	Scf_3R	25903231	25903822	.	592	439	319	382
Scf_3R.25919405.25919621	Scf_3R	25919405	25919621	.	217	90	101	105
Scf_3R.25926676.25926888	Scf_3R	25926676	25926888	.	213	133	108	150
Scf_3R.25940630.25941944	Scf_3R	25940630	25941944	.	1315	695	412	728
Scf_3R.25943034.25944297	Scf_3R	25943034	25944297	.	1264	858	550	856
Scf_3R.25944411.25944788	Scf_3R	25944411	25944788	.	378	135	119	128
Scf_3R.25944980.25945083	Scf_3R	25944980	25945083	.	104	33	37	47
