P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3
FBgn0027586	149.001	146	178	126	128	118	147	135	162	115	154	137
FBgn0027587	426.561	454	508.206	167	156	178	439	549	572.001	236	206	220
FBgn0027588	10981	11226.22	10888	1	5	2	9032	11270.001	10103.028	5771.808	6309	5248
FBgn0027589	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0027590	2029.001	2190	3250.999	1615	1775	1592	3826	3206	4023.184	1939	1915	1994
FBgn0027592	310	313	381	142	119	109	340	304	370	150	171	137
FBgn0027594	1171	1148	1085	554	672.001	565	1147	1691.001	1414	798	920	794
FBgn0027596	517.073	441.989	373.319	170.462	199.608	134.128	519.43	699.641	613.556	163.428	206.684	165.076
FBgn0027597	254	276	259	92	126	91	211	203	240	107	60	96
FBgn0027598	543	658	622	400	451	404	1079	1565	1168	642	788	653
FBgn0027599	360	347	433	151	168	170	224	285	219	139	119	174
FBgn0027600	7	0	2	15	24	8	3482	3208.083	3525	1679	1784	1970
FBgn0027601	1672.48	2078	1612.632	0	0	0	1430	1854	1755.816	1190	1226	1116
FBgn0027602	246	246	389	0	0	0	136	180	219	226	195	164
FBgn0027607	5988.808	5821.08	5908	1719	1621	1360	4282	4839.214	5226.014	1478	1383	1196
FBgn0027609	149	179	220	71	74	71	183	140	198	67	78	58
FBgn0027610	1680	1867	2259	942	949	1038	1090	1031	1371	573	542	570
FBgn0027611	328	342	286	134	201	163.029	963	1389	1136	931	992	916
FBgn0027615	146	130	181	71	64	69	277	230	323	200	153	125
FBgn0027616	631	823	777	366	416	309	366	509	558	315	348	270
FBgn0027617	137	145	137	75	70	73	87	141	118	60	64	73
FBgn0027619	2589	2895.978	2987	914	920	917	2675.829	2508	2905	976	917	879
FBgn0027620	307	296	272	158	140	142	158	178	199	96	121	95
FBgn0027621	772.999	799	910	2	1	2	1051	1132	891	701	778.999	762.001
FBgn0027654	239	278	331	96	71	148	349	340	421	151	154	120
FBgn0027655	1277	1257	1209	659	677	458	933	1410.006	1241	703	667	494
FBgn0027657	99	94	133	92	109	118	210	190.999	296	152	167	214
FBgn0027660	3654.002	3551.01	3178	1096	1387	1151.999	1738	2726.063	2227	1034	1030	961.996
FBgn0027779	1272	1505.999	1598	577.001	602.001	471.999	1873	1980.005	2241	954	1077	1092
FBgn0027780	181	269	274	138	114	71	144	139	212	94	74	70
FBgn0027783	46	38	57	40	42	52	85	121	85	61	71	60
FBgn0027784	102	88	132	51	65	47	67	78	81	34	41	41
FBgn0027785	1429	1442	1864	595	601	632	1142.002	977	1311.023	480	452	551
FBgn0027786	2268.129	2242	2686.001	808	816	793.999	1069	1062	1272	473	461	450
FBgn0027788	2	0	0	0	0	0	1	0	0	0	0	0
FBgn0027790	7	14	12	2	0	1	30	17	212	1	5	0
FBgn0027791	987	1026	1206	0	0	0	724	719	807	729	706	743.571
FBgn0027793	0	0	2	0	0	0	2	11	0	0	0	0
FBgn0027794	619	621	741	0	0	0	360	502	410	692	695	675
FBgn0027795	28	36	44	0	0	0	46	28	49	55	109	64
FBgn0027835	26117.065	27825.102	25668.61	8789	8301	5992	12796	16370.92	16660.053	7378.001	7356	4876.016
FBgn0027836	2177.001	2179.002	2191	773	800	784	1453.035	1675	1741	770	841	732
FBgn0027841	313	352	364	84	93	85	325	247.186	288	115	143	124
FBgn0027843	99	88.001	105	7	42	42	4	16	11	13	31	17
FBgn0027844	1404.684	1833.546	2505.703	887.953	1044.918	983.826	1676	1945	1707.011	1732	1937	1782
FBgn0027864	113	96	142	0	0	0	34	29	32	48	48	54
FBgn0027865	145	195	190	48	79	51	298	459	384	190	273	276
FBgn0027866	2631.002	2815	3157	994	959	728	1596.023	1875.001	2061.071	811	683.29	629
FBgn0027868	513	517	628	270	264	262	353	413	397.007	224	189	192
FBgn0027872	29	41	60	20	19	16	4	12	11	21	15	12
FBgn0027873	257	259	288	87	127	121	248	307	261	131	136	123
FBgn0027903	44	43	80	39	22	13	52	64	56	18	17	16
FBgn0027929	0	2	1	4	1	3	0	0	3	0	0	1
FBgn0027930	26.854	8.716	17.526	11.043	17.405	26.34	209	154	237	47	67	52
FBgn0027932	1867	2046.001	1927.643	788	924.001	759	2059.013	2421.001	2463.999	499	595	557.001
FBgn0027945	114	164	145	63	66	78	86	47	95	68	65	54
FBgn0027948	1278	1169	1060	544	733	576.999	1534.99	2343.991	2012.921	1067.966	1122	1006.001
FBgn0027949	0	0	2	0	0	0	0	0	0	1	0	0
FBgn0027950	165.001	130	200	58	40	56	118	99	163	78	70	39
FBgn0027951	995	1159	1002	345.029	324	248	475.585	622	555	245	212.001	174
FBgn0028292	227	245	256	0	0	2	154	178	190	144	172.001	130
FBgn0028325	679	788	807	0	1	0	622	592	699	615	578	633
FBgn0028327	6997	7484	7604	3	0	0	5622.682	6071.803	6586.947	4315.358	4181.382	3229.759
FBgn0028331	1243	1294.052	1110	1	1	0	706	875	1003.001	818	878.999	829.032
FBgn0028341	559	595	598.999	0	2	2	509.999	512	539	439	417	378
FBgn0028342	1008	1104	1256	1	2	0	987	887.163	1101	1484	1443	1314
FBgn0028343	1685.047	1563.999	1704	0	0	0	684	891	921.004	883	978	814
FBgn0028360	91	112	145	0	0	0	239	145	191	153	203	126
FBgn0028369	16	12	9	0	0	0	7	23	14	2	7	10
FBgn0028370	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028371	3427	4027	3659.001	1701.001	1959.999	1443.001	1797	2884.045	2548.132	1065	1206	877
FBgn0028372	39	47	46	15	10	15	11	51	26	4	11	9
FBgn0028374	0	0	0	0	0	0	0	0	2	0	0	0
FBgn0028375	4654.556	5311.19	6320.492	3948.186	3975.937	3543.291	6193.962	7434.04	6169.127	2233	2362	2241.001
FBgn0028379	3	13	6	7	1	1	9	3	14	6	4	4
FBgn0028380	55	79.001	94	32	31	37	43	38	41	14	15	19
FBgn0028381	0	0	1	0	0	2	2	0	2	1	0	0
FBgn0028382	177	188	233	51	52	49	77	53	81	44	52	63
FBgn0028387	100	127	110	35	35	43	77	77	97.005	26	55	33
FBgn0028394	546	550.991	750	248	308	330	307	384	457.007	230	252	323
FBgn0028397	227.019	340.004	255	0	0	0	418.001	569	502	556.999	609	602
FBgn0028398	401	426	558	138	178	190	534	399	643.001	189	215	219
FBgn0028399	741	897	942	492	585.999	738.001	648	708	699.999	526	629.001	701.001
FBgn0028400	34	48	56	18	21	12	29	51	51	8	7	18
FBgn0028402	114	146	189	65	34	65	99	72	146	49	53	38
FBgn0028406	192	178	254	75	80	103	116	174	129	86	97	122
FBgn0028407	0	0	0	0	0	0	1	0	0	0	2	0
FBgn0028408	1	13	5	4	2	17	16	43	48	5	10	9
FBgn0028410	0	0	0	0	0	0	2	0	2	0	0	0
FBgn0028411	115	144	186	69	75	81	37	18	45	25	33	36
FBgn0028412	18	37	45	8	12	6	105	83	146	32	56	47
FBgn0028418	16	13	16	7	9	3	13	9	7	5	5	9
FBgn0028421	206	231	238	0	0	0	160	248	169	248	260	182
FBgn0028422	36	53	86	19	25	20	10	26	19	14	35	22
FBgn0028424	1624	1518	1550	1027	1295	1757	2514	2413.011	2597	594	848	1185
FBgn0028425	1228.916	1250.18	1404.528	357	365.906	317.924	1082.989	967.945	1278.797	462.693	415.869	368.822
FBgn0028426	254	276	403	81	90	112	108.832	117.22	127.388	58.952	53.455	65.352
FBgn0028427	617	796	799	305	389	327	727	662	769	354	344	337
FBgn0028429	390	348	402	128	163	139	212	263	253	125	189	100
FBgn0028430	0	0	0	1	0	0	0	0	2	0	0	2
FBgn0028434	32	30	35	24	13	21	41	30	44	8	14	11
FBgn0028436	172	211	232	61	110	91	100	97	122	66	45	43
FBgn0028467	745	868	760	272	305	218	744	787	859	270	264	239
FBgn0028468	75	92	104	33	49	45	48	43	57	19	28	23
FBgn0028471	694	659	620	225	284	245	420	560	544	220	184	175
FBgn0028473	4248	4117	5871	2855	3063	3085.861	2442.206	4568	2595.046	5061.501	5228	5045
FBgn0028474	689	708.002	782	0	1	0	510	645	637	540	517.001	436
FBgn0028475	2422	2216	2127.001	465	447	325	1386	1533	1569	390	384	292
FBgn0028476	427	452	471	200	201	136	304	427	341	161	151	155
FBgn0028479	3159	3336	2991	1113	1107	1229	2536	2656	2783	1037	1011	948
FBgn0028480	2892.075	2513.957	2680.52	0	0	0	1298.581	1706.555	1652.327	2598.168	2785.862	2557.81
FBgn0028481	73	108	106	37	31	38	0	0	2	1	3	2
FBgn0028482	96	119	97	49	46	49	18	34	31	45	31	24
FBgn0028484	610	687	544	220	253	197	218	338	297	139	154	120
FBgn0028487	368.969	431.884	394.081	207.916	211.887	154.87	245.957	351.766	275.739	177.848	198.743	238.894
FBgn0028490	1198	1458	1489	572	825	676	1462	2231	1696	849	1053	1049
FBgn0028491	519	618	801.999	5	0	2	1903.223	2514.479	2232.617	3076.262	3254.127	2962.428
FBgn0028494	726	903.999	933	606	606	505.999	942	1391.002	1082	542	679	656
FBgn0028496	886	1306.001	1214	583	503	459	379	665	640	386	415	266.999
FBgn0028497	551	629	695	326	348	292	430	523	562	285	256	264
FBgn0028499	103	136	108	67	55	38	55	38	71	46	57	39
FBgn0028500	982	1003	959	340	375	291	618	780	835	314	303	206
FBgn0028504	57.428	80	62	17	25	21	40	44	43	35	30	17
FBgn0028506	186	218	256	90	88	98	210	197	290	67	81	58
FBgn0028507	106	131	165	46	49	79	304	213	305	181	157	184
FBgn0028509	355	515	463	312	293	270	335	455	435	195	180	167
FBgn0028513	4	7	5	0	5	0	26	0	0	1	0	0
FBgn0028515	755	743	946	375	388	442	1085.41	1279	1153	538	548	597
FBgn0028516	0	3	0	0	0	0	2	0	0	0	0	2
FBgn0028518	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0028520	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0028523	20	32	18	10	13	11	46	42	35	20	34	34
FBgn0028525	1	0	2	0	0	3	1	1	2	0	0	0
FBgn0028527	924.001	1061	1236	791	790	762	1255.002	1425	1361.001	1020	1141	1186
FBgn0028530	150	199	200	70	67	70	156	169	174	77	91	54
FBgn0028531	1	1	4	0	0	0	5	0	1	0	0	0
FBgn0028532	0	1	3	0	0	0	5	0	0	1	0	0
FBgn0028533	4	0	1	0	0	0	105	0	0	0	0	0
FBgn0028534	0	1	1	0	0	0	119	0	1	0	0	0
FBgn0028538	2030	1989	1892.001	682.023	656	508	1361	2025	1762	645	690	570
FBgn0028539	3095	2948.004	2859	1274	1371	1187	1303	1915	1793	781	854	755
FBgn0028540	18	19	23	19	13	11	1	8	8	8	10	5
FBgn0028541	4409.009	4435	4163	1496	1590	1356	4136	4026	4716	1496	1594	1407.43
FBgn0028542	11	5	4	5	1	9	3	3	10	11	12	20
FBgn0028543	32	33	36	27	41	43	8	19	33	16	19	23
FBgn0028546	1025	1317	1045	479.001	554	612	1028.007	1111	1244.093	434	411	516
FBgn0028550	636	636	513	0	2	0	426	824	688	760	675	516
FBgn0028552	175.976	198.756	229.983	71.576	77	76.971	278	218	253	115	88	91
FBgn0028554	12	30	42	17	11	10	38	31	37	15	12	20
FBgn0028560	0	1	1	0	0	0	7	0	0	0	0	0
FBgn0028561	3	0	0	0	0	0	1	0	0	0	0	0
FBgn0028562	33	28	33	10	3	3	113.226	110.878	127.262	53.221	54	30.447
FBgn0028563	572	605	676	198	213	174	579.774	618.122	759.739	290.779	249	207.554
FBgn0028567	3	1	3	0	0	0	5	0	0	0	0	0
FBgn0028569	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028570	1	0	0	0	0	0	1	0	0	0	0	0
FBgn0028572	1219	1328	1517.999	380	303	277.001	1629	1403	1844	357	312	271
FBgn0028573	30	23	30	23	26	17	21	57	76	89	96	79
FBgn0028577	1781.999	2267.006	2501.999	944	979.001	927	1004.999	1427	1584.999	822	878.999	840.999
FBgn0028579	327	388	324	166	135	138	238	297	310	168	162	104
FBgn0028582	1202.001	1437	1289.998	623	630	574.353	861	1182	1022.001	505	493.999	427.254
FBgn0028622	128	167	137	94	109	104	282	225	406	165	127	178
FBgn0028644	555	497	433.005	151	155	159	193	138	213	114	126	112
FBgn0028645	7	3	2	0	0	0	0	0	0	0	0	0
FBgn0028646	784	798	1047	285	253	185	810	666	774	215	243	212
FBgn0028647	133	144	111	71	93	59	131	217	196	68	107	73
FBgn0028648	114	145	166	66	49	54	126	67	126	59	58	68
FBgn0028658	44.316	55.454	80.297	22.047	23.082	13.174	21.01	13	21	13	5	17
FBgn0028662	1221	1378	1576	575	687	612	1342	1295.012	1597	564	532	536
FBgn0028663	930	1124	1426	539	543	555	1034	797	1096	434	470	426
FBgn0028664	213	234	260	67	119	117	397	362	491	108	113	112
FBgn0028667	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0028668	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0028669	0	0	0	0	2	0	0	0	0	0	0	0
FBgn0028670	368.001	414	444	329	422	310	445	672	577.001	222	238	227
FBgn0028671	5643	6381.55	6390.022	2984	3452.001	3297.001	3051.122	3809	3905	2554	2861.959	2588.355
FBgn0028675	113	223	175	86	108	102	137	334	226	142	128	138
FBgn0028683	258	246	316	78	50	60	246	122	254.649	108	128	102
FBgn0028684	434	504	536	144	151	144	484	371	518.002	145	141	150
FBgn0028685	1043	1142.481	1223	0	0	4	1331	999	1546	908	1000	857
FBgn0028686	778	912	882	0	0	0	1115	907.024	1242.923	788	757	688
FBgn0028687	1180	1258	1282	536	576	569	1361.028	1173.041	1412	534	543	523
FBgn0028688	1629.005	1579.172	1795	491	537	500	1357	1129	1356	393	377	342
FBgn0028689	1490	1562	1641	479	536	537	1302	1382.007	1320	345	387	375
FBgn0028690	2889	2999.091	2829	851	868	866	1991	2047	2403	756	769	683
FBgn0028691	908	941	940	305	273	324	931	778	993	261	292	251
FBgn0028692	1524	1672	1612.005	625	723	645	1898.002	2152.001	2205.62	703.968	702	702
FBgn0028693	1281	1243	1349	506	409	402	1180	919	1271	482	450	441
FBgn0028694	433	426	473	181	203	158	701	624	735	148	155	138
FBgn0028695	2262	2479	2228	947	917	869	1865	2035	2110	792	771	657
FBgn0028697	12552.128	14732.2	18852.819	6261	6523.053	7570.999	11649.016	9550.028	12595.31	13142	13819.223	15382.918
FBgn0028699	171	224	167	111	134	111.999	27	55	59	75	102	49
FBgn0028700	85	139	153	47.747	36	26	205	133	174	58	47	33
FBgn0028703	371	396	457.001	312	292	277.001	558.002	580	684.999	457	466.999	419.999
FBgn0028704	26	25	19	24	13	14	952.02	1436	1717	470	455	281
FBgn0028707	7	18	24	3	1	7	29	5	25	12	10	13
FBgn0028708	177	171	184	68	79	83	101	96	133	88	46	61
FBgn0028717	427	434	352	257	270	256	261	391	343.037	204	262	237
FBgn0028734	437.999	532	585	223	249.999	207	313	417	386	151	206	149
FBgn0028737	4178	4340	5563.775	1445	1325	1727	3740	3911.943	3936.002	1781	1790	1902.009
FBgn0028738	3	3	13	1	6	11	3	0	0	5	0	8
FBgn0028740	0	0	0	0	2	0	3	2	4	4	0	1
FBgn0028741	6794.03	6871.002	6463.129	2609	2800	1990	2081	2893.9	2851.001	1120	1230	884
FBgn0028743	36	46	16	10	17	11	18	42	22	16	19	13
FBgn0028744	236	233	425	137	125	139	154	151	171	127	93	97
FBgn0028746	470	507	538	0	0	0	552	396	576	471	447	451
FBgn0028789	50	97	108	0	2	2	4	0	1	0	0	0
FBgn0028833	2065	2170	2249	683	587	687	1792	1315	1594	719	738	615
FBgn0028836	628	630	762	181	270	211	445	415	537.001	218	243	221
FBgn0028837	97	159	176	72	65	65	143	118	199	80	73	74
FBgn0028838	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0028841	16	28	8	7	4	8	229	36	52	2	1	2
FBgn0028844	7	1	5	4	0	0	1	0	0	0	0	0
FBgn0028847	0	3	0	0	0	0	3	0	0	0	0	0
FBgn0028848	2	5	1	0	0	0	17	0	2	0	0	0
FBgn0028850	0	5	1	0	0	0	7	0	0	0	0	0
FBgn0028852	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0028853	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028856	0	0	3	0	0	0	0	0	0	0	0	0
FBgn0028857	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0028858	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028862	0	6	2	0	0	0	0	0	0	0	0	0
FBgn0028863	0	6	1	5	1	0	33	49	32	21	11	8
FBgn0028866	0	0	0	0	0	0	65	145	110	61	60	42
FBgn0028868	2	3	0	0	0	0	7	0	0	0	0	0
FBgn0028871	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028872	0	0	0	0	0	0	0	0	3	0	0	1
FBgn0028875	0	0	0	0	0	0	0	1	1	0	1	0
FBgn0028878	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028879	1	1	0	0	2	0	1	1	1	0	2	1
FBgn0028880	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028884	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028886	10	9	13	3	8	6	3	13	7	7	5	8
FBgn0028887	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0028888	0	2	0	0	1	0	0	0	0	0	0	0
FBgn0028892	1	2	3	0	0	0	5	0	0	0	0	0
FBgn0028893	0	0	0	0	0	0	4	0	0	0	0	0
FBgn0028894	76	84	133	34	41	51	111	93	105	29	35	52
FBgn0028895	42	47	47	18	18	13	19	38	37	9	8	12
FBgn0028897	30	24	42	15	11	11	190	288	197	151	163	150
FBgn0028899	21	16	18	16	24	24	13	32	11	7	4	8
FBgn0028900	0	0	0	0	0	0	11	9	9	3	4	8
FBgn0028901	0	5	0	0	0	1	0	0	2	0	1	0
FBgn0028902	0	8	2	0	0	0	3	0	0	0	0	0
FBgn0028903	0	6	1	0	0	0	0	0	0	0	0	0
FBgn0028913	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0028916	79	101	109	44	43	34	150	143	134	35	45	56
FBgn0028919	98	112	160	42	45	41	116	133	141	69	42	38
FBgn0028920	2	1	4	0	0	0	192	0	0	1	0	0
FBgn0028926	80	84	137	43	41	55	172	87	143	79	45	72
FBgn0028931	20	31	14	14	16	4	51	85	75	29	35	18
FBgn0028932	126.21	145.788	161.225	60.779	56.954	60.838	66	89	100	81	55	67
FBgn0028935	0	4	0	0	0	0	1	0	0	0	0	0
FBgn0028940	28	6	9	3	6	8	5	5	2	5	5	7
FBgn0028941	0	1	2	0	0	0	2	0	0	0	0	0
FBgn0028942	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028943	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0028944	107	102	158	57	60	49	7310.045	4988.06	5606.03	3302	3413	3387
FBgn0028945	0	0	0	0	0	0	0	0	0	1	3	0
FBgn0028946	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028947	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028948	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0028949	0	0	0	0	0	0	8	0	0	0	0	0
FBgn0028950	0	1	0	0	0	1	10	0	0	2	1	0
FBgn0028952	0	6	8	1	2	2	17	11	15	3	5	3
FBgn0028953	423	495	461.003	193	253	184	290	517	436	205	231	138
FBgn0028955	704	902.213	982.076	503	526.253	554.374	284.049	319.837	320.526	238.992	234.052	255.613
FBgn0028962	335	294	383	184	159	133	330	421	416	146	136	146
FBgn0028963	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028965	357	400	477	114	123	130	327	344	353	113	147	161
FBgn0028968	9051.133	8360	8811.016	2326.001	2242	1718	6826.297	7761.804	8184.575	2464	2434	1723
FBgn0028969	10966	11200.006	12040	13	11	30	8455	9218	9983.505	7185	7009	5926
FBgn0028970	353	376	480	157	154	124	325	285	372	159	151	112
FBgn0028978	357	303	347	206	195	222	426	395	496	337	292	320
FBgn0028979	9	5	6	10	8	2	15	47	29	15	18	10
FBgn0028980	107	121	156	47	31	55	114	96	124	62	56	61
FBgn0028982	4096	3878	3667	0	1	0	2147.001	3146	2781	2358	2370	1645
FBgn0028983	54	37	64	12	12	18	56	60	40	15	11	31
FBgn0028984	2883	3767	4926.864	2534	2575	2470	2972	2914.07	3482	1677	1854	1741
FBgn0028988	13831.988	12818.367	14533.009	4201	4594	4584	14467.956	13622.135	14600.406	5539	6205	5978.015
FBgn0028990	40	64	56	12	18	21	48	101	72	31	27	53
FBgn0028992	498	482	611	289	222	282	482	431	516	253	248	264
FBgn0028996	4	8	5	14	14	2	23	30	32	0	0	6
FBgn0028997	3	0	5	0	3	3	0	8	3	2	2	1
FBgn0028999	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029002	11	31	29	9	11	9	23	22	16	6	18	10
FBgn0029003	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029006	453	424	419	188	224	184	329	486.001	434	194	271	149
FBgn0029067	360	394	364	2	0	0	289	390	387	260	222	204
FBgn0029079	60	67	69	47	23	44	75	54	59	46	35	24
FBgn0029082	5	8	14	42	54	27	45	78	43	30	22	10
FBgn0029084	3	20	11	2	4	2	8	0	5	0	0	0
FBgn0029088	301.062	337	315	135	141	92	103	153	155	87	73	82
FBgn0029091	0	0	0	0	1	3	26	34	32	14	14	12
FBgn0029092	586	457	372	291	380	447	342	447	364.001	226	333	310
FBgn0029093	1712	1808	2526	1213	1252	1228	2198	2199	2146	1194	1423	1493
FBgn0029094	138	158	219	45	54	35	108	78	84	37	38	50
FBgn0029095	1078.001	1004	1122	460	702	553	1384	1546	1534	793	775	760
FBgn0029105	0	1	1	3	0	0	0	0	0	0	0	2
FBgn0029113	588	594	747	277	257	234	363.002	370	328	127	150	174
FBgn0029114	455	404	390	206	190	121	936	1392	1116	553	539	395
FBgn0029117	128	102	164	33	35	40	63	52	61	43	50	30
FBgn0029118	303	332	352	149	137	126	271	233	261	115	118	86
FBgn0029121	149	169	223	64	51	60	218	193	176	75	82	94
FBgn0029123	157	195	199	125	170	80	127	186	155	129	146	115
FBgn0029131	243	286	384	200	180	150	308	337	369	163	157	182
FBgn0029133	2017	2158	2515	0	0	0	1029.738	1075	1135	858.001	855	816
FBgn0029134	2676	2658	3122	938	998	1001	1980	1556	2081	834	794	935
FBgn0029137	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0029147	10	10	14	27	29	20	29	11	35	39	51	30.858
FBgn0029148	420	496	810	266	205	204	253	134	220	171	170	140
FBgn0029152	610	746	741	243	310	254	479	481	612	201	266	273
FBgn0029153	4	3	0	0	0	0	5	0	0	2	0	0
FBgn0029155	516	583	528	189	201	183	666	754	959	157	150	142
FBgn0029157	268	297.001	316	107	130	90.999	247	276	223	117	124	93
FBgn0029158	165	188	248	106	100	93	162	150	211	80	83	125
FBgn0029161	359.417	486.365	598.057	213.105	197.537	219.061	545.4	518	629	439	464	495.665
FBgn0029167	81	96	65	116	154	162	73	108	101	117	175	105
FBgn0029170	6	1	0	3	2	0	2	0	0	0	0	0
FBgn0029172	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029174	1063	1209	1363	612	540	562	515	499	631	277	303	298
FBgn0029175	317	337	305	81	109	106	233	280	316	107	110	127
FBgn0029176	7707.039	8429.001	9995	3902	4057	3510.279	3200	4111	3602	3368	3608	2957
FBgn0029501	0	3	2	0	0	0	1	0	0	0	0	0
FBgn0029502	282	316	339	0	0	0	355	243	344	399	395	383
FBgn0029503	120	118	140	49	32	29	133	154	225	62	59	47
FBgn0029504	885.001	1053.999	871	0	0	0	710	1386.966	999.968	1366.932	1452.985	1250.98
FBgn0029506	4719.001	4950	5765.265	2692	3164	3563	8037	8744.911	9462.952	4801	5193	5482.021
FBgn0029507	392	461	683	411	492	547	1005	1066	1178	514	603	661
FBgn0029508	490	505	704	448	501.959	410	1066	1019	1232	1324	1396	1682
FBgn0029512	367	423	455	201	170	143	383.986	304	367	174	137	163
FBgn0029514	59	55	73	67	88	106	86	68	102	57	54	60
FBgn0029521	0	0	0	0	0	0	2	0	0	4	2	0
FBgn0029525	365	506	613	0	0	0	415	558	486	652	655	527
FBgn0029529	179	186	262	0	0	0	276	225	338	288	249	225
FBgn0029531	294.31	165	303.367	0	0	0	70.218	100.81	74.991	240.193	279.371	302.046
FBgn0029532	15	19	15	0	0	0	5	14	12	18	33	17
FBgn0029535	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029552	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029568	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029573	5	8	3	0	0	0	1	1	0	1	2	7
FBgn0029580	1	2	8.95	0	0	0	13	14	16	18	21	15
FBgn0029587	0	2.047	1	0	0	0	0	4	2	3	3	7
FBgn0029594	370	414	460	0	0	0	237	226	347	193	265	219
FBgn0029596	1	4	7	0	0	0	13	33	29	28	26	22
FBgn0029603	10	5	7	0	0	0	0	0	0	0	0	0
FBgn0029608	143	229	241	0	1	2	124	139	97	165	176	201
FBgn0029629	2701	3002	3465.001	7	1	3	2330	2341	2259	3544	3763.304	3519
FBgn0029642	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0029643	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029644	0	0	2	0	0	0	0	0	0	0	0	0
FBgn0029645	0	0	0	0	0	0	0	0	0	0	2	0
FBgn0029646	0	0	0	0	0	0	1	0	0	0	0	3
FBgn0029647	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029648	261	301	334	0	0	0	202	106	183	116	115	117
FBgn0029649	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029656	2	7	1	0	0	0	6	8	9	1	4	3
FBgn0029657	4.883	16.865	11.357	0	0	0	0	1	0	2	1	2
FBgn0029658	0	0	1	0	0	0	2	1	2	0	0	7
FBgn0029659	3	10	3	0	0	0	13	0	2	3	1	1
FBgn0029660	0	1	0	0	0	0	1	2	3	1	10	5
FBgn0029661	0	0	0	0	0	0	2	2	0	4	4	6
FBgn0029662	3	3	0	0	0	0	0	0	4	0	4	1
FBgn0029663	0	1	0	0	0	0	8	10	13	5	8	7
FBgn0029664	436	492	534	0	0	0	875	843.018	986	680	660	607
FBgn0029665	79	109	119	0	0	0	312	232	216	312	310	364
FBgn0029666	340.999	364	357	0	0	0	429	648	449	507	602	467
FBgn0029667	0	1	0	0	0	0	1	0	0	0	0	2
FBgn0029672	305	284	435	0	0	0	255	285	274	349	389	355
FBgn0029679	0	0	0	0	0	0	3	8	3	0	4	1
FBgn0029681	0	0	0	0	0	0	0	1	4	2	1	0
FBgn0029685	417	425	422	0	0	0	340	429	381	371	412	351
FBgn0029687	4297.845	4212.003	3977.09	0	5	3	2422	3167.591	3267.001	2338	2494.16	2173
FBgn0029688	18057.113	18283.004	16608.073	3	2	2	11141.006	16162.919	15215.269	10440	10180	6180
FBgn0029689	294.19	299	377	0	0	0	358	458	489	362	431	427
FBgn0029690	0	0	0	0	0	0	0	3	6	1	3	0
FBgn0029693	330	353	423	0	0	0	292	381	375	408	396	286
FBgn0029696	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029697	0	1	0	0	0	0	0	0	1	0	1	0
FBgn0029700	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0029701	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029702	0	1	0	0	0	0	2	0	0	0	0	0
FBgn0029703	0	3	0	0	0	0	3	1	0	0	0	0
FBgn0029705	0	2	2	0	0	0	2	0	0	1	0	1
FBgn0029706	689	675	737	0	0	0	678	764	618	651	708	623
FBgn0029707	140	270	161	0	0	0	327	346	518	291	228.999	166.999
FBgn0029708	6	16	5	0	0	0	3	14	6	2	6	1
FBgn0029709	7994.056	7855	9062	0	0	0	6519	5079.651	6857.956	6195	6508	6675.893
