chromosome	geneName	geneId	transId	transLength	Ps	Pn	Ds	Dn	DoS	alphaMK
3R	GluRIIE	FBgn0051201	FBtr0110837	3444	96	26	72	9	-1.11022302462516e-16	-1.16666666666667
3R	Glut3	FBgn0015230	FBtr0083340	1711	76	22	40	33	0	0.649122807017544
3R	Glut4EF	FBgn0263097	FBtr0333685	4308	48	27	36	27	0	0.25
3R	Gnf1	FBgn0004913	FBtr0100159	3274	16	28	86	53	0	-1.83962264150943
3R	Golgin84	FBgn0039188	FBtr0084629	1814	73	51	37	12	0	-1.1541095890411
3R	Gp93	FBgn0039562	FBtr0085254	2841	125	21	31	7	0	256
3R	gpp	FBgn0264495	FBtr0303789	8391	48	38	133	28	0	-2.76041666666667
3R	Gprk2	FBgn0261988	FBtr0085788	4690	37	9	21	2	-1.11022302462516e-16	-1.55405405405405
3R	Gr85a	FBgn0045473	FBtr0082216	1194	21	25	31	30	0	-0.23015873015873
3R	Gr89a	FBgn0038440	FBtr0089695	1089	46	51	22	14	-1.11022302462516e-16	-0.742236024844721
3R	Gr92a	FBgn0045471	FBtr0083865	1161	40	55	26	27	-5.55111512312578e-17	-0.324074074074074
3R	Gr93a	FBgn0041229	FBtr0084133	1450	58	64	27	19	5.55111512312578e-17	-0.568058076225045
3R	Gr93b	FBgn0045470	FBtr0290236	1188	52	56	26	19	0	-0.473684210526316
3R	Gr93c	FBgn0045469	FBtr0084159	1194	76	35	22	20	0	0.493421052631579
3R	Gr93d	FBgn0045468	FBtr0084158	1146	61	112	27	29	0	-0.70944036178632
3R	Gr94a	FBgn0041225	FBtr0084346	1215	54	26	16	18	0	0.57201646090535
3R	Gr97a	FBgn0041224	FBtr0085081	1305	58	44	39	15	5.55111512312578e-17	-0.972413793103448
3R	Gr98a	FBgn0039520	FBtr0085184	1919	65	45	28	23	1.11022302462516e-16	0.157190635451505
3R	Gr98b	FBgn0046887	FBtr0085186	1212	59	36	21	25	0	0.487457627118644
3R	Gr98c	FBgn0046886	FBtr0085187	1227	72	79	32	26	5.55111512312578e-17	-0.350427350427351
3R	Gr98d	FBgn0046885	FBtr0085188	1239	66	61	29	16	5.55111512312578e-17	-0.675189393939394
3R	grass	FBgn0039494	FBtr0085112	1317	63	19	21	3	0	-1.11111111111111
3R	grn	FBgn0001138	FBtr0330188	4090	28	13	19	1	-2.22044604925031e-16	-7.82142857142857
3R	grsm	FBgn0040493	FBtr0082730	1957	53	12	48	16	0	0.320754716981132
3R	gskt	FBgn0046332	FBtr0085784	1772	45	14	26	15	0	0.460740740740741
3R	GstD1	FBgn0001149	FBtr0082607	825	15	1	8	7	0	0.923809523809524
3R	GstD10	FBgn0042206	FBtr0082609	852	19	8	13	4	-1.66533453693773e-16	-0.368421052631579
3R	GstD2	FBgn0010038	FBtr0082569	734	15	17	17	5	0	-2.85333333333333
3R	GstD3	FBgn0010039	FBtr0082570	746	10	11	16	8	0	-1.2
3R	GstD4	FBgn0010040	FBtr0082571	725	14	17	15	2	0	-8.10714285714286
3R	GstD5	FBgn0010041	FBtr0082572	840	20	9	13	21	-1.11022302462516e-16	0.721428571428571
3R	GstD6	FBgn0010042	FBtr0082573	780	23	26	23	5	0	-4.2
3R	GstD7	FBgn0010043	FBtr0082574	756	37	20	16	18	-1.11022302462516e-16	0.519519519519519
3R	GstD8	FBgn0010044	FBtr0082575	808	23	13	17	4	5.55111512312578e-17	-1.40217391304348
3R	GstD9	FBgn0038020	FBtr0082608	775	18	16	18	5	0	-2.2
3R	gwl	FBgn0260399	FBtr0083674	3099	88	25	54	6	-5.55111512312578e-17	-1.55681818181818
3R	Gyc-89Da	FBgn0038435	FBtr0110962	2274	72	17	47	8	0	-0.387152777777778
3R	Gyc88E	FBgn0038295	FBtr0110961	4824	158	63	53	19	0	-0.112258494337109
3R	Gycalpha99B	FBgn0013972	FBtr0085453	2354	127	14	30	1	0	-2.30708661417323
3R	Gycbeta100B	FBgn0013973	FBtr0085753	4066	107	25	22	4	0	-0.285046728971962
3R	H	FBgn0001169	FBtr0083914	5919	91	70	48	19	0	-0.94331983805668
3R	h-cup	FBgn0038334	FBtr0083107	1545	32	21	14	24	0	0.6171875
3R	hb	FBgn0001180	FBtr0081950	3181	22	17	46	2	1.11022302462516e-16	-16.7727272727273
3R	Hcs	FBgn0037332	FBtr0078683	3973	24	33	87	37	0	-2.23310810810811
3R	hd	FBgn0086695	FBtr0078802	1927	9	8	45	17	0	-1.35294117647059
3R	Hdac3	FBgn0025825	FBtr0078767	1660	9	2	31	3	0	-1.2962962962963
3R	HdacX	FBgn0051119	FBtr0084734	1129	43	26	20	2	1.11022302462516e-16	-5.04651162790698
3R	hdc	FBgn0010113	FBtr0085621	4518	155	61	28	28	0	0.606451612903226
3R	Hel89B	FBgn0022787	FBtr0301715	6481	235	49	136	23	-1.11022302462516e-16	-0.232932469935245
3R	heph	FBgn0011224	FBtr0306693	3869	24	10	40	16	0	-0.0416666666666667
3R	Hex-t1	FBgn0042711	FBtr0085010	1507	82	7	27	8	-5.55111512312578e-17	0.711890243902439
3R	Hex-t2	FBgn0042710	FBtr0085011	1569	74	8	32	13	1.11022302462516e-16	0.733887733887734
3R	hh	FBgn0004644	FBtr0100506	2370	72	22	16	11	0	0.555555555555556
3R	HisCl1	FBgn0037950	FBtr0082472	1707	4	1	1	1	0	0.75
3R	hkb	FBgn0261434	FBtr0078951	1567	6	3	14	5	0	-0.4
3R	HLHm5	FBgn0002631	FBtr0084979	882	29	11	3	1	1.11022302462516e-16	-0.137931034482759
3R	HLHm7	FBgn0002633	FBtr0084960	982	18	14	3	2	0	-0.166666666666667
3R	Hmgcr	FBgn0263782	FBtr0084450	3818	115	15	46	20	0	0.7
3R	Hmt-1	FBgn0038376	FBtr0083188	2986	103	39	56	7	0	-2.02912621359223
3R	Hmu	FBgn0015737	FBtr0085164	2360	64	35	31	11	0	-0.541193181818182
3R	Hmx	FBgn0264005	FBtr0330386	2691	77	43	34	20	0	0.0506493506493507
3R	Ho	FBgn0037933	FBtr0082424	1123	21	19	25	3	1.11022302462516e-16	-6.53968253968254
3R	HP1c	FBgn0039019	FBtr0084309	986	37	9	5	8	0	0.847972972972973
3R	HP1e	FBgn0037675	FBtr0082016	592	7	13	25	15	0	-2.0952380952381
3R	Hpr1	FBgn0037382	FBtr0078667	2311	16	6	53	17	1.11022302462516e-16	-0.169117647058824
3R	Hr83	FBgn0037436	FBtr0081713	837	8	5	34	7	0	-2.03571428571429
3R	Hr96	FBgn0015240	FBtr0084756	2834	71	23	40	6	0	-1.15962441314554
3R	Hrb87F	FBgn0004237	FBtr0082851	2281	22	3	30	2	0	-1.04545454545455
3R	Hrb98DE	FBgn0001215	FBtr0085300	1542	35	3	18	3	0	0.485714285714286
3R	Hrd3	FBgn0028475	FBtr0084467	3022	93	33	32	31	0	0.633714880332986
3R	Hs6st	FBgn0038755	FBtr0083846	2657	63	11	20	1	0	-2.49206349206349
3R	Hsc70-2	FBgn0001217	FBtr0082707	2174	76	21	37	8	0	-0.27796052631579
3R	Hsc70-4	FBgn0001219	FBtr0083055	2284	49	2	18	4	1.11022302462516e-16	0.816326530612245
3R	Hsp68	FBgn0001230	FBtr0084589	2231	79	8	40	16	1.11022302462516e-16	0.746835443037975
3R	htl	FBgn0010389	FBtr0083548	3838	142	31	40	5	0	-0.746478873239437
3R	HtrA2	FBgn0038233	FBtr0082987	1415	36	11	17	7	0	0.257936507936508
3R	htt	FBgn0027655	FBtr0085310	11577	409	358	98	71	0	-0.208168325355556
3R	hug	FBgn0028374	FBtr0082639	1033	9	13	10	3	0	-3.81481481481481
3R	Hus1-like	FBgn0026417	FBtr0078876	1053	4	8	25	4	0	-11.5
3R	hyd	FBgn0002431	FBtr0082090	9077	130	50	150	34	0	-0.696832579185521
3R	hyx	FBgn0037657	FBtr0081968	2221	19	1	38	3	1.66533453693773e-16	0.333333333333333
3R	I-t	FBgn0025821	FBtr0082427	887	17	2	12	30	-1.11022302462516e-16	0.952941176470588
3R	Ice2	FBgn0038860	FBtr0084015	2505	93	94	35	37	1.11022302462516e-16	0.043882592269689
3R	Ime4	FBgn0039139	FBtr0084532	1971	69	8	33	4	0	0.0434782608695652
3R	Indy-2	FBgn0260466	FBtr0091937	4064	48	4	25	47	0	0.955673758865248
3R	Ino80	FBgn0086613	FBtr0083771	5243	161	54	111	23	0	-0.618687550634621
3R	InR	FBgn0013984	FBtr0084121	10706	309	83	91	38	5.55111512312578e-17	0.35675353432124
3R	IntS11	FBgn0039691	FBtr0085476	2043	92	6	29	2	-1.11022302462516e-16	0.0543478260869565
3R	IntS12	FBgn0039459	FBtr0085061	1184	56	9	17	4	0	0.316964285714286
3R	Invadolysin	FBgn0086359	FBtr0082181	3610	48	23	31	4	0	-2.71354166666667
3R	inx3	FBgn0028373	FBtr0085350	1605	43	3	17	5	1.11022302462516e-16	0.762790697674419
3R	Ipp	FBgn0016672	FBtr0082865	1402	38	34	16	6	0	-1.3859649122807
3R	Ir100a	FBgn0039879	FBtr0085846	1812	15	17	49	36	0	-0.542592592592593
3R	Ir85a	FBgn0037630	FBtr0081917	2139	21	25	52	12	0	-4.15873015873016
3R	Ir94a	FBgn0051164	FBtr0084193	1788	79	78	41	62	0	0.347080440996325
3R	Ir94d	FBgn0259193	FBtr0299677	1782	96	110	39	29	-1.11022302462516e-16	-0.540948275862069
3R	Ir94e	FBgn0259194	FBtr0299678	1836	133	82	39	17	1.11022302462516e-16	-0.414418398938523
3R	Ir94f	FBgn0051225	FBtr0290293	1677	79	67	27	19	1.11022302462516e-16	-0.205196535642905
3R	Ir94g	FBgn0039079	FBtr0273202	1638	72	44	35	16	0	-0.336805555555556
3R	Ir94h	FBgn0039080	FBtr0273205	1680	78	80	35	22	5.55111512312578e-17	-0.631701631701632
3R	Irbp	FBgn0011774	FBtr0082385	2149	27	31	59	25	-5.55111512312578e-17	-1.70962962962963
3R	Irc	FBgn0038465	FBtr0083371	2341	111	88	41	11	0	-1.95495495495495
3R	ird1	FBgn0260935	FBtr0081986	4239	63	39	115	6	0	-10.8650793650794
3R	ird5	FBgn0024222	FBtr0304804	2488	74	56	40	90	0	0.663663663663664
3R	Ire1	FBgn0261984	FBtr0113248	4034	102	26	68	15	0	-0.155555555555555
3R	Irk2	FBgn0039081	FBtr0084425	1894	67	5	17	6	0	0.788557213930348
3R	Irp-1A	FBgn0024958	FBtr0084327	2882	143	43	59	4	0	-3.43531468531468
3R	Irp-1B	FBgn0024957	FBtr0082259	2901	41	20	70	2	0	-16.0731707317073
3R	Itp-r83A	FBgn0010051	FBtr0078687	10159	51	22	252	16	1.11022302462516e-16	-5.79411764705882
3R	janA	FBgn0001280	FBtr0085596	679	22	8	4	2	0	0.272727272727273
3R	janB	FBgn0001281	FBtr0085598	569	13	6	10	6	-1.11022302462516e-16	0.230769230769231
3R	jar	FBgn0011225	FBtr0301368	4603	174	21	56	1	0	-5.75862068965517
3R	jdp	FBgn0027654	FBtr0085681	1960	23	5	3	1	0	0.347826086956522
3R	JHDM2	FBgn0037703	FBtr0082063	2839	26	16	44	33	-5.55111512312578e-17	0.179487179487179
3R	jigr1	FBgn0039350	FBtr0084886	1836	34	8	10	8	1.11022302462516e-16	0.705882352941177
3R	Jon99Ci	FBgn0003358	FBtr0085511	907	38	13	60	33	0	0.37799043062201
3R	Jon99Cii	FBgn0003356	FBtr0085512	862	9	0	1	2	NA	1
3R	Jon99Ciii	FBgn0003357	FBtr0085502	837	25	4	5	4	1.11022302462516e-16	0.8
3R	Jon99Fi	FBgn0039778	FBtr0085652	933	14	5	12	51	-1.11022302462516e-16	0.915966386554622
3R	Jon99Fii	FBgn0039777	FBtr0085690	913	53	9	22	18	1.11022302462516e-16	0.792452830188679
3R	jumu	FBgn0015396	FBtr0082237	3860	23	10	56	17	0	-0.432225063938619
3R	Jupiter	FBgn0051363	FBtr0082454	1658	8	3	2	3	0	0.75
3R	jvl	FBgn0263929	FBtr0305692	5350	144	82	63	13	5.55111512312578e-17	-1.75961538461538
3R	KaiRIA	FBgn0028422	FBtr0083938	3080	115	42	59	6	5.55111512312578e-17	-2.59130434782609
3R	Kal1	FBgn0039155	FBtr0084549	1993	67	26	40	3	-1.11022302462516e-16	-4.17412935323383
3R	Kap-alpha3	FBgn0027338	FBtr0082106	2280	23	1	31	5	0	0.730434782608696
3R	kar	FBgn0001296	FBtr0302563	2321	60	23	47	10	1.11022302462516e-16	-0.801666666666667
3R	Karybeta3	FBgn0087013	FBtr0078860	4364	18	6	72	13	0	-0.846153846153846
3R	kat-60L1	FBgn0037375	FBtr0300738	2350	13	6	54	11	0	-1.26573426573427
3R	Kat60	FBgn0040208	FBtr0078827	2563	10	4	34	7	-5.55111512312578e-17	-0.942857142857143
3R	kay	FBgn0001297	FBtr0290076	4574	100	38	20	33	-1.11022302462516e-16	0.76969696969697
3R	Kdm2	FBgn0037659	FBtr0300691	5304	48	22	85	12	0	-2.24652777777778
3R	Keap1	FBgn0038475	FBtr0083423	2924	81	23	46	23	0	0.432098765432099
3R	kek6	FBgn0039862	FBtr0330107	6616	53	25	45	8	5.55111512312578e-17	-1.65330188679245
3R	kibra	FBgn0262127	FBtr0100008	4909	153	39	61	26	-5.55111512312578e-17	0.401960784313726
3R	Kif19A	FBgn0038205	FBtr0082912	2683	78	26	49	5	0	-2.26666666666667
3R	kkv	FBgn0001311	FBtr0078798	5457	32	14	131	3	0	-18.1041666666667
3R	klg	FBgn0017590	FBtr0084337	4052	73	22	16	2	0	-1.41095890410959
3R	KLHL18	FBgn0037978	FBtr0082556	2101	26	4	44	16	0	0.576923076923077
3R	Klp98A	FBgn0004387	FBtr0085211	5530	168	47	56	8	0	-0.958333333333333
3R	knk	FBgn0001321	FBtr0082194	2674	51	20	60	5	0	-3.70588235294118
3R	KP78a	FBgn0026064	FBtr0301426	4988	50	33	49	10	0	-2234
3R	KP78b	FBgn0026063	FBtr0082408	2066	36	19	50	43	0	0.386304909560723
3R	KrT95D	FBgn0020647	FBtr0084506	4105	168	39	49	13	-1.11022302462516e-16	125
3R	krz	FBgn0040206	FBtr0085877	5281	10	1	27	3	5.55111512312578e-17	0.0999999999999999
3R	ksr	FBgn0015402	FBtr0078766	3600	16	13	61	10	1.11022302462516e-16	-3.95625
3R	kuk	FBgn0038476	FBtr0083397	2231	63	71	38	47	1.11022302462516e-16	0.0888213441404931
3R	Kul	FBgn0039688	FBtr0085460	7577	238	84	67	14	0	-0.689075630252101
3R	l(3)03670	FBgn0010808	FBtr0085745	940	29	22	5	5	0	0.241379310344828
3R	l(3)05822	FBgn0010877	FBtr0083595	3277	70	47	27	11	0	-0.648051948051948
3R	l(3)07882	FBgn0010926	FBtr0083504	2916	94	78	68	28	0	-1.01519756838906
3R	l(3)87Df	FBgn0002354	FBtr0082703	551	9	6	7	2	5.55111512312578e-17	-1.33333333333333
3R	l(3)L1231	FBgn0086686	FBtr0082975	4227	93	87	27	29	0	0.129032258064516
3R	l(3)mbt	FBgn0002441	FBtr0085175	5398	177	100	72	93	0	0.562602515035538
3R	l(3)neo43	FBgn0011476	FBtr0301089	460	9	1	5	1	0	0.444444444444445
3R	lab	FBgn0002522	FBtr0081696	2775	20	26	40	10	0	-4.2
3R	laf	FBgn0020280	FBtr0078852	2401	12	19	59	116	0	0.194683908045977
3R	lap	FBgn0086372	FBtr0302184	5216	13	16	21	8	0	-2.23076923076923
3R	larp	FBgn0261618	FBtr0301180	8064	147	112	62	40	-5.55111512312578e-17	-0.180952380952381
3R	lbl	FBgn0008651	FBtr0084092	1855	2	4	0	1	NA	1
3R	ldlCp	FBgn0026634	FBtr0083114	3015	66	50	48	13	0	-1.7972027972028
3R	lds	FBgn0002542	FBtr0081758	3543	35	25	63	57	0	0.210526315789474
3R	Lerp	FBgn0051072	FBtr0300939	3571	67	63	35	26	0	-0.265786452353617
3R	Lgr1	FBgn0016650	FBtr0083509	3152	110	40	31	13	0	0.132867132867133
3R	Lgr3	FBgn0039354	FBtr0084899	3005	124	25	54	11	-5.55111512312578e-17	0.0102639296187683
3R	lig3	FBgn0038035	FBtr0082600	2604	56	49	51	54	0	0.173611111111111
3R	ligatin	FBgn0041588	FBtr0085410	1841	69	31	38	10	0	-0.707246376811594
3R	Lip3	FBgn0023495	FBtr0082771	1434	34	28	33	4	-5.55111512312578e-17	-5.79411764705882
3R	Lk6	FBgn0017581	FBtr0082534	6281	37	38	38	30	0	-0.300900900900901
3R	lkb1	FBgn0038167	FBtr0082808	2428	67	26	35	3	-1.11022302462516e-16	-3.5273631840796
3R	lmd	FBgn0039039	FBtr0084364	3197	121	114	29	10	0	-1.73223140495868
3R	Lnk	FBgn0028717	FBtr0084935	3287	96	33	34	5	0	-1.3375
3R	lobo	FBgn0083946	FBtr0110797	2859	156	23	32	17	0	0.722473604826546
3R	loco	FBgn0020278	FBtr0084273	5330	261	84	60	27	0	0.284802043422733
3R	lost	FBgn0263594	FBtr0078921	2691	8	5	32	12	0	-0.666666666666667
3R	lox	FBgn0039848	FBtr0085810	1435	30	15	27	3	-5.55111512312578e-17	-3.5
3R	LpR1	FBgn0066101	FBtr0301470	4092	179	55	50	6	1.11022302462516e-16	-1.56052141527002
3R	LpR2	FBgn0051092	FBtr0113386	4189	166	82	64	40	0	0.209638554216868
3R	lqfR	FBgn0261279	FBtr0299516	5024	152	108	83	39	0	-0.512145748987854
3R	Lrrk	FBgn0038816	FBtr0112788	7572	293	107	165	18	0	-2.34755403868032
3R	Lsd-1	FBgn0039114	FBtr0084455	1510	42	27	16	4	0	-1.57142857142857
3R	lsn	FBgn0260940	FBtr0084135	941	57	14	12	1	0	-1.94736842105263
3R	lute	FBgn0262871	FBtr0330037	3537	76	19	23	3	0	-0.916666666666667
3R	m-cup	FBgn0038488	FBtr0083414	2815	87	11	27	6	0	0.431034482758621
3R	m1	FBgn0002578	FBtr0084957	670	14	10	5	1	0	-2.57142857142857
3R	m2	FBgn0002592	FBtr0084981	957	22	23	12	5	-1.11022302462516e-16	-1.50909090909091
3R	m4	FBgn0002629	FBtr0084980	759	20	12	7	1	0	-3.2
3R	m6	FBgn0002632	FBtr0084959	1137	8	5	4	1	0	-1.5
3R	Madm	FBgn0027497	FBtr0078722	3501	14	8	35	5	0	-3
3R	MAGE	FBgn0037481	FBtr0081606	943	6	6	14	22	0	0.363636363636364
3R	malpha	FBgn0002732	FBtr0084956	676	20	8	2	2	0	0.6
3R	Manf	FBgn0027095	FBtr0083283	847	22	9	3	1	0	-0.227272727272728
3R	Map205	FBgn0002645	FBtr0085876	4733	18	36	82	116	0	-0.413793103448276
3R	mask	FBgn0043884	FBtr0305043	14423	333	133	195	65	0	-0.198198198198198
3R	Mat89Ba	FBgn0261286	FBtr0083275	3797	104	99	78	47	0	-0.579787234042553
3R	mbc	FBgn0015513	FBtr0304729	7465	285	45	105	16	-1.11022302462516e-16	-0.0361842105263157
3R	MBD-like	FBgn0027950	FBtr0082069	1222	19	10	17	8	5.55111512312578e-17	-0.118421052631579
3R	MBD-R2	FBgn0038016	FBtr0082611	3864	119	57	67	65	-2.22044604925031e-16	0.506270200387847
3R	mbo	FBgn0026207	FBtr0082668	2566	65	28	47	47	0	0.569230769230769
3R	Mcm2	FBgn0014861	FBtr0081827	2898	27	6	54	4	-1.11022302462516e-16	-2
3R	Mcm5	FBgn0017577	FBtr0082279	2452	42	3	71	2	1.11022302462516e-16	-1.53571428571429
3R	MCO3	FBgn0039387	FBtr0084940	2202	108	63	37	16	0	-0.348958333333333
3R	Med	FBgn0011655	FBtr0085815	3250	54	17	40	2	0	-5.2962962962963
3R	MED17	FBgn0038578	FBtr0083558	2060	97	14	30	3	0	-0.443298969072165
3R	MED25	FBgn0038760	FBtr0083825	2766	89	24	64	5	0	-2.45168539325843
3R	MED27	FBgn0037359	FBtr0078712	1080	6	1	30	3	0	-0.666666666666667
3R	MED28	FBgn0039337	FBtr0084836	743	27	4	8	3	0	0.604938271604938
3R	MED31	FBgn0037262	FBtr0078856	1098	2	1	8	3	1.11022302462516e-16	-0.333333333333333
3R	MED6	FBgn0024330	FBtr0082161	1758	8	7	14	2	0	-5125
3R	Mekk1	FBgn0024329	FBtr0083684	5246	156	25	90	10	0	-0.442307692307693
3R	Men	FBgn0002719	FBtr0082660	2906	47	20	34	9	-1.11022302462516e-16	-0.607565011820331
3R	Men-b	FBgn0029155	FBtr0301708	2543	84	2	33	1	0	0.214285714285714
3R	Mes-4	FBgn0039559	FBtr0085267	4589	131	79	101	84	0	0.274900036350418
3R	Mesh1	FBgn0039650	FBtr0085407	642	22	14	16	2	0	-4.09090909090909
3R	mey	FBgn0039851	FBtr0085790	3385	36	17	9	3	0	-0.416666666666667
3R	mfas	FBgn0260745	FBtr0082498	2962	76	44	48	5	0	-4.55789473684211
3R	mfrn	FBgn0039561	FBtr0085266	3037	38	7	17	2	0	-0.56578947368421
3R	Mgat2	FBgn0039738	FBtr0085602	3331	95	19	9	1	0	-0.8
3R	mgr	FBgn0264694	FBtr0082406	946	9	4	19	1	0	-7.44444444444444
3R	Mhcl	FBgn0026059	FBtr0083231	7418	200	67	107	17	1.11022302462516e-16	-1.10852941176471
3R	mia	FBgn0014342	FBtr0089313	2054	14	10	54	90	0	0.571428571428571
3R	Mical	FBgn0053208	FBtr0306610	15589	3	5	1	3	0	0.444444444444444
3R	mira	FBgn0021776	FBtr0083847	2965	132	40	32	6	0	-0.616161616161616
3R	Miro	FBgn0039140	FBtr0084596	2736	68	10	48	5	0	-0.411764705882353
3R	Mlc1	FBgn0002772	FBtr0085195	882	9	0	3	1	NA	1
3R	mld	FBgn0263490	FBtr0304913	7098	207	173	57	75	0	0.364830917874396
3R	Mms19	FBgn0037301	FBtr0078778	3233	17	14	84	6	-1.11022302462516e-16	-10.5294117647059
3R	Moca-cyp	FBgn0039581	FBtr0085286	3168	124	86	49	29	-5.55111512312578e-17	-0.171857619577308
3R	Mocs2	FBgn0039280	FBtr0084782	1420	30	24	18	6	-1.11022302462516e-16	-1.4
3R	mod	FBgn0002780	FBtr0085874	2287	11	7	53	30	-5.55111512312578e-17	-0.124242424242424
3R	mod(mdg4)	FBgn0002781	FBtr0084064	2282	60	28	28	6	0	-1.17777777777778
3R	modSP	FBgn0051217	FBtr0083353	2289	42	17	21	18	-1.11022302462516e-16	0.527777777777778
3R	moi	FBgn0261019	FBtr0299938	2089	34	7	9	7	0	0.735294117647059
3R	mor	FBgn0002783	FBtr0083238	3983	91	31	78	16	0	-0.660714285714286
3R	MP1	FBgn0027930	FBtr0300936	1495	5	6	28	27	-5.55111512312578e-17	-0.244444444444444
3R	Mpk2	FBgn0015765	FBtr0084580	1450	38	7	19	4	0	125
3R	MRG15	FBgn0027378	FBtr0333921	1511	42	10	25	13	0	0.542124542124542
3R	Mrp4	FBgn0263316	FBtr0302027	4726	92	43	104	15	0	-2.24057971014493
3R	mRpL1	FBgn0037566	FBtr0081832	1220	13	6	19	3	0	-1.92307692307692
3R	mRpL11	FBgn0038234	FBtr0082953	734	17	4	16	1	-1.11022302462516e-16	-2.76470588235294
3R	mRpL19	FBgn0037608	FBtr0081901	1036	6	9	25	5	0	-6.5
3R	mRpL32	FBgn0039835	FBtr0085759	704	14	12	10	3	5.55111512312578e-17	-1.85714285714286
3R	mRpL35	FBgn0038923	FBtr0084171	751	30	17	13	3	0	-1.45555555555556
3R	mRpL37	FBgn0261380	FBtr0302273	1356	26	23	28	13	1.11022302462516e-16	-0.905325443786982
3R	mRpL40	FBgn0037892	FBtr0082384	716	6	7	13	8	1.11022302462516e-16	-0.895833333333333
3R	mRpL44	FBgn0037330	FBtr0078768	1122	10	8	30	11	-5.55111512312578e-17	-1.18181818181818
3R	mRpL45	FBgn0263863	FBtr0084272	1268	64	17	28	6	-1.11022302462516e-16	-0.239583333333333
3R	mRpL9	FBgn0038319	FBtr0083084	794	18	7	13	7	1.11022302462516e-16	0.277777777777778
3R	mRpS10	FBgn0038307	FBtr0083054	746	14	9	8	6	0	0.142857142857143
3R	mRpS11	FBgn0038474	FBtr0089894	729	19	6	8	3	0	0.157894736842105
3R	mRpS18A	FBgn0051450	FBtr0081897	581	8	5	21	6	0	-1.1875
3R	mRpS18C	FBgn0039765	FBtr0085625	528	20	5	9	3	0	0.25
3R	mRpS22	FBgn0039555	FBtr0085247	1341	62	26	19	9	0	0.114695340501792
3R	mRpS24	FBgn0039159	FBtr0084577	600	22	8	6	2	5.55111512312578e-17	-0.0909090909090911
3R	mRpS33	FBgn0038426	FBtr0083316	491	10	1	6	2	0	0.7
3R	mRpS9	FBgn0037529	FBtr0081766	1293	12	6	17	8	0	-0.0625
3R	mrt	FBgn0039507	FBtr0085174	2815	66	29	51	34	0	0.340909090909091
3R	ms(3)K81	FBgn0002838	FBtr0085063	711	27	14	15	9	0	0.135802469135803
3R	msi	FBgn0011666	FBtr0084881	2806	68	22	21	1	-1.11022302462516e-16	-5.79411764705882
3R	msps	FBgn0027948	FBtr0304801	7551	161	60	138	32	1.11022302462516e-16	-0.607142857142857
3R	Mst57Da	FBgn0011668	FBtr0084914	325	8	13	7	3	0	-2.79166666666667
3R	Mst57Db	FBgn0011669	FBtr0084915	195	3	0	3	7	NA	1
3R	Mst84Db	FBgn0004173	FBtr0081586	415	1	2	9	2	0	-8
3R	Mst84Dd	FBgn0004175	FBtr0081588	415	9	4	4	2	0	0.111111111111111
3R	Mst85C	FBgn0028708	FBtr0081969	1352	6	7	28	7	0	-3.66666666666667
3R	Mst89B	FBgn0020399	FBtr0083260	1287	30	30	30	60	0	0.5
3R	Mst98Cb	FBgn0004171	FBtr0085278	1066	42	4	4	1	0	0.619047619047619
3R	MstProx	FBgn0015770	FBtr0081585	3262	33	62	88	85	0	-0.945098039215686
3R	MTA1-like	FBgn0027951	FBtr0330315	4167	10	2	40	11	-1.11022302462516e-16	0.272727272727273
3R	mtd	FBgn0013576	FBtr0306694	5689	25	17	61	11	1.11022302462516e-16	-2.77090909090909
3R	mthl11	FBgn0045443	FBtr0332552	1630	26	39	33	39	0	-0.269230769230769
3R	mthl12	FBgn0045442	FBtr0082746	1467	50	87	35	37	5.55111512312578e-17	-0.645945945945946
3R	mthl5	FBgn0037960	FBtr0082515	1949	40	18	32	10	0	-0.44
3R	mtTFB2	FBgn0037778	FBtr0082173	1512	21	21	25	18	0	-0.388888888888889
3R	Muc91C	FBgn0038642	FBtr0083687	3111	135	115	51	23	-5.55111512312578e-17	-0.888888888888889
3R	Muc96D	FBgn0051439	FBtr0084845	2796	46	31	50	19	-1.11022302462516e-16	-0.773455377574371
3R	mun	FBgn0262869	FBtr0306199	6598	136	74	39	7	1.11022302462516e-16	-2.03151260504202
3R	Mur82C	FBgn0037260	FBtr0303866	1785	9	12	50	62	0	-0.075268817204301
3R	mura	FBgn0037705	FBtr0082118	4671	43	40	54	20	-1.66533453693773e-16	-1.51162790697674
3R	mus308	FBgn0002905	FBtr0082662	6420	142	126	149	138	0	0.0419473361910594
3R	mus309	FBgn0002906	FBtr0082434	4806	84	89	133	65	-5.55111512312578e-17	-1.16794871794872
3R	muted	FBgn0083967	FBtr0110878	1489	23	11	6	3	1.11022302462516e-16	0.0434782608695652
3R	Mvl	FBgn0011672	FBtr0306351	2221	2	1	0	2	NA	1
3R	Myo95E	FBgn0039157	FBtr0100516	5316	131	43	51	3	0	-4.58015267175572
3R	Naam	FBgn0051216	FBtr0083786	1817	44	9	14	1	0	-1.86363636363636
3R	Nab2	FBgn0028471	FBtr0084633	3490	83	36	68	44	0	0.329682365826944
3R	nAcRalpha-96Aa	FBgn0000036	FBtr0330310	3826	83	4	13	2	0	0.686746987951807
3R	nAcRbeta-96A	FBgn0004118	FBtr0084682	4018	8	4	1	2	0	0.75
